10,0,0,UDP,,,,,1258,,0,
11,0,0,UDP,,,,,84,,0,
12,0,0,UDP,,,,,1208,,0,
13,0,0,UDP,,,,,60,,0,
14,0,0,UDP,,,,,32,,0,
15,0,0,UDP,,,,,32,,0,
16,0,0,UDP,,,,,57,,0,
17,0,0,UDP,,,,,98,,0,
18,0,0,UDP,,,,,53,,0,
19,0,0,UDP,,,,,53,,0,
20,0,0,UDP,,,,,55,,0,
21,0,0,UDP,,,,,1258,,0,
22,0,0,UDP,,,,,937,,0,
23,0,0,UDP,,,,,38,,0,
24,0,0,UDP,,,,,54,,0,
25,0,0,UDP,,,,,589,,0,
26,0,0,UDP,,,,,53,,0,
66,,0,ARP,,,,,60,,0,
67,,0,ARP,,,,,42,,0,
110,0,0,UDP,,,,,57,,0,
111,0,0,UDP,,,,,194,,0,
172,8,0,UDP,,,,,47,,0,
173,0,0,UDP,,,,,79,,0,
217,,0,ARP,,,,,60,,0,
218,,0,ARP,,,,,42,,0,
230,16,0,UDP,,,,,41,,0,
231,0,0,UDP,,,,,153,,0,
232,0,0,UDP,,,,,41,,0,
234,0,0,UDP,,,,,94,,0,
274,,0,ARP,,,,,60,,0,
275,,0,ARP,,,,,42,,0,
284,0,0,UDP,,,,,68,,0,
285,0,0,UDP,,,,,68,,0,
286,0,0,UDP,,,,,78,,0,
287,0,0,UDP,,,,,48,,0,
288,0,0,UDP,,,,,48,,0,
289,0,0,UDP,,,,,341,,0,
290,0,0,UDP,,,,,353,,0,
298,42,0,UDP,,,,,44,,0,
301,0,0,UDP,,,,,79,,0,
304,0,0,UDP,,,,,199,,0,
305,0,0,UDP,,,,,79,,0,
311,0,0,UDP,,,,,248,,0,
324,0,0,UDP,,,,,247,,0,
464,1,0,UDP,,,,,39,,0,
467,0,0,UDP,,,,,171,,0,
590,2,0,UDP,,,,,47,,0,
591,0,0,UDP,,,,,47,,0,
592,0,0,UDP,,,,,160,,0,
594,0,0,UDP,,,,,208,,0,
631,0,0,UDP,,,,,53,,0,
632,0,0,UDP,,,,,53,,0,
633,0,0,UDP,,,,,128,,0,
657,0,0,UDP,,,,,128,,0,
674,0,0,UDP,,,,,43,,0,
675,0,0,UDP,,,,,126,,0,
729,1,0,UDP,,,,,48,,0,
730,0,0,UDP,,,,,78,,0,
759,,0,ARP,,,,,60,,0,
760,,0,ARP,,,,,42,,0,
767,0,0,UDP,,,,,145,,0,
768,0,0,UDP,,,,,494,,0,
816,0,0,UDP,,,,,426,,0,
817,0,0,UDP,,,,,435,,0,
818,0,0,UDP,,,,,498,,0,
819,0,0,UDP,,,,,490,,0,
820,0,0,UDP,,,,,435,,0,
821,0,0,UDP,,,,,474,,0,
822,0,0,UDP,,,,,506,,0,
823,0,0,UDP,,,,,435,,0,
824,0,0,UDP,,,,,494,,0,
825,0,0,UDP,,,,,488,,0,
826,0,0,UDP,,,,,426,,0,
827,0,0,UDP,,,,,435,,0,
828,0,0,UDP,,,,,498,,0,
829,0,0,UDP,,,,,490,,0,
830,0,0,UDP,,,,,435,,0,
831,0,0,UDP,,,,,474,,0,
832,0,0,UDP,,,,,506,,0,
833,0,0,UDP,,,,,435,,0,
834,0,0,UDP,,,,,494,,0,
835,0,0,UDP,,,,,488,,0,
837,13,0,UDP,,,,,41,,0,
838,0,0,UDP,,,,,153,,0,
839,0,0,UDP,,,,,41,,0,
841,0,0,UDP,,,,,94,,0,
861,0,0,UDP,,,,,145,,0,
862,0,0,UDP,,,,,494,,0,
864,0,0,UDP,,,,,107,,0,
865,0,0,UDP,,,,,107,,0,
866,0,0,UDP,,,,,107,,0,
867,0,0,UDP,,,,,107,,0,
872,0,0,UDP,,,,,308,,0,
874,,0,ARP,,,,,60,,0,
876,0,0,UDP,,,,,107,,0,
877,,0,ARP,,,,,60,,0,
878,1,0,UDP,,,,,308,,0,
879,1,0,UDP,,,,,107,,0,
880,,0,ARP,,,,,60,,0,
939,,0,ARP,,,,,60,,0,
955,,0,ARP,,,,,60,,0,
956,,0,ARP,,,,,60,,0,
957,,0,ARP,,,,,60,,0,
958,,0,ARP,,,,,60,,0,
959,,0,ARP,,,,,60,,0,
960,,0,ARP,,,,,60,,0,
961,,0,ARP,,,,,60,,0,
963,,0,ARP,,,,,60,,0,
964,,0,ARP,,,,,60,,0,
965,,0,ARP,,,,,42,,0,
972,3,0,UDP,,,,,107,,0,
973,2,0,UDP,,,,,107,,0,
1028,0,0,UDP,,,,,107,,0,
1029,0,0,UDP,,,,,107,,0,
1035,3,0,UDP,,,,,107,,0,
1036,3,0,UDP,,,,,107,,0,
1043,0,0,UDP,,,,,51,,0,
1044,0,0,UDP,,,,,51,,0,
1045,1,0,UDP,,,,,51,,0,
1046,1,0,UDP,,,,,51,,0,
1054,9,0,UDP,,,,,107,,0,
1055,9,0,UDP,,,,,107,,0,
1331,26,0,UDP,,,,,51,,0,
1404,0,0,UDP,,,,,83,,0,
1405,0,0,UDP,,,,,1258,,0,
1406,0,0,UDP,,,,,85,,0,
1407,0,0,UDP,,,,,251,,0,
1408,0,0,UDP,,,,,251,,0,
1409,0,0,UDP,,,,,1208,,0,
1410,0,0,UDP,,,,,98,,0,
1411,0,0,UDP,,,,,60,,0,
1412,0,0,UDP,,,,,32,,0,
1413,0,0,UDP,,,,,53,,0,
1414,0,0,UDP,,,,,32,,0,
1415,0,0,UDP,,,,,57,,0,
1416,0,0,UDP,,,,,53,,0,
1417,0,0,UDP,,,,,55,,0,
1418,0,0,UDP,,,,,625,,0,
1419,0,0,UDP,,,,,589,,0,
1420,0,0,UDP,,,,,53,,0,
1421,0,0,UDP,,,,,1258,,0,
1422,0,0,UDP,,,,,88,,0,
1423,0,0,UDP,,,,,1258,,0,
1424,0,0,UDP,,,,,271,,0,
1425,0,0,UDP,,,,,1258,,0,
1426,0,0,UDP,,,,,271,,0,
1427,0,0,UDP,,,,,30,,0,
1428,0,0,UDP,,,,,36,,0,
1429,0,0,UDP,,,,,53,,0,
1430,0,0,UDP,,,,,1208,,0,
1431,0,0,UDP,,,,,98,,0,
1432,0,0,UDP,,,,,60,,0,
1433,0,0,UDP,,,,,32,,0,
1434,0,0,UDP,,,,,32,,0,
1435,0,0,UDP,,,,,57,,0,
1436,0,0,UDP,,,,,53,,0,
1437,0,0,UDP,,,,,53,,0,
1438,0,0,UDP,,,,,55,,0,
1439,0,0,UDP,,,,,37,,0,
1440,0,0,UDP,,,,,53,,0,
1441,0,0,UDP,,,,,641,,0,
1442,0,0,UDP,,,,,242,,0,
1443,0,0,UDP,,,,,242,,0,
1444,0,0,UDP,,,,,606,,0,
1445,0,0,UDP,,,,,53,,0,
1446,0,0,UDP,,,,,31,,0,
1447,0,0,UDP,,,,,589,,0,
1448,0,0,UDP,,,,,589,,0,
1449,0,0,UDP,,,,,53,,0,
1450,0,0,UDP,,,,,1258,,0,
1451,0,0,UDP,,,,,87,,0,
1452,0,0,UDP,,,,,741,,0,
1453,0,0,UDP,,,,,742,,0,
1454,0,0,UDP,,,,,1208,,0,
1455,0,0,UDP,,,,,98,,0,
1456,0,0,UDP,,,,,60,,0,
1457,0,0,UDP,,,,,32,,0,
1458,0,0,UDP,,,,,53,,0,
1459,0,0,UDP,,,,,32,,0,
1460,0,0,UDP,,,,,57,,0,
1461,0,0,UDP,,,,,53,,0,
1462,0,0,UDP,,,,,55,,0,
1463,0,0,UDP,,,,,30,,0,
1464,0,0,UDP,,,,,36,,0,
1465,0,0,UDP,,,,,53,,0,
1579,0,0,UDP,,,,,1208,,0,
1580,0,0,UDP,,,,,1208,,0,
1581,0,0,UDP,,,,,1208,,0,
1582,0,0,UDP,,,,,53,,0,
1583,0,0,UDP,,,,,1208,,0,
1584,0,0,UDP,,,,,1208,,0,
1585,0,0,UDP,,,,,53,,0,
1586,0,0,UDP,,,,,1208,,0,
1587,0,0,UDP,,,,,1208,,0,
1588,0,0,UDP,,,,,53,,0,
1589,0,0,UDP,,,,,1208,,0,
1590,0,0,UDP,,,,,1208,,0,
1591,0,0,UDP,,,,,53,,0,
1592,0,0,UDP,,,,,1208,,0,
1593,0,0,UDP,,,,,53,,0,
1594,0,0,UDP,,,,,1208,,0,
1595,0,0,UDP,,,,,1208,,0,
1596,0,0,UDP,,,,,1208,,0,
1597,0,0,UDP,,,,,53,,0,
1598,0,0,UDP,,,,,1208,,0,
1599,0,0,UDP,,,,,53,,0,
1600,0,0,UDP,,,,,1208,,0,
1601,0,0,UDP,,,,,1208,,0,
1602,0,0,UDP,,,,,53,,0,
1603,0,0,UDP,,,,,1208,,0,
1604,0,0,UDP,,,,,1208,,0,
1605,0,0,UDP,,,,,53,,0,
1606,0,0,UDP,,,,,1208,,0,
1607,0,0,UDP,,,,,1208,,0,
1608,0,0,UDP,,,,,53,,0,
1609,0,0,UDP,,,,,1208,,0,
1610,0,0,UDP,,,,,1208,,0,
1611,0,0,UDP,,,,,53,,0,
1612,0,0,UDP,,,,,1208,,0,
1613,0,0,UDP,,,,,1208,,0,
1614,0,0,UDP,,,,,53,,0,
1615,0,0,UDP,,,,,1208,,0,
1616,0,0,UDP,,,,,1208,,0,
1617,0,0,UDP,,,,,53,,0,
1618,0,0,UDP,,,,,1208,,0,
1619,0,0,UDP,,,,,1208,,0,
1620,0,0,UDP,,,,,53,,0,
1621,0,0,UDP,,,,,1208,,0,
1622,0,0,UDP,,,,,1208,,0,
1623,0,0,UDP,,,,,53,,0,
1624,0,0,UDP,,,,,1208,,0,
1625,0,0,UDP,,,,,1208,,0,
1626,0,0,UDP,,,,,53,,0,
1627,0,0,UDP,,,,,1208,,0,
1628,0,0,UDP,,,,,1208,,0,
1629,0,0,UDP,,,,,53,,0,
1630,0,0,UDP,,,,,1208,,0,
1631,0,0,UDP,,,,,1208,,0,
1632,0,0,UDP,,,,,53,,0,
1633,0,0,UDP,,,,,1208,,0,
1634,0,0,UDP,,,,,1208,,0,
1635,0,0,UDP,,,,,56,,0,
1636,0,0,UDP,,,,,1208,,0,
1637,0,0,UDP,,,,,1208,,0,
1638,0,0,UDP,,,,,53,,0,
1639,0,0,UDP,,,,,1208,,0,
1640,0,0,UDP,,,,,1208,,0,
1641,0,0,UDP,,,,,53,,0,
1642,0,0,UDP,,,,,1208,,0,
1643,0,0,UDP,,,,,1208,,0,
1644,0,0,UDP,,,,,67,,0,
1645,0,0,UDP,,,,,53,,0,
1646,0,0,UDP,,,,,53,,0,
1647,0,0,UDP,,,,,31,,0,
1650,1,0,UDP,,,,,1208,,0,
1651,0,0,UDP,,,,,1208,,0,
1652,0,0,UDP,,,,,53,,0,
1653,0,0,UDP,,,,,1208,,0,
1654,0,0,UDP,,,,,1208,,0,
1655,0,0,UDP,,,,,53,,0,
1656,0,0,UDP,,,,,1208,,0,
1657,0,0,UDP,,,,,1208,,0,
1658,0,0,UDP,,,,,1208,,0,
1659,0,0,UDP,,,,,53,,0,
1660,0,0,UDP,,,,,1208,,0,
1661,0,0,UDP,,,,,53,,0,
1662,0,0,UDP,,,,,1208,,0,
1663,0,0,UDP,,,,,1208,,0,
1664,0,0,UDP,,,,,53,,0,
1665,0,0,UDP,,,,,1208,,0,
1666,0,0,UDP,,,,,1208,,0,
1667,0,0,UDP,,,,,53,,0,
1668,0,0,UDP,,,,,1208,,0,
1669,0,0,UDP,,,,,1208,,0,
1670,0,0,UDP,,,,,53,,0,
1671,0,0,UDP,,,,,1208,,0,
1672,0,0,UDP,,,,,1208,,0,
1673,0,0,UDP,,,,,53,,0,
1674,0,0,UDP,,,,,1208,,0,
1675,0,0,UDP,,,,,1208,,0,
1676,0,0,UDP,,,,,53,,0,
1677,0,0,UDP,,,,,1208,,0,
1678,0,0,UDP,,,,,1208,,0,
1679,0,0,UDP,,,,,53,,0,
1680,0,0,UDP,,,,,1208,,0,
1681,0,0,UDP,,,,,1208,,0,
