Packet Number,Time_interval,Layer,src_ip,scr_port,dst_port,ack_no,tcp_length,sql,stream,Packet Number,Time(seconds),socket_count
34,10,TCP,23.109.170.137,443,51232,0,0,0,1,10,4,0
37,0,TCP,23.109.170.137,443,51232,53,0,0,1,11,4,0
38,0,TCP,23.109.170.137,443,51232,1,0,0,1,12,4,0
42,0,TCP,163.70.143.60,443,51007,0,72,0,6,13,4,0
51,0,TCP,34.120.214.181,443,51198,0,0,0,7,14,4,0
54,0,TCP,172.64.150.28,443,51197,0,0,0,8,15,4,0
58,0,TCP,35.186.224.39,443,51064,0,40,0,9,16,4,0
64,0,TCP,34.149.100.209,443,51185,1,0,0,10,17,4,0
70,10,TCP,23.53.240.56,80,51212,0,0,0,3,18,4,0
71,10,TCP,23.53.240.56,80,51218,0,0,0,4,19,4,0
76,0,TCP,104.21.73.105,443,51199,1,0,0,11,20,4,0
83,0,TCP,13.107.42.16,443,51233,512,0,0,13,21,4,0
84,0,TCP,13.107.42.16,443,51233,0,1440,0,13,22,4,0
86,0,TCP,13.107.42.16,443,51233,0,1440,0,13,23,4,0
88,0,TCP,13.107.42.16,443,51233,0,1440,0,13,24,4,0
90,0,TCP,13.107.42.16,443,51233,0,1440,0,13,25,4,0
92,0,TCP,13.107.42.16,443,51233,0,157,0,13,26,4,0
96,0,TCP,13.107.42.16,443,51233,245,0,0,13,66,16,0
97,0,TCP,13.107.42.16,443,51233,0,342,0,13,67,16,0
99,0,TCP,13.107.42.16,443,51233,0,69,0,13,110,26,0
103,0,TCP,13.107.42.16,443,51233,0,38,0,13,111,26,0
105,0,TCP,13.107.42.16,443,51233,231,0,0,13,172,34,0
107,0,TCP,13.107.42.16,443,51233,0,604,0,13,173,34,0
116,0,TCP,20.211.142.183,443,51234,214,1440,0,14,217,39,0
117,0,TCP,20.211.142.183,443,51234,0,1440,0,14,218,39,0
119,0,TCP,20.211.142.183,443,51234,0,878,0,14,230,45,0
121,0,TCP,20.211.142.183,443,51234,158,51,0,14,231,45,0
122,0,TCP,20.211.142.183,443,51234,0,69,0,14,232,45,0
127,0,TCP,20.211.142.183,443,51234,87,38,0,14,234,52,0
128,0,TCP,20.211.142.183,443,51234,1391,0,0,14,274,75,0
130,0,TCP,20.211.142.183,443,51234,0,417,0,14,275,75,0
133,0,TCP,20.211.142.183,443,51234,1253,407,0,14,284,82,0
135,0,TCP,20.211.142.183,443,51234,1,42,0,14,285,82,0
136,0,TCP,20.211.142.183,443,51234,0,0,0,14,286,82,0
140,10,TCP,23.53.240.56,80,51218,0,0,0,4,287,82,0
141,10,TCP,23.53.240.56,80,51212,0,0,0,3,288,82,0
147,0,TCP,142.250.193.132,443,51201,0,0,0,15,289,82,0
148,0,TCP,142.250.193.132,443,51201,1,0,0,15,290,82,0
149,0,TCP,142.250.193.132,443,51201,0,0,0,15,298,94,0
158,0,TCP,34.120.208.123,443,51181,0,0,0,17,301,94,0
160,0,TCP,34.120.208.123,443,51181,1,0,0,17,304,94,0
162,0,TCP,142.250.182.138,443,51203,0,0,0,16,305,94,0
164,0,TCP,142.250.182.138,443,51203,1,0,0,16,311,94,0
169,0,TCP,142.250.196.46,443,51213,1,0,0,18,324,94,0
178,0,TCP,104.18.1.181,443,51235,204,0,0,19,464,95,0
179,0,TCP,104.18.1.181,443,51235,0,1440,0,19,467,95,0
180,0,TCP,104.18.1.181,443,51235,0,1384,0,19,590,96,0
183,0,TCP,104.18.1.181,443,51235,93,69,0,19,591,96,0
185,0,TCP,104.18.1.181,443,51235,0,258,0,19,592,96,0
190,0,TCP,104.18.1.181,443,51235,87,38,0,19,594,98,0
191,0,TCP,104.18.1.181,443,51235,306,0,0,19,631,98,0
193,0,TCP,104.18.1.181,443,51235,0,318,0,19,632,98,0
194,0,TCP,104.18.1.181,443,51235,0,334,0,19,633,98,0
195,0,TCP,104.18.1.181,443,51235,0,38,0,19,657,98,0
198,0,TCP,104.18.1.181,443,51235,1,0,0,19,674,98,0
206,10,TCP,23.53.240.56,80,51218,0,0,0,4,675,98,0
207,10,TCP,23.53.240.56,80,51212,0,0,0,3,729,99,0
209,25,TCP,163.70.143.60,443,51007,70,0,0,6,730,99,0
210,0,TCP,163.70.143.60,443,51007,0,72,0,6,757,101,1
214,30,TCP,104.18.1.181,443,50884,35,0,0,5,758,103,2
221,4,TCP,23.53.240.56,80,51218,1,0,0,4,759,103,2
223,4,TCP,23.53.240.56,80,51212,1,0,0,3,760,103,2
227,29,TCP,35.186.224.39,443,51064,43,0,0,9,765,105,2
228,0,TCP,35.186.224.39,443,51064,0,40,0,9,766,105,2
238,0,TCP,23.109.170.137,443,51236,855,0,0,21,767,105,2
239,0,TCP,23.109.170.137,443,51236,0,176,0,21,768,105,2
242,0,TCP,23.109.170.137,443,51236,592,0,0,21,816,111,2
243,0,TCP,23.109.170.137,443,51236,0,1440,0,21,817,111,2
244,0,TCP,23.109.170.137,443,51236,0,229,0,21,818,111,2
249,10,TCP,23.109.170.137,443,51236,0,0,0,21,819,111,2
251,59,TCP,157.90.91.72,443,49949,39,39,0,2,820,111,2
253,1,TCP,157.90.91.72,443,49949,0,33,0,2,821,111,2
255,0,TCP,157.90.91.72,443,49949,37,48,0,2,822,111,2
258,27,TCP,163.70.143.60,443,51007,70,72,0,6,823,111,2
261,30,TCP,104.18.1.181,443,50884,35,0,0,5,824,111,2
263,10,TCP,23.109.170.137,443,51236,0,0,0,21,825,111,2
266,0,TCP,23.109.170.137,443,51236,53,0,0,21,826,111,2
267,0,TCP,23.109.170.137,443,51236,0,0,0,21,827,111,2
269,0,TCP,23.109.170.137,443,51236,1,0,0,21,828,111,2
271,29,TCP,35.186.224.39,443,51064,43,0,0,9,829,111,2
272,0,TCP,35.186.224.39,443,51064,0,40,0,9,830,111,2
281,15,TCP,163.70.143.60,443,51007,70,0,0,6,831,111,2
282,0,TCP,163.70.143.60,443,51007,0,72,0,6,832,111,2
291,5,TCP,163.70.143.60,443,51007,0,226,0,6,833,111,2
294,1,TCP,163.70.143.60,443,51007,74,0,0,6,834,111,2
315,0,TCP,23.215.215.147,443,51225,0,0,0,23,835,111,2
325,0,TCP,23.215.215.147,443,51237,573,0,0,24,836,111,2
326,0,TCP,23.215.215.147,443,51237,0,264,0,24,837,111,2
338,0,TCP,52.98.88.242,443,51239,745,99,0,27,838,111,2
341,0,TCP,23.215.215.147,443,51237,80,0,0,24,839,111,2
342,0,TCP,23.215.215.147,443,51237,80,0,0,24,841,113,2
343,0,TCP,23.215.215.147,443,51237,1440,0,0,24,859,114,2
344,0,TCP,23.215.215.147,443,51237,0,271,0,24,860,114,2
346,0,TCP,23.215.215.147,443,51237,0,61,0,24,861,114,2
348,0,TCP,23.215.215.147,443,51237,0,31,0,24,862,114,2
350,0,TCP,23.215.215.147,443,51237,2361,0,0,24,863,114,2
352,0,TCP,23.215.215.147,443,51237,2880,0,0,24,864,114,2
353,0,TCP,23.215.215.147,443,51237,1440,0,0,24,865,114,2
354,0,TCP,23.215.215.147,443,51237,722,0,0,24,866,114,2
355,0,TCP,23.215.215.147,443,51237,31,0,0,24,867,114,2
356,0,TCP,23.215.215.147,443,51238,573,0,0,25,868,114,2
357,0,TCP,23.215.215.147,443,51238,0,264,0,25,869,114,2
364,0,TCP,52.98.88.242,443,51239,816,291,0,27,870,114,2
373,0,TCP,52.98.88.242,443,51239,74,62,0,27,871,114,2
376,0,TCP,52.98.88.242,443,51239,1970,0,0,27,872,114,2
377,0,TCP,23.215.215.147,443,51237,31,0,0,24,873,114,2
378,0,TCP,23.215.215.147,443,51237,1440,0,0,24,874,114,2
379,0,TCP,23.215.215.147,443,51237,1440,0,0,24,875,114,2
380,0,TCP,23.215.215.147,443,51237,788,0,0,24,876,114,2
381,0,TCP,23.215.215.147,443,51238,80,0,0,25,877,114,2
382,0,TCP,23.215.215.147,443,51238,80,0,0,25,878,114,2
383,0,TCP,23.215.215.147,443,51238,0,271,0,25,879,114,2
385,0,TCP,23.215.215.147,443,51238,0,61,0,25,880,114,2
386,0,TCP,23.215.215.147,443,51238,0,31,0,25,939,118,2
389,0,TCP,52.98.88.242,443,51239,31,31,0,27,955,118,2
391,0,TCP,23.215.215.147,443,51237,0,340,0,24,956,118,2
392,0,TCP,23.215.215.147,443,51237,0,31,0,24,957,118,2
394,0,TCP,52.98.88.242,443,51239,0,1001,0,27,958,118,2
395,0,TCP,52.98.88.242,443,51239,0,220,0,27,959,118,2
396,0,TCP,52.98.88.242,443,51239,0,31,0,27,960,118,2
398,0,TCP,23.215.215.147,443,51238,31,0,0,25,961,118,2
399,0,TCP,20.107.96.130,443,51240,327,99,0,28,962,118,2
402,0,TCP,23.215.215.147,443,51237,0,724,0,24,963,118,2
404,0,TCP,23.215.215.147,443,51237,0,1440,0,24,964,118,2
406,0,TCP,23.215.215.147,443,51237,0,108,0,24,965,118,2
412,0,TCP,23.215.215.147,443,51237,1440,0,0,24,968,120,3
413,0,TCP,23.215.215.147,443,51237,1440,0,0,24,972,120,3
414,0,TCP,23.215.215.147,443,51237,1440,0,0,24,973,120,3
415,0,TCP,23.215.215.147,443,51237,1353,0,0,24,982,120,3
416,0,TCP,20.107.96.130,443,51240,398,1440,0,28,988,121,4
418,0,TCP,20.107.96.130,443,51240,0,1440,0,28,990,121,5
420,0,TCP,20.107.96.130,443,51240,0,1440,0,28,1003,121,6
422,0,TCP,20.107.96.130,443,51240,0,1440,0,28,1015,121,7
424,0,TCP,20.107.96.130,443,51240,0,365,0,28,1028,121,7
433,0,TCP,23.215.215.147,443,51237,1440,0,0,24,1029,121,7
434,0,TCP,23.215.215.147,443,51237,1440,0,0,24,1030,121,7
435,0,TCP,23.215.215.147,443,51237,2794,0,0,24,1035,124,7
436,0,TCP,23.215.215.147,443,51237,0,686,0,24,1036,124,7
438,0,TCP,23.215.215.147,443,51237,0,1440,0,24,1038,124,7
440,0,TCP,23.215.215.147,443,51237,0,249,0,24,1043,125,7
442,0,TCP,20.107.96.130,443,51240,74,103,0,28,1044,125,7
444,0,TCP,20.107.96.130,443,51240,0,62,0,28,1045,125,7
447,0,TCP,20.107.96.130,443,51240,393,0,0,28,1046,125,7
448,0,TCP,23.215.215.147,443,51237,0,686,0,24,1054,130,7
450,0,TCP,23.215.215.147,443,51237,0,1440,0,24,1055,130,7
452,0,TCP,23.215.215.147,443,51237,0,466,0,24,1069,139,8
456,0,TCP,20.107.96.130,443,51240,31,425,0,28,1091,140,9
462,0,TCP,20.107.96.130,443,51240,76,132,0,28,1100,140,10
500,0,TCP,204.79.197.222,443,51242,504,0,0,31,1101,140,11
501,0,TCP,204.79.197.222,443,51242,0,150,0,31,1125,140,12
506,0,TCP,204.79.197.222,443,51242,51,0,0,31,1156,140,13
507,0,TCP,204.79.197.222,443,51242,0,69,0,31,1331,140,13
510,0,TCP,204.79.197.222,443,51242,1007,0,0,31,1404,140,13
511,0,TCP,204.79.197.222,443,51242,0,231,0,31,1405,140,13
512,0,TCP,204.79.197.222,443,51242,0,38,0,31,1406,140,13
514,0,TCP,23.215.215.147,443,51237,1440,0,0,24,1407,140,13
517,0,TCP,23.215.215.147,443,51237,1440,0,0,24,1408,140,13
520,0,TCP,23.215.215.147,443,51237,921,0,0,24,1409,140,13
523,0,TCP,23.215.215.147,443,51237,1440,0,0,24,1410,140,13
526,0,TCP,23.215.215.147,443,51237,1440,0,0,24,1411,140,13
527,0,TCP,23.215.215.147,443,51237,2880,0,0,24,1412,140,13
534,0,TCP,23.215.215.147,443,51237,2880,0,0,24,1413,140,13
535,0,TCP,23.215.215.147,443,51237,2880,0,0,24,1414,140,13
536,0,TCP,23.215.215.147,443,51237,1440,0,0,24,1415,140,13
537,0,TCP,23.215.215.147,443,51237,1440,0,0,24,1416,140,13
538,0,TCP,23.215.215.147,443,51237,1957,0,0,24,1417,140,13
539,0,TCP,23.215.215.147,443,51237,1440,0,0,24,1418,140,13
540,0,TCP,23.215.215.147,443,51237,1440,0,0,24,1419,140,13
541,0,TCP,23.215.215.147,443,51237,2880,0,0,24,1420,140,13
542,0,TCP,23.215.215.147,443,51237,1440,0,0,24,1421,140,13
543,0,TCP,23.215.215.147,443,51237,1440,0,0,24,1422,140,13
544,0,TCP,23.215.215.147,443,51237,4320,0,0,24,1423,140,13
545,0,TCP,23.215.215.147,443,51237,2880,0,0,24,1424,140,13
546,0,TCP,23.215.215.147,443,51237,1957,0,0,24,1425,140,13
547,0,TCP,20.42.65.90,443,51241,400,99,0,30,1426,140,13
550,0,TCP,204.79.197.222,443,51242,38,0,0,31,1427,140,13
551,0,TCP,23.215.215.147,443,51237,2880,0,0,24,1428,140,13
552,0,TCP,23.215.215.147,443,51237,1440,0,0,24,1429,140,13
553,0,TCP,23.215.215.147,443,51237,1440,0,0,24,1430,140,13
554,0,TCP,23.215.215.147,443,51237,5760,0,0,24,1431,140,13
555,0,TCP,23.215.215.147,443,51237,4320,0,0,24,1432,140,13
556,0,TCP,23.215.215.147,443,51237,0,35,0,24,1433,140,13
558,0,TCP,23.215.215.147,443,51237,0,35,0,24,1434,140,13
560,0,TCP,23.215.215.147,443,51237,4228,0,0,24,1435,140,13
561,0,TCP,23.215.215.147,443,51237,0,341,0,24,1436,140,13
563,0,TCP,23.215.215.147,443,51237,0,31,0,24,1437,140,13
565,0,TCP,20.42.65.90,443,51241,471,1440,0,30,1438,140,13
567,0,TCP,20.42.65.90,443,51241,0,1440,0,30,1439,140,13
569,0,TCP,20.42.65.90,443,51241,0,1440,0,30,1440,140,13
571,0,TCP,20.42.65.90,443,51241,0,1440,0,30,1441,140,13
573,0,TCP,20.42.65.90,443,51241,0,570,0,30,1442,140,13
581,0,TCP,20.42.65.90,443,51241,74,103,0,30,1443,140,13
582,0,TCP,20.42.65.90,443,51241,0,62,0,30,1444,140,13
585,0,TCP,20.42.65.90,443,51241,1945,0,0,30,1445,140,13
586,0,TCP,20.42.65.90,443,51241,696,0,0,30,1446,140,13
587,0,TCP,20.42.65.90,443,51241,31,0,0,30,1447,140,13
588,0,TCP,20.42.65.90,443,51241,31,314,0,30,1448,140,13
598,0,TCP,23.48.244.72,443,51243,295,0,0,32,1449,140,13
599,0,TCP,23.48.244.72,443,51243,0,1440,0,32,1450,140,13
601,0,TCP,23.48.244.72,443,51243,0,1440,0,32,1451,140,13
603,0,TCP,23.48.244.72,443,51243,0,1216,0,32,1452,140,13
605,0,TCP,23.48.244.72,443,51243,0,1440,0,32,1453,140,13
607,0,TCP,23.48.244.72,443,51243,0,451,0,32,1454,140,13
612,0,TCP,23.48.244.72,443,51243,80,0,0,32,1455,140,13
613,0,TCP,23.48.244.72,443,51243,0,287,0,32,1456,140,13
615,0,TCP,23.48.244.72,443,51243,0,287,0,32,1457,140,13
617,0,TCP,23.48.244.72,443,51243,80,0,0,32,1458,140,13
618,0,TCP,23.48.244.72,443,51243,300,0,0,32,1459,140,13
619,0,TCP,23.48.244.72,443,51243,0,61,0,32,1460,140,13
620,0,TCP,23.48.244.72,443,51243,0,31,0,32,1461,140,13
621,0,TCP,23.48.244.72,443,51243,0,209,0,32,1462,140,13
622,0,TCP,23.48.244.72,443,51243,0,74,0,32,1463,140,13
626,0,TCP,23.48.244.72,443,51243,31,0,0,32,1464,140,13
627,0,TCP,23.48.244.72,443,51243,78,0,0,32,1465,140,13
628,0,TCP,23.48.244.72,443,51243,0,209,0,32,1473,141,14
629,0,TCP,23.48.244.72,443,51243,0,74,0,32,1476,141,15
638,0,TCP,117.18.232.200,443,51244,301,0,0,33,1490,141,16
639,0,TCP,117.18.232.200,443,51244,0,99,0,33,1501,141,17
642,0,TCP,117.18.232.200,443,51244,340,1440,0,33,1511,141,18
644,0,TCP,117.18.232.200,443,51244,0,1440,0,33,1521,141,19
646,0,TCP,117.18.232.200,443,51244,0,1216,0,33,1531,141,20
648,0,TCP,117.18.232.200,443,51244,0,1440,0,33,1541,141,21
650,0,TCP,117.18.232.200,443,51244,0,1440,0,33,1579,141,21
652,0,TCP,117.18.232.200,443,51244,0,417,0,33,1580,141,21
658,0,TCP,117.18.232.200,443,51244,74,255,0,33,1581,141,21
660,0,TCP,117.18.232.200,443,51244,0,255,0,33,1582,141,21
662,0,TCP,117.18.232.200,443,51244,0,96,0,33,1583,141,21
665,0,TCP,117.18.232.200,443,51244,385,0,0,33,1584,141,21
666,0,TCP,117.18.232.200,443,51244,0,31,0,33,1585,141,21
668,0,TCP,117.18.232.200,443,51244,0,696,0,33,1586,141,21
671,0,TCP,117.18.232.200,443,51244,108,0,0,33,1587,141,21
672,0,TCP,117.18.232.200,443,51244,0,217,0,33,1588,141,21
680,0,TCP,13.107.246.254,443,51245,291,0,0,34,1589,141,21
681,0,TCP,13.107.246.254,443,51245,0,1410,0,34,1590,141,21
683,0,TCP,13.107.246.254,443,51245,0,1410,0,34,1591,141,21
685,0,TCP,13.107.246.254,443,51245,0,1276,0,34,1592,141,21
687,0,TCP,13.107.246.254,443,51245,0,1410,0,34,1593,141,21
689,0,TCP,13.107.246.254,443,51245,0,1410,0,34,1594,141,21
691,0,TCP,13.107.246.254,443,51245,0,193,0,34,1595,141,21
695,0,TCP,13.107.246.254,443,51245,213,0,0,34,1596,141,21
696,0,TCP,13.107.246.254,443,51245,0,51,0,34,1597,141,21
699,0,TCP,13.107.246.254,443,51245,0,78,0,34,1598,141,21
702,0,TCP,13.107.246.254,443,51245,343,0,0,34,1599,141,21
703,0,TCP,13.107.246.254,443,51245,0,264,0,34,1600,141,21
706,0,TCP,13.107.246.254,443,51245,82,264,0,34,1601,141,21
709,3,TCP,204.79.197.222,443,51242,663,0,0,31,1602,141,21
710,0,TCP,204.79.197.222,443,51242,0,153,0,31,1603,141,21
711,0,TCP,204.79.197.222,443,51242,0,38,0,31,1604,141,21
714,30,TCP,104.18.1.181,443,50884,35,0,0,5,1605,141,21
720,3,TCP,23.215.215.147,443,51237,1440,0,0,24,1606,141,21
721,0,TCP,23.215.215.147,443,51237,1440,0,0,24,1607,141,21
722,0,TCP,23.215.215.147,443,51237,815,0,0,24,1608,141,21
723,0,TCP,23.215.215.147,443,51237,990,0,0,24,1609,141,21
724,0,TCP,23.215.215.147,443,51237,31,0,0,24,1610,141,21
725,0,TCP,23.215.215.147,443,51237,0,340,0,24,1611,141,21
727,0,TCP,23.215.215.147,443,51237,0,31,0,24,1612,141,21
735,0,TCP,136.144.57.121,443,51246,296,0,0,35,1613,141,21
736,0,TCP,136.144.57.121,443,51246,0,1440,0,35,1614,141,21
737,0,TCP,136.144.57.121,443,51246,0,1440,0,35,1615,141,21
739,0,TCP,136.144.57.121,443,51246,0,1216,0,35,1616,141,21
740,0,TCP,136.144.57.121,443,51246,0,805,0,35,1617,141,21
745,0,TCP,136.144.57.121,443,51246,80,87,0,35,1618,141,21
746,0,TCP,136.144.57.121,443,51246,0,87,0,35,1619,141,21
747,0,TCP,136.144.57.121,443,51246,0,62,0,35,1620,141,21
750,0,TCP,136.144.57.121,443,51246,208,0,0,35,1621,141,21
751,0,TCP,136.144.57.121,443,51246,0,274,0,35,1622,141,21
752,0,TCP,136.144.57.121,443,51246,0,467,0,35,1623,141,21
755,0,TCP,136.144.57.121,443,51246,32,0,0,35,1624,141,21
762,29,TCP,35.186.224.39,443,51064,43,0,0,9,1625,141,21
763,0,TCP,35.186.224.39,443,51064,0,40,0,9,1626,141,21
770,21,TCP,163.70.143.60,443,51007,70,0,0,6,1627,141,21
771,0,TCP,163.70.143.60,443,51007,0,72,0,6,1628,141,21
777,0,TCP,192.168.77.1,1900,51247,145,0,0,38,1629,141,21
778,0,TCP,192.168.77.1,1900,51247,0,261,0,38,1630,141,21
779,0,TCP,192.168.77.1,1900,51247,0,1460,0,38,1631,141,21
781,0,TCP,192.168.77.1,1900,51247,0,1460,0,38,1632,141,21
782,0,TCP,192.168.77.1,1900,51247,0,463,0,38,1633,141,21
786,0,TCP,192.168.77.1,1900,51247,1,0,0,38,1634,141,21
790,0,TCP,192.168.77.1,1900,51248,592,0,0,39,1635,141,21
791,0,TCP,192.168.77.1,1900,51248,0,218,0,39,1636,141,21
792,0,TCP,192.168.77.1,1900,51248,0,416,0,39,1637,141,21
796,0,TCP,192.168.77.1,1900,51248,1,0,0,39,1638,141,21
800,0,TCP,192.168.77.1,1900,51249,613,0,0,40,1639,141,21
801,0,TCP,192.168.77.1,1900,51249,0,218,0,40,1640,141,21
802,0,TCP,192.168.77.1,1900,51249,0,343,0,40,1641,141,21
806,0,TCP,192.168.77.1,1900,51249,1,0,0,40,1642,141,21
810,0,TCP,192.168.77.1,1900,51250,917,0,0,41,1643,141,21
811,0,TCP,192.168.77.1,1900,51250,0,218,0,41,1644,141,21
812,0,TCP,192.168.77.1,1900,51250,0,268,0,41,1645,141,21
815,0,TCP,192.168.77.1,1900,51250,1,0,0,41,1646,141,21
845,0,TCP,23.109.170.137,443,51251,855,0,0,42,1647,141,21
846,0,TCP,23.109.170.137,443,51251,0,387,0,42,1650,142,21
849,0,TCP,23.109.170.137,443,51251,592,0,0,42,1651,142,21
850,0,TCP,23.109.170.137,443,51251,0,1440,0,42,1652,142,21
851,0,TCP,23.109.170.137,443,51251,0,229,0,42,1653,142,21
853,19,TCP,23.215.215.147,443,51238,0,24,0,25,1654,142,21
855,0,TCP,23.215.215.147,443,51238,0,0,0,25,1655,142,21
885,0,TCP,192.168.77.1,1900,51252,145,0,0,43,1656,142,21
886,0,TCP,192.168.77.1,1900,51252,0,261,0,43,1657,142,21
887,0,TCP,192.168.77.1,1900,51252,0,1460,0,43,1658,142,21
889,0,TCP,192.168.77.1,1900,51252,0,1460,0,43,1659,142,21
890,0,TCP,192.168.77.1,1900,51252,0,463,0,43,1660,142,21
894,0,TCP,192.168.77.1,1900,51252,1,0,0,43,1661,142,21
898,0,TCP,192.168.77.1,1900,51253,592,0,0,44,1662,142,21
899,0,TCP,192.168.77.1,1900,51253,0,218,0,44,1663,142,21
900,0,TCP,192.168.77.1,1900,51253,0,416,0,44,1664,142,21
904,0,TCP,192.168.77.1,1900,51253,1,0,0,44,1665,142,21
908,0,TCP,192.168.77.1,1900,51254,613,0,0,45,1666,142,21
909,0,TCP,192.168.77.1,1900,51254,0,218,0,45,1667,142,21
910,0,TCP,192.168.77.1,1900,51254,0,343,0,45,1668,142,21
914,0,TCP,192.168.77.1,1900,51254,1,0,0,45,1669,142,21
918,0,TCP,192.168.77.1,1900,51255,917,0,0,46,1670,142,21
919,0,TCP,192.168.77.1,1900,51255,0,218,0,46,1671,142,21
920,0,TCP,192.168.77.1,1900,51255,0,268,0,46,1672,142,21
924,0,TCP,192.168.77.1,1900,51255,1,0,0,46,1673,142,21
928,0,TCP,192.168.77.1,1900,51256,917,0,0,47,1674,142,21
929,0,TCP,192.168.77.1,1900,51256,0,218,0,47,1675,142,21
930,0,TCP,192.168.77.1,1900,51256,0,268,0,47,1676,142,21
934,0,TCP,192.168.77.1,1900,51256,1,0,0,47,1677,142,21
938,0,TCP,192.168.77.1,1900,51257,917,0,0,48,1678,142,21
940,0,TCP,192.168.77.1,1900,51257,0,218,0,48,1679,142,21
941,0,TCP,192.168.77.1,1900,51257,0,268,0,48,1680,142,21
945,0,TCP,192.168.77.1,1900,51257,1,0,0,48,1681,142,21
949,0,TCP,192.168.77.1,1900,51258,917,0,0,49,1682,142,21
950,0,TCP,192.168.77.1,1900,51258,0,218,0,49,1683,142,21
951,0,TCP,192.168.77.1,1900,51258,0,268,0,49,1684,142,21
954,0,TCP,192.168.77.1,1900,51258,1,0,0,49,1685,142,21
968,0,TCP,192.168.77.101,58168,80,1,0,0,50,1686,142,21
969,0,TCP,192.168.77.101,58168,80,0,402,0,50,1687,142,21
971,0,TCP,192.168.77.101,58168,80,298,0,0,50,1688,142,21
974,0,TCP,192.168.77.101,58168,80,0,411,0,50,1689,142,21
976,0,TCP,192.168.77.101,58168,80,636,0,0,50,1690,142,21
978,0,TCP,192.168.77.101,58168,80,0,412,0,50,1708,145,21
981,0,TCP,192.168.77.101,58168,80,841,0,0,50,1709,145,21
988,0,TCP,192.168.77.101,58180,443,1,0,0,51,1726,153,22
989,0,TCP,192.168.77.101,58180,443,0,517,0,51,1739,159,22
990,0,TCP,192.168.77.101,58181,443,1,0,0,52,1740,159,22
991,0,TCP,192.168.77.101,58181,443,0,517,0,52,1746,162,22
994,0,TCP,192.168.77.101,58180,443,862,0,0,51,1748,162,22
995,0,TCP,192.168.77.101,58180,443,0,0,0,51,1750,162,22
1001,0,TCP,192.168.77.101,58181,443,862,0,0,52,1765,162,22
1002,0,TCP,192.168.77.101,58180,443,1,0,0,51,1772,162,22
1003,0,TCP,192.168.77.101,58182,443,1,0,0,53,1775,162,22
1004,0,TCP,192.168.77.101,58182,443,0,517,0,53,1776,162,22
1006,0,TCP,192.168.77.101,58181,443,0,0,0,52,1777,162,22
1011,0,TCP,192.168.77.101,58182,443,862,0,0,53,1779,163,22
1012,0,TCP,192.168.77.101,58182,443,0,0,0,53,1780,163,22
1015,0,TCP,192.168.77.101,58183,443,1,0,0,54,1781,163,22
1016,0,TCP,192.168.77.101,58183,443,0,517,0,54,1782,163,22
1017,0,TCP,192.168.77.101,58181,443,1,0,0,52,1783,163,22
1018,0,TCP,192.168.77.101,58182,443,1,0,0,53,1784,163,22
1020,0,TCP,192.168.77.101,58183,443,862,0,0,54,1785,163,22
1021,0,TCP,192.168.77.101,58183,443,0,0,0,54,1786,163,22
1026,0,TCP,192.168.77.101,58183,443,1,0,0,54,1787,163,22
1027,0,TCP,192.168.77.101,58185,443,0,0,0,55,1788,163,22
1032,58,TCP,157.90.91.72,443,49949,39,39,0,2,1801,163,22
1037,10,TCP,23.109.170.137,443,51251,0,0,0,42,1802,163,22
1040,4,TCP,192.168.77.101,58168,80,1,0,0,50,1803,163,22
1041,0,TCP,192.168.77.101,58168,80,0,0,0,50,1804,163,22
1049,30,TCP,104.18.1.181,443,50884,35,0,0,5,1834,165,22
1051,19,TCP,163.70.143.60,443,51007,70,0,0,6,1835,165,22
1052,0,TCP,163.70.143.60,443,51007,0,72,0,6,1838,170,23
1057,10,TCP,23.109.170.137,443,51251,0,0,0,42,1855,173,23
1060,0,TCP,23.109.170.137,443,51251,53,0,0,42,1856,173,23
1061,0,TCP,23.109.170.137,443,51251,1,0,0,42,1858,175,23
1064,29,TCP,35.186.224.39,443,51064,43,0,0,9,1859,175,23
1065,0,TCP,35.186.224.39,443,51064,0,40,0,9,1884,181,24
1069,0,TCP,192.168.77.101,58219,80,1,0,0,56,1896,181,24
1070,0,TCP,192.168.77.101,58219,80,0,418,0,56,1897,181,24
1072,0,TCP,192.168.77.101,58219,80,647,0,0,56,1898,181,24
1073,0,TCP,192.168.77.101,58219,80,0,419,0,56,1899,181,24
1080,0,TCP,192.168.77.101,58219,80,1448,0,0,56,1900,181,24
1081,0,TCP,192.168.77.101,58219,80,4344,0,0,56,1901,181,24
1082,0,TCP,192.168.77.101,58219,80,1421,0,0,56,1902,181,24
1083,0,TCP,192.168.77.101,58219,80,0,462,0,56,1903,181,24
1091,0,TCP,192.168.77.101,58220,80,1,0,0,57,1904,181,24
1092,0,TCP,192.168.77.101,58220,80,0,477,0,57,1932,198,24
1100,0,TCP,192.168.77.101,58221,80,1,0,0,58,1933,198,24
1101,0,TCP,192.168.77.101,58222,80,1,0,0,59,2215,226,24
1102,0,TCP,192.168.77.101,58221,80,0,457,0,58,2216,226,24
1103,0,TCP,192.168.77.101,58222,80,0,462,0,59,2414,229,24
1104,0,TCP,192.168.77.101,58219,80,2896,0,0,56,2415,229,24
1106,0,TCP,192.168.77.101,58219,80,4344,0,0,56,2515,230,24
1119,0,TCP,192.168.77.101,58219,80,0,0,0,56,2516,230,24
1120,0,TCP,192.168.77.101,58219,80,2661,0,0,56,2517,230,24
