Packet Number,Time_interval,Layer,src_ip,scr_port,dst_port,ack_no,tcp_length,sql,stream,Time(seconds),socket_count,Label
24320,0,UDP,104.21.95.176,,,,1208,0,,,,N
24321,0,UDP,104.21.95.176,,,,1208,0,,,,N
24322,0,UDP,192.168.77.106,,,,54,0,,,,N
24323,0,UDP,192.168.77.106,,,,54,0,,,,N
24324,0,UDP,192.168.77.106,,,,54,0,,,,N
24325,0,UDP,104.21.95.176,,,,1208,0,,,,N
24326,0,UDP,104.21.95.176,,,,1208,0,,,,N
24327,0,UDP,192.168.77.106,,,,54,0,,,,N
24328,0,UDP,192.168.77.106,,,,54,0,,,,N
24329,0,UDP,192.168.77.106,,,,54,0,,,,N
24330,0,UDP,104.21.95.176,,,,1208,0,,,,N
24331,0,UDP,104.21.95.176,,,,248,0,,,,N
24332,0,UDP,192.168.77.106,,,,54,0,,,,N
24333,0,UDP,192.168.77.106,,,,54,0,,,,N
24334,0,UDP,192.168.77.106,,,,54,0,,,,N
24335,0,UDP,104.21.95.176,,,,1208,0,,,,N
24336,0,UDP,104.21.95.176,,,,1208,0,,,,N
24337,0,UDP,192.168.77.106,,,,54,0,,,,N
24338,0,UDP,192.168.77.106,,,,54,0,,,,N
24339,0,UDP,192.168.77.106,,,,54,0,,,,N
24340,0,UDP,104.21.95.176,,,,1208,0,,,,N
24341,0,UDP,104.21.95.176,,,,968,0,,,,N
24342,0,UDP,192.168.77.106,,,,54,0,,,,N
24343,0,UDP,192.168.77.106,,,,54,0,,,,N
24344,0,UDP,192.168.77.106,,,,54,0,,,,N
24345,0,UDP,104.21.95.176,,,,1208,0,,,,N
24346,0,UDP,104.21.95.176,,,,248,0,,,,N
24347,0,UDP,192.168.77.106,,,,54,0,,,,N
24348,0,UDP,192.168.77.106,,,,54,0,,,,N
24349,0,UDP,192.168.77.106,,,,54,0,,,,N
24350,0,UDP,104.21.95.176,,,,1208,0,,,,N
24351,0,UDP,104.21.95.176,,,,1208,0,,,,N
24352,0,UDP,192.168.77.106,,,,54,0,,,,N
24353,0,UDP,192.168.77.106,,,,54,0,,,,N
24354,0,UDP,192.168.77.106,,,,54,0,,,,N
24355,0,UDP,104.21.95.176,,,,1208,0,,,,N
24356,0,UDP,104.21.95.176,,,,1208,0,,,,N
24357,0,UDP,104.21.95.176,,,,1208,0,,,,N
24358,0,UDP,192.168.77.106,,,,54,0,,,,N
24359,0,UDP,192.168.77.106,,,,54,0,,,,N
24360,0,UDP,192.168.77.106,,,,54,0,,,,N
24361,0,UDP,104.21.95.176,,,,1208,0,,,,N
24362,0,UDP,192.168.77.106,,,,54,0,,,,N
24363,0,UDP,192.168.77.106,,,,54,0,,,,N
24364,0,UDP,192.168.77.106,,,,54,0,,,,N
24365,0,UDP,104.21.95.176,,,,1208,0,,,,N
24366,0,UDP,104.21.95.176,,,,1208,0,,,,N
24367,0,UDP,192.168.77.106,,,,54,0,,,,N
24368,0,UDP,192.168.77.106,,,,54,0,,,,N
24369,0,UDP,192.168.77.106,,,,54,0,,,,N
24370,0,UDP,104.21.95.176,,,,1208,0,,,,N
24371,0,UDP,104.21.95.176,,,,1208,0,,,,N
24372,0,UDP,192.168.77.106,,,,54,0,,,,N
24373,0,UDP,192.168.77.106,,,,54,0,,,,N
24374,0,UDP,192.168.77.106,,,,54,0,,,,N
24375,0,UDP,104.21.95.176,,,,1208,0,,,,N
24376,0,UDP,104.21.95.176,,,,248,0,,,,N
24377,0,UDP,192.168.77.106,,,,54,0,,,,N
24378,0,UDP,192.168.77.106,,,,54,0,,,,N
24379,0,UDP,192.168.77.106,,,,54,0,,,,N
24380,0,UDP,104.21.95.176,,,,1208,0,,,,N
24381,0,UDP,104.21.95.176,,,,1208,0,,,,N
24382,0,UDP,192.168.77.106,,,,54,0,,,,N
24383,0,UDP,192.168.77.106,,,,54,0,,,,N
24384,0,UDP,104.21.95.176,,,,1208,0,,,,N
24385,0,UDP,192.168.77.106,,,,54,0,,,,N
24386,0,UDP,104.21.95.176,,,,1208,0,,,,N
24387,0,UDP,192.168.77.106,,,,54,0,,,,N
24388,0,UDP,192.168.77.106,,,,54,0,,,,N
24389,0,UDP,192.168.77.106,,,,54,0,,,,N
24390,0,UDP,104.21.95.176,,,,1208,0,,,,N
24391,0,UDP,104.21.95.176,,,,1208,0,,,,N
24392,0,UDP,192.168.77.106,,,,54,0,,,,N
24393,0,UDP,192.168.77.106,,,,54,0,,,,N
24394,0,UDP,192.168.77.106,,,,54,0,,,,N
24395,0,UDP,104.21.95.176,,,,1208,0,,,,N
24396,0,UDP,192.168.77.106,,,,55,0,,,,N
24397,0,UDP,192.168.77.106,,,,55,0,,,,N
24398,0,UDP,192.168.77.106,,,,55,0,,,,N
24399,0,UDP,104.21.95.176,,,,1208,0,,,,N
24400,0,UDP,104.21.95.176,,,,1208,0,,,,N
24401,0,UDP,192.168.77.106,,,,55,0,,,,N
24402,0,UDP,192.168.77.106,,,,55,0,,,,N
24403,0,UDP,192.168.77.106,,,,55,0,,,,N
24404,0,UDP,104.21.95.176,,,,1208,0,,,,N
24405,0,UDP,104.21.95.176,,,,1208,0,,,,N
24406,0,UDP,192.168.77.106,,,,54,0,,,,N
24407,0,UDP,192.168.77.106,,,,54,0,,,,N
24408,0,UDP,192.168.77.106,,,,54,0,,,,N
24409,0,UDP,104.21.95.176,,,,1208,0,,,,N
24410,0,UDP,104.21.95.176,,,,1208,0,,,,N
24411,0,UDP,192.168.77.106,,,,54,0,,,,N
24412,0,UDP,192.168.77.106,,,,54,0,,,,N
24413,0,UDP,192.168.77.106,,,,54,0,,,,N
24414,0,UDP,104.21.95.176,,,,1208,0,,,,N
24415,0,UDP,104.21.95.176,,,,1208,0,,,,N
24416,0,UDP,192.168.77.106,,,,54,0,,,,N
24417,0,UDP,192.168.77.106,,,,54,0,,,,N
24418,0,UDP,192.168.77.106,,,,54,0,,,,N
24419,0,UDP,104.21.95.176,,,,1208,0,,,,N
24420,0,UDP,104.21.95.176,,,,1208,0,,,,N
24421,0,UDP,192.168.77.106,,,,54,0,,,,N
24422,0,UDP,192.168.77.106,,,,54,0,,,,N
24423,0,UDP,192.168.77.106,,,,54,0,,,,N
24424,0,UDP,104.21.95.176,,,,1208,0,,,,N
24425,0,UDP,104.21.95.176,,,,1208,0,,,,N
24426,0,UDP,192.168.77.106,,,,54,0,,,,N
24427,0,UDP,192.168.77.106,,,,54,0,,,,N
24428,0,UDP,192.168.77.106,,,,54,0,,,,N
24429,0,UDP,104.21.95.176,,,,1208,0,,,,N
24430,0,UDP,104.21.95.176,,,,1208,0,,,,N
24431,0,UDP,192.168.77.106,,,,54,0,,,,N
24432,0,UDP,192.168.77.106,,,,54,0,,,,N
24433,0,UDP,192.168.77.106,,,,54,0,,,,N
24434,0,UDP,104.21.95.176,,,,1208,0,,,,N
24435,0,UDP,104.21.95.176,,,,1208,0,,,,N
24436,0,UDP,192.168.77.106,,,,54,0,,,,N
24437,0,UDP,192.168.77.106,,,,54,0,,,,N
24438,0,UDP,192.168.77.106,,,,54,0,,,,N
24439,0,UDP,104.21.95.176,,,,1208,0,,,,N
24440,0,UDP,104.21.95.176,,,,1208,0,,,,N
24441,0,UDP,192.168.77.106,,,,54,0,,,,N
24442,0,UDP,192.168.77.106,,,,54,0,,,,N
24443,0,UDP,192.168.77.106,,,,54,0,,,,N
24444,0,UDP,104.21.95.176,,,,1208,0,,,,N
24445,0,UDP,104.21.95.176,,,,1208,0,,,,N
24446,0,UDP,192.168.77.106,,,,54,0,,,,N
24447,0,UDP,192.168.77.106,,,,54,0,,,,N
24448,0,UDP,192.168.77.106,,,,54,0,,,,N
24449,0,UDP,104.21.95.176,,,,1208,0,,,,N
24450,0,UDP,104.21.95.176,,,,1208,0,,,,N
24451,0,UDP,192.168.77.106,,,,55,0,,,,N
24452,0,UDP,192.168.77.106,,,,55,0,,,,N
24453,0,UDP,192.168.77.106,,,,55,0,,,,N
24454,0,UDP,104.21.95.176,,,,1208,0,,,,N
24455,0,UDP,104.21.95.176,,,,1208,0,,,,N
24456,0,UDP,192.168.77.106,,,,55,0,,,,N
24457,0,UDP,192.168.77.106,,,,55,0,,,,N
24458,0,UDP,192.168.77.106,,,,55,0,,,,N
24459,0,UDP,104.21.95.176,,,,1208,0,,,,N
24460,0,UDP,104.21.95.176,,,,1208,0,,,,N
24461,0,UDP,192.168.77.106,,,,53,0,,,,N
24462,0,UDP,192.168.77.106,,,,53,0,,,,N
24463,0,UDP,192.168.77.106,,,,53,0,,,,N
24464,0,UDP,104.21.95.176,,,,1208,0,,,,N
24465,0,UDP,104.21.95.176,,,,1208,0,,,,N
24466,0,UDP,192.168.77.106,,,,53,0,,,,N
24467,0,UDP,192.168.77.106,,,,53,0,,,,N
24468,0,UDP,192.168.77.106,,,,53,0,,,,N
24469,0,UDP,104.21.95.176,,,,1208,0,,,,N
24470,0,UDP,104.21.95.176,,,,1208,0,,,,N
24471,0,UDP,192.168.77.106,,,,53,0,,,,N
24472,0,UDP,192.168.77.106,,,,53,0,,,,N
24473,0,UDP,192.168.77.106,,,,53,0,,,,N
24474,0,UDP,104.21.95.176,,,,1208,0,,,,N
24475,0,UDP,104.21.95.176,,,,1208,0,,,,N
24476,0,UDP,192.168.77.106,,,,53,0,,,,N
24477,0,UDP,192.168.77.106,,,,53,0,,,,N
24478,0,UDP,192.168.77.106,,,,53,0,,,,N
24479,0,UDP,104.21.95.176,,,,1208,0,,,,N
24480,0,UDP,104.21.95.176,,,,1208,0,,,,N
24481,0,UDP,192.168.77.106,,,,53,0,,,,N
24482,0,UDP,192.168.77.106,,,,53,0,,,,N
24483,0,UDP,192.168.77.106,,,,53,0,,,,N
24484,0,UDP,104.21.95.176,,,,1208,0,,,,N
24485,0,UDP,104.21.95.176,,,,1208,0,,,,N
24486,0,UDP,192.168.77.106,,,,53,0,,,,N
24487,0,UDP,192.168.77.106,,,,53,0,,,,N
24488,0,UDP,192.168.77.106,,,,53,0,,,,N
24489,0,UDP,104.21.95.176,,,,1208,0,,,,N
24490,0,UDP,192.168.77.106,,,,55,0,,,,N
24491,0,UDP,192.168.77.106,,,,55,0,,,,N
24492,0,UDP,192.168.77.106,,,,55,0,,,,N
24493,0,UDP,104.21.95.176,,,,1208,0,,,,N
24494,0,UDP,104.21.95.176,,,,1208,0,,,,N
24495,0,UDP,192.168.77.106,,,,55,0,,,,N
24496,0,UDP,192.168.77.106,,,,55,0,,,,N
24497,0,UDP,192.168.77.106,,,,55,0,,,,N
24498,0,UDP,104.21.95.176,,,,1208,0,,,,N
24499,0,UDP,104.21.95.176,,,,1208,0,,,,N
24500,0,UDP,192.168.77.106,,,,55,0,,,,N
24501,0,UDP,192.168.77.106,,,,55,0,,,,N
24502,0,UDP,192.168.77.106,,,,55,0,,,,N
24503,0,UDP,104.21.95.176,,,,1208,0,,,,N
24504,0,UDP,104.21.95.176,,,,1208,0,,,,N
24505,0,UDP,192.168.77.106,,,,55,0,,,,N
24506,0,UDP,192.168.77.106,,,,55,0,,,,N
24507,0,UDP,192.168.77.106,,,,55,0,,,,N
24508,0,UDP,104.21.95.176,,,,1208,0,,,,N
24509,0,UDP,104.21.95.176,,,,1208,0,,,,N
24510,0,UDP,192.168.77.106,,,,55,0,,,,N
24511,0,UDP,192.168.77.106,,,,55,0,,,,N
24512,0,UDP,192.168.77.106,,,,55,0,,,,N
24513,0,UDP,104.21.95.176,,,,1208,0,,,,N
24514,0,UDP,192.168.77.106,,,,56,0,,,,N
24515,0,UDP,192.168.77.106,,,,56,0,,,,N
24516,0,UDP,192.168.77.106,,,,56,0,,,,N
24517,0,UDP,104.21.95.176,,,,1208,0,,,,N
24518,0,UDP,104.21.95.176,,,,1208,0,,,,N
24519,0,UDP,192.168.77.106,,,,55,0,,,,N
24520,0,UDP,192.168.77.106,,,,55,0,,,,N
24521,0,UDP,192.168.77.106,,,,55,0,,,,N
24522,0,UDP,104.21.95.176,,,,1208,0,,,,N
24523,0,UDP,104.21.95.176,,,,1208,0,,,,N
24524,0,UDP,192.168.77.106,,,,55,0,,,,N
24525,0,UDP,192.168.77.106,,,,55,0,,,,N
24526,0,UDP,192.168.77.106,,,,55,0,,,,N
24527,0,UDP,104.21.95.176,,,,1208,0,,,,N
24528,0,UDP,104.21.95.176,,,,1208,0,,,,N
24529,0,UDP,192.168.77.106,,,,55,0,,,,N
24530,0,UDP,192.168.77.106,,,,55,0,,,,N
24531,0,UDP,192.168.77.106,,,,55,0,,,,N
24532,0,UDP,104.21.95.176,,,,1208,0,,,,N
24533,0,UDP,104.21.95.176,,,,1208,0,,,,N
24534,0,UDP,192.168.77.106,,,,55,0,,,,N
24535,0,UDP,192.168.77.106,,,,55,0,,,,N
24536,0,UDP,192.168.77.106,,,,55,0,,,,N
24537,0,UDP,104.21.95.176,,,,1208,0,,,,N
24538,0,UDP,104.21.95.176,,,,1208,0,,,,N
24539,0,UDP,192.168.77.106,,,,55,0,,,,N
24540,0,UDP,192.168.77.106,,,,55,0,,,,N
24541,0,UDP,192.168.77.106,,,,55,0,,,,N
24542,0,UDP,104.21.95.176,,,,1208,0,,,,N
24543,0,UDP,104.21.95.176,,,,1208,0,,,,N
24544,0,UDP,192.168.77.106,,,,55,0,,,,N
24545,0,UDP,192.168.77.106,,,,55,0,,,,N
24546,0,UDP,192.168.77.106,,,,55,0,,,,N
24547,0,UDP,104.21.95.176,,,,1208,0,,,,N
24548,0,UDP,104.21.95.176,,,,1208,0,,,,N
24549,0,UDP,192.168.77.106,,,,55,0,,,,N
24550,0,UDP,192.168.77.106,,,,55,0,,,,N
24551,0,UDP,192.168.77.106,,,,55,0,,,,N
24552,0,UDP,104.21.95.176,,,,1208,0,,,,N
24553,0,UDP,104.21.95.176,,,,1208,0,,,,N
24554,0,UDP,104.21.95.176,,,,39,0,,,,N
24555,0,UDP,104.21.95.176,,,,1146,0,,,,N
24556,0,UDP,192.168.77.106,,,,55,0,,,,N
24557,0,UDP,192.168.77.106,,,,55,0,,,,N
24558,0,UDP,192.168.77.106,,,,55,0,,,,N
24559,0,UDP,104.21.95.176,,,,1208,0,,,,N
24560,0,UDP,192.168.77.106,,,,55,0,,,,N
24561,0,UDP,192.168.77.106,,,,55,0,,,,N
24562,0,UDP,192.168.77.106,,,,55,0,,,,N
24563,0,UDP,104.21.95.176,,,,1208,0,,,,N
24564,0,UDP,104.21.95.176,,,,1208,0,,,,N
24565,0,UDP,192.168.77.106,,,,55,0,,,,N
24566,0,UDP,192.168.77.106,,,,55,0,,,,N
24567,0,UDP,192.168.77.106,,,,55,0,,,,N
24568,0,UDP,104.21.95.176,,,,1208,0,,,,N
24569,0,UDP,104.21.95.176,,,,1208,0,,,,N
24570,0,UDP,192.168.77.106,,,,55,0,,,,N
24571,0,UDP,192.168.77.106,,,,55,0,,,,N
24572,0,UDP,192.168.77.106,,,,55,0,,,,N
24573,0,UDP,104.21.95.176,,,,1208,0,,,,N
24574,0,UDP,104.21.95.176,,,,1208,0,,,,N
24575,0,UDP,192.168.77.106,,,,55,0,,,,N
24576,0,UDP,192.168.77.106,,,,55,0,,,,N
24577,0,UDP,192.168.77.106,,,,55,0,,,,N
24578,0,UDP,104.21.95.176,,,,1208,0,,,,N
24579,0,UDP,104.21.95.176,,,,1208,0,,,,N
24580,0,UDP,192.168.77.106,,,,55,0,,,,N
24581,0,UDP,192.168.77.106,,,,55,0,,,,N
24582,0,UDP,192.168.77.106,,,,55,0,,,,N
24583,0,UDP,104.21.95.176,,,,1208,0,,,,N
24584,0,UDP,104.21.95.176,,,,1208,0,,,,N
24585,0,UDP,192.168.77.106,,,,55,0,,,,N
24586,0,UDP,192.168.77.106,,,,55,0,,,,N
24587,0,UDP,192.168.77.106,,,,55,0,,,,N
24588,0,UDP,104.21.95.176,,,,1208,0,,,,N
24589,0,UDP,104.21.95.176,,,,1208,0,,,,N
24590,0,UDP,192.168.77.106,,,,55,0,,,,N
24591,0,UDP,192.168.77.106,,,,55,0,,,,N
24592,0,UDP,192.168.77.106,,,,55,0,,,,N
24593,0,UDP,104.21.95.176,,,,1208,0,,,,N
24594,0,UDP,104.21.95.176,,,,1208,0,,,,N
24595,0,UDP,192.168.77.106,,,,55,0,,,,N
24596,0,UDP,192.168.77.106,,,,55,0,,,,N
24597,0,UDP,192.168.77.106,,,,55,0,,,,N
24598,0,UDP,104.21.95.176,,,,1208,0,,,,N
24599,0,UDP,104.21.95.176,,,,1208,0,,,,N
24600,0,UDP,192.168.77.106,,,,55,0,,,,N
24601,0,UDP,192.168.77.106,,,,55,0,,,,N
24602,0,UDP,192.168.77.106,,,,55,0,,,,N
24603,0,UDP,104.21.95.176,,,,1208,0,,,,N
24604,0,UDP,104.21.95.176,,,,1208,0,,,,N
24605,0,UDP,192.168.77.106,,,,55,0,,,,N
24606,0,UDP,192.168.77.106,,,,55,0,,,,N
24607,0,UDP,192.168.77.106,,,,55,0,,,,N
24608,0,UDP,104.21.95.176,,,,1208,0,,,,N
24609,0,UDP,104.21.95.176,,,,1208,0,,,,N
24610,0,UDP,192.168.77.106,,,,55,0,,,,N
24611,0,UDP,192.168.77.106,,,,55,0,,,,N
24612,0,UDP,192.168.77.106,,,,55,0,,,,N
24613,0,UDP,104.21.95.176,,,,1208,0,,,,N
24614,0,UDP,104.21.95.176,,,,1208,0,,,,N
24615,0,UDP,192.168.77.106,,,,55,0,,,,N
24616,0,UDP,192.168.77.106,,,,55,0,,,,N
24617,0,UDP,192.168.77.106,,,,55,0,,,,N
24618,0,UDP,104.21.95.176,,,,1208,0,,,,N
24619,0,UDP,104.21.95.176,,,,70,0,,,,N
24620,0,UDP,192.168.77.106,,,,55,0,,,,N
24621,0,UDP,192.168.77.106,,,,55,0,,,,N
24622,0,UDP,192.168.77.106,,,,55,0,,,,N
24623,0,UDP,104.21.95.176,,,,1208,0,,,,N
24624,0,UDP,104.21.95.176,,,,1146,0,,,,N
24625,0,UDP,192.168.77.106,,,,55,0,,,,N
24626,0,UDP,192.168.77.106,,,,55,0,,,,N
24627,0,UDP,192.168.77.106,,,,55,0,,,,N
24628,0,UDP,104.21.95.176,,,,1208,0,,,,N
24629,0,UDP,104.21.95.176,,,,1208,0,,,,N
24630,0,UDP,192.168.77.106,,,,55,0,,,,N
24631,0,UDP,192.168.77.106,,,,55,0,,,,N
24632,0,UDP,192.168.77.106,,,,55,0,,,,N
24633,0,UDP,104.21.95.176,,,,1208,0,,,,N
24634,0,UDP,104.21.95.176,,,,1208,0,,,,N
24635,0,UDP,192.168.77.106,,,,55,0,,,,N
24636,0,UDP,192.168.77.106,,,,55,0,,,,N
24637,0,UDP,192.168.77.106,,,,55,0,,,,N
24638,0,UDP,104.21.95.176,,,,1208,0,,,,N
24639,0,UDP,104.21.95.176,,,,1208,0,,,,N
24640,0,UDP,192.168.77.106,,,,55,0,,,,N
24641,0,UDP,192.168.77.106,,,,55,0,,,,N
24642,0,UDP,192.168.77.106,,,,55,0,,,,N
24643,0,UDP,104.21.95.176,,,,1208,0,,,,N
24644,0,UDP,104.21.95.176,,,,1208,0,,,,N
24645,0,UDP,192.168.77.106,,,,55,0,,,,N
24646,0,UDP,192.168.77.106,,,,55,0,,,,N
24647,0,UDP,192.168.77.106,,,,55,0,,,,N
24648,0,UDP,104.21.95.176,,,,1208,0,,,,N
24649,0,UDP,104.21.95.176,,,,1208,0,,,,N
24650,0,UDP,192.168.77.106,,,,56,0,,,,N
24651,0,UDP,192.168.77.106,,,,56,0,,,,N
24652,0,UDP,192.168.77.106,,,,56,0,,,,N
24653,0,UDP,104.21.95.176,,,,1208,0,,,,N
24654,0,UDP,104.21.95.176,,,,1208,0,,,,N
24655,0,UDP,192.168.77.106,,,,56,0,,,,N
24656,0,UDP,192.168.77.106,,,,56,0,,,,N
24657,0,UDP,192.168.77.106,,,,56,0,,,,N
24658,0,UDP,104.21.95.176,,,,1208,0,,,,N
24659,0,UDP,104.21.95.176,,,,1208,0,,,,N
24660,0,UDP,192.168.77.106,,,,56,0,,,,N
24661,0,UDP,192.168.77.106,,,,56,0,,,,N
24662,0,UDP,192.168.77.106,,,,56,0,,,,N
24663,0,UDP,104.21.95.176,,,,1208,0,,,,N
24664,0,UDP,104.21.95.176,,,,1208,0,,,,N
24665,0,UDP,192.168.77.106,,,,56,0,,,,N
24666,0,UDP,192.168.77.106,,,,56,0,,,,N
24667,0,UDP,192.168.77.106,,,,56,0,,,,N
24668,0,UDP,104.21.95.176,,,,1208,0,,,,N
24669,0,UDP,104.21.95.176,,,,1208,0,,,,N
24670,0,UDP,192.168.77.106,,,,57,0,,,,N
24671,0,UDP,192.168.77.106,,,,57,0,,,,N
24672,0,UDP,192.168.77.106,,,,57,0,,,,N
24673,0,UDP,104.21.95.176,,,,1208,0,,,,N
24674,0,UDP,104.21.95.176,,,,1208,0,,,,N
24675,0,UDP,192.168.77.106,,,,56,0,,,,N
24676,0,UDP,192.168.77.106,,,,56,0,,,,N
24677,0,UDP,192.168.77.106,,,,56,0,,,,N
24678,0,UDP,104.21.95.176,,,,1208,0,,,,N
24679,0,UDP,104.21.95.176,,,,1208,0,,,,N
24680,0,UDP,192.168.77.106,,,,56,0,,,,N
24681,0,UDP,192.168.77.106,,,,56,0,,,,N
24682,0,UDP,192.168.77.106,,,,56,0,,,,N
24683,0,UDP,104.21.95.176,,,,1208,0,,,,N
24684,0,UDP,104.21.95.176,,,,70,0,,,,N
24685,0,UDP,192.168.77.106,,,,56,0,,,,N
24686,0,UDP,192.168.77.106,,,,56,0,,,,N
24687,0,UDP,192.168.77.106,,,,56,0,,,,N
24688,0,UDP,104.21.95.176,,,,1208,0,,,,N
24689,0,UDP,104.21.95.176,,,,1146,0,,,,N
24690,0,UDP,192.168.77.106,,,,56,0,,,,N
24691,0,UDP,192.168.77.106,,,,56,0,,,,N
24692,0,UDP,192.168.77.106,,,,56,0,,,,N
24693,0,UDP,104.21.95.176,,,,1208,0,,,,N
24694,0,UDP,104.21.95.176,,,,1208,0,,,,N
24695,0,UDP,192.168.77.106,,,,56,0,,,,N
24696,0,UDP,192.168.77.106,,,,56,0,,,,N
24697,0,UDP,192.168.77.106,,,,56,0,,,,N
24698,0,UDP,104.21.95.176,,,,1208,0,,,,N
24699,0,UDP,104.21.95.176,,,,1208,0,,,,N
24700,0,UDP,192.168.77.106,,,,56,0,,,,N
24701,0,UDP,192.168.77.106,,,,56,0,,,,N
24702,0,UDP,192.168.77.106,,,,56,0,,,,N
24703,0,UDP,104.21.95.176,,,,1208,0,,,,N
24704,0,UDP,104.21.95.176,,,,1208,0,,,,N
24705,0,UDP,192.168.77.106,,,,56,0,,,,N
24706,0,UDP,192.168.77.106,,,,56,0,,,,N
24707,0,UDP,192.168.77.106,,,,56,0,,,,N
24708,0,UDP,104.21.95.176,,,,1208,0,,,,N
24709,0,UDP,192.168.77.106,,,,58,0,,,,N
24710,0,UDP,192.168.77.106,,,,58,0,,,,N
24711,0,UDP,192.168.77.106,,,,58,0,,,,N
24712,0,UDP,104.21.95.176,,,,1208,0,,,,N
24713,0,UDP,104.21.95.176,,,,1208,0,,,,N
24714,0,UDP,192.168.77.106,,,,58,0,,,,N
24715,0,UDP,192.168.77.106,,,,58,0,,,,N
24716,0,UDP,192.168.77.106,,,,58,0,,,,N
24717,0,UDP,104.21.95.176,,,,1208,0,,,,N
24718,0,UDP,104.21.95.176,,,,1208,0,,,,N
24719,0,UDP,192.168.77.106,,,,58,0,,,,N
24720,0,UDP,192.168.77.106,,,,58,0,,,,N
24721,0,UDP,192.168.77.106,,,,58,0,,,,N
24722,0,UDP,104.21.95.176,,,,1208,0,,,,N
24723,0,UDP,104.21.95.176,,,,1208,0,,,,N
24724,0,UDP,192.168.77.106,,,,55,0,,,,N
24725,0,UDP,192.168.77.106,,,,55,0,,,,N
24726,0,UDP,192.168.77.106,,,,55,0,,,,N
24727,0,UDP,104.21.95.176,,,,1208,0,,,,N
24728,0,UDP,104.21.95.176,,,,1208,0,,,,N
24729,0,UDP,192.168.77.106,,,,57,0,,,,N
24730,0,UDP,192.168.77.106,,,,57,0,,,,N
24731,0,UDP,192.168.77.106,,,,57,0,,,,N
24732,0,UDP,104.21.95.176,,,,1208,0,,,,N
24733,0,UDP,104.21.95.176,,,,1208,0,,,,N
24734,0,UDP,104.21.95.176,,,,70,0,,,,N
24735,0,UDP,192.168.77.106,,,,57,0,,,,N
24736,0,UDP,192.168.77.106,,,,57,0,,,,N
24737,0,UDP,192.168.77.106,,,,57,0,,,,N
24738,0,UDP,104.21.95.176,,,,1208,0,,,,N
24739,0,UDP,104.21.95.176,,,,1146,0,,,,N
24740,0,UDP,192.168.77.106,,,,57,0,,,,N
24741,0,UDP,192.168.77.106,,,,57,0,,,,N
24742,0,UDP,192.168.77.106,,,,57,0,,,,N
24743,0,UDP,104.21.95.176,,,,1208,0,,,,N
24744,0,UDP,104.21.95.176,,,,1208,0,,,,N
24745,0,UDP,192.168.77.106,,,,57,0,,,,N
24746,0,UDP,192.168.77.106,,,,57,0,,,,N
24747,0,UDP,192.168.77.106,,,,57,0,,,,N
24748,0,UDP,104.21.95.176,,,,1208,0,,,,N
24749,0,UDP,104.21.95.176,,,,1208,0,,,,N
24750,0,UDP,192.168.77.106,,,,57,0,,,,N
24751,0,UDP,192.168.77.106,,,,57,0,,,,N
24752,0,UDP,192.168.77.106,,,,57,0,,,,N
24753,0,UDP,104.21.95.176,,,,1208,0,,,,N
24754,0,UDP,104.21.95.176,,,,1208,0,,,,N
24755,0,UDP,192.168.77.106,,,,57,0,,,,N
24756,0,UDP,192.168.77.106,,,,57,0,,,,N
24757,0,UDP,192.168.77.106,,,,57,0,,,,N
24758,0,UDP,104.21.95.176,,,,488,0,,,,N
24759,0,UDP,104.21.95.176,,,,1208,0,,,,N
24760,0,UDP,104.21.95.176,,,,1208,0,,,,N
24761,0,UDP,192.168.77.106,,,,57,0,,,,N
24762,1,TCP,199.232.254.114,443,51384,0,0,0,222,,,N
24763,0,UDP,192.168.77.106,,,,57,0,,,,N
24764,0,UDP,192.168.77.106,,,,57,0,,,,N
24765,0,UDP,104.21.95.176,,,,1208,0,,,,N
24766,0,UDP,192.168.77.106,,,,57,0,,,,N
24767,0,UDP,192.168.77.106,,,,57,0,,,,N
24768,0,UDP,192.168.77.106,,,,57,0,,,,N
24769,0,UDP,104.21.95.176,,,,1208,0,,,,N
24770,0,UDP,104.21.95.176,,,,758,0,,,,N
24771,0,UDP,192.168.77.106,,,,57,0,,,,N
24772,0,UDP,192.168.77.106,,,,57,0,,,,N
24773,0,UDP,192.168.77.106,,,,57,0,,,,N
24774,0,UDP,104.21.95.176,,,,1208,0,,,,N
24775,0,UDP,104.21.95.176,,,,1208,0,,,,N
24776,0,UDP,192.168.77.106,,,,57,0,,,,N
24777,0,UDP,192.168.77.106,,,,57,0,,,,N
24778,0,UDP,192.168.77.106,,,,57,0,,,,N
24779,0,UDP,104.21.95.176,,,,1208,0,,,,N
24780,0,UDP,104.21.95.176,,,,1208,0,,,,N
24781,0,UDP,192.168.77.106,,,,57,0,,,,N
24782,0,UDP,192.168.77.106,,,,57,0,,,,N
24783,0,UDP,192.168.77.106,,,,57,0,,,,N
24784,0,UDP,104.21.95.176,,,,1208,0,,,,N
24785,0,UDP,104.21.95.176,,,,552,0,,,,N
24786,0,UDP,192.168.77.106,,,,57,0,,,,N
24787,0,UDP,192.168.77.106,,,,57,0,,,,N
24788,0,UDP,104.21.95.176,,,,1208,0,,,,N
24789,0,UDP,104.21.95.176,,,,1208,0,,,,N
24790,0,UDP,192.168.77.106,,,,57,0,,,,N
24791,0,UDP,192.168.77.106,,,,57,0,,,,N
24792,0,UDP,192.168.77.106,,,,57,0,,,,N
24793,0,UDP,104.21.95.176,,,,1208,0,,,,N
