Packet Number,Time_interval,Layer,src_ip,scr_port,dst_port,ack_no,tcp_length,sql,stream,Packet Number,Time(seconds),socket_count
4569,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2235,1962,33
4570,0,TCP,192.229.179.87,443,55740,0,982,0,49,2236,1962,33
4571,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2237,1962,33
4572,0,TCP,192.168.136.131,55740,443,2422,0,0,49,2238,1962,33
4573,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2239,1962,33
4574,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2240,1962,33
4575,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2241,1962,33
4576,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2242,1962,33
4577,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2243,1962,33
4578,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2244,1962,33
4579,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2245,1962,33
4580,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2246,1962,33
4581,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2247,1962,33
4582,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2248,1962,33
4583,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2249,1962,33
4584,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2250,1962,33
4585,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2251,1962,33
4586,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2252,1962,33
4587,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2253,1962,33
4588,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2254,1962,33
4589,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2255,1962,33
4590,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2256,1962,33
4591,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2257,1962,33
4592,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2258,1962,33
4593,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2259,1962,33
4594,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2260,1962,33
4595,0,TCP,192.229.179.87,443,55740,0,330,0,49,2261,1962,33
4596,0,TCP,192.168.136.131,55740,443,1770,0,0,49,2262,1962,33
4597,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2263,1962,33
4598,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2264,1962,33
4599,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2265,1962,33
4600,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2266,1962,33
4601,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2267,1962,33
4602,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2268,1962,33
4603,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2269,1962,33
4604,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2270,1962,33
4605,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2271,1962,33
4606,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2272,1962,33
4607,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2273,1962,33
4608,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2274,1962,33
4609,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2275,1962,33
4610,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2276,1962,33
4611,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2277,1962,33
4612,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2278,1962,33
4613,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2279,1962,33
4614,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2280,1962,33
4615,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2281,1962,33
4616,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2282,1962,33
4617,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2283,1962,33
4618,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2284,1962,33
4619,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2285,1962,33
4620,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2286,1962,33
4621,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2287,1962,33
4622,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2288,1962,33
4623,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2289,1962,33
4624,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2290,1962,33
4625,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2291,1962,33
4626,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2292,1962,33
4627,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2293,1962,33
4628,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2294,1962,33
4629,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2295,1962,33
4630,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2296,1962,33
4631,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2297,1962,33
4632,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2299,1963,33
4633,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2300,1963,33
4634,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2301,1963,33
4635,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2302,1963,33
4636,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2303,1963,33
4637,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2304,1963,33
4638,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2305,1963,33
4639,0,TCP,192.229.179.87,443,55740,0,1110,0,49,2306,1963,33
4640,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2307,1963,33
4641,0,TCP,192.168.136.131,55740,443,2550,0,0,49,2308,1963,33
4642,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2309,1963,33
4643,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2310,1963,33
4644,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2311,1963,33
4645,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2312,1963,33
4646,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2313,1963,33
4647,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2314,1963,33
4648,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2315,1963,33
4649,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2317,1963,34
4650,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2320,1963,34
4651,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2321,1963,34
4652,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2322,1963,34
4653,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2323,1963,34
4654,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2324,1963,34
4655,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2325,1963,34
4656,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2326,1963,34
4657,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2335,1963,34
4658,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2336,1963,34
4659,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2337,1963,34
4660,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2338,1963,34
4661,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2339,1963,34
4662,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2340,1963,34
4663,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2341,1963,34
4664,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2342,1963,34
4665,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2343,1963,34
4666,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2344,1963,34
4667,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2345,1963,34
4668,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2346,1963,34
4669,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2347,1963,34
4670,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2348,1963,34
4671,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2349,1963,34
4672,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2350,1963,34
4673,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2351,1963,34
4674,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2352,1963,34
4675,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2359,1963,34
4676,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2360,1963,34
4677,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2361,1963,34
4678,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2362,1963,34
4679,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2363,1963,34
4680,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2364,1963,34
4681,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2365,1963,34
4682,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2366,1963,34
4683,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2367,1963,34
4684,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2368,1963,34
4685,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2369,1963,34
4686,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2370,1963,34
4687,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2371,1963,34
4688,0,TCP,192.229.179.87,443,55740,0,754,0,49,2372,1963,34
4689,0,TCP,192.168.136.131,55740,443,2194,0,0,49,2373,1963,34
4693,0,TCP,192.168.136.131,56142,443,1,0,0,50,2374,1963,34
4694,0,TCP,192.168.136.131,56142,443,0,672,0,50,2375,1963,34
4695,0,TCP,142.250.71.10,443,56142,672,0,0,50,2376,1963,34
4696,0,TCP,192.168.136.131,56142,443,0,6,0,50,2377,1963,34
4697,0,TCP,192.168.136.131,56142,443,0,618,0,50,2378,1963,34
4698,0,TCP,142.250.71.10,443,56142,6,0,0,50,2379,1963,34
4699,0,TCP,142.250.71.10,443,56142,618,0,0,50,2380,1963,34
4702,0,TCP,192.168.136.131,55740,443,0,93,0,49,2381,1963,34
4703,0,TCP,192.229.179.87,443,55740,93,0,0,49,2382,1963,34
4704,0,TCP,142.250.71.10,443,56142,0,830,0,50,2383,1963,34
4705,0,TCP,192.168.136.131,56142,443,830,0,0,50,2384,1963,34
4706,0,TCP,192.168.136.131,56142,443,0,84,0,50,2385,1963,34
4707,0,TCP,142.250.71.10,443,56142,84,0,0,50,2386,1963,34
4708,0,TCP,192.168.136.131,56142,443,0,31,0,50,2387,1963,34
4709,0,TCP,142.250.71.10,443,56142,31,0,0,50,2388,1963,34
4710,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2389,1963,34
4711,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2390,1963,34
4712,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2391,1963,34
4713,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2392,1963,34
4714,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2393,1963,34
4715,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2394,1963,34
4716,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2395,1963,34
4717,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2396,1963,34
4718,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2397,1963,34
4719,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2398,1963,34
4720,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2399,1963,34
4721,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2400,1963,34
4722,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2401,1963,34
4723,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2402,1963,34
4724,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2403,1963,34
4725,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2404,1963,34
4726,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2405,1963,34
4727,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2406,1963,34
4728,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2407,1963,34
4729,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2408,1963,34
4730,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2409,1963,34
4731,0,TCP,192.229.179.87,443,55740,0,338,0,49,2410,1963,34
4732,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2411,1963,34
4733,0,TCP,192.168.136.131,55740,443,1778,0,0,49,2412,1963,34
4735,10,TCP,192.168.136.131,35794,80,0,0,0,34,2413,1963,34
4736,10,TCP,142.250.196.163,80,35794,0,0,0,34,2414,1963,34
4737,10,TCP,192.168.136.131,35802,80,0,0,0,36,2415,1963,34
4738,10,TCP,142.250.196.163,80,35802,0,0,0,36,2416,1963,34
4739,0,TCP,142.250.71.10,443,56142,0,31,0,50,2417,1963,34
4740,0,TCP,192.168.136.131,55740,443,0,140,0,49,2418,1963,34
4741,0,TCP,192.229.179.87,443,55740,140,0,0,49,2419,1963,34
4742,0,TCP,192.168.136.131,55740,443,0,81,0,49,2420,1963,34
4743,0,TCP,192.229.179.87,443,55740,81,0,0,49,2421,1963,34
4744,0,TCP,192.168.136.131,55740,443,0,85,0,49,2422,1963,34
4745,0,TCP,192.229.179.87,443,55740,85,0,0,49,2423,1963,34
4746,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2424,1963,34
4747,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2425,1963,34
4748,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2426,1963,34
4749,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2427,1963,34
4750,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2428,1963,34
4751,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2429,1963,34
4752,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2430,1963,34
4753,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2431,1963,34
4754,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2432,1963,34
4755,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2433,1963,34
4756,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2434,1963,34
4757,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2435,1963,34
4758,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2436,1963,34
4759,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2437,1963,34
4760,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2438,1963,34
4761,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2439,1963,34
4762,0,TCP,192.229.179.87,443,55740,0,705,0,49,2440,1963,34
4763,0,TCP,192.168.136.131,55740,443,2145,0,0,49,2441,1963,34
4764,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2442,1963,34
4765,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2443,1963,34
4766,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2444,1963,34
4767,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2445,1963,34
4768,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2446,1963,34
4769,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2447,1963,34
4770,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2448,1963,34
4771,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2449,1963,34
4772,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2450,1963,34
4773,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2451,1963,34
4774,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2452,1963,34
4775,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2453,1963,34
4776,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2454,1963,34
4777,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2455,1963,34
4778,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2456,1963,34
4779,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2457,1963,34
4780,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2458,1963,34
4781,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2459,1963,34
4782,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2460,1963,34
4783,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2465,1963,34
4784,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2466,1963,34
4785,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2467,1963,34
4786,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2468,1963,34
4787,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2469,1963,34
4788,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2470,1963,34
4789,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2471,1963,34
4790,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2472,1963,34
4791,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2473,1963,34
4792,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2474,1963,34
4793,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2475,1963,34
4794,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2476,1963,34
4795,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2477,1963,34
4796,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2478,1963,34
4797,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2479,1963,34
4798,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2480,1963,34
4799,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2481,1963,34
4800,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2482,1963,34
4801,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2483,1963,34
4802,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2484,1963,34
4803,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2485,1963,34
4804,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2486,1963,34
4805,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2487,1963,34
4806,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2488,1963,34
4807,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2489,1963,34
4808,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2490,1963,34
4809,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2491,1963,34
4810,0,TCP,192.229.179.87,443,55740,0,902,0,49,2492,1963,34
4811,0,TCP,192.168.136.131,55740,443,2342,0,0,49,2493,1963,34
4812,0,TCP,142.250.71.10,443,56142,0,511,0,50,2494,1963,34
4813,0,TCP,192.168.136.131,56142,443,542,0,0,50,2495,1963,34
4814,0,TCP,142.250.71.10,443,56142,0,31,0,50,2496,1963,34
4815,0,TCP,192.168.136.131,56142,443,31,39,0,50,2497,1963,34
4816,0,TCP,142.250.71.10,443,56142,39,0,0,50,2498,1963,34
4817,0,TCP,142.250.71.10,443,56142,0,39,0,50,2499,1963,34
4818,0,TCP,192.168.136.131,56142,443,39,24,0,50,2500,1963,34
4819,0,TCP,192.168.136.131,56142,443,0,0,0,50,2502,1963,34
4820,0,TCP,142.250.71.10,443,56142,24,0,0,50,2504,1963,34
4821,0,TCP,192.168.136.131,56142,443,0,0,0,50,2506,1963,34
4824,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2507,1963,34
4825,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2508,1963,34
4826,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2509,1963,34
4827,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2510,1963,34
4828,0,TCP,192.229.179.87,443,55740,0,518,0,49,2511,1963,34
4829,0,TCP,192.168.136.131,55740,443,1958,0,0,49,2512,1963,34
4830,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2513,1963,34
4831,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2514,1963,34
4832,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2515,1963,34
4833,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2516,1963,34
4834,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2517,1963,34
4835,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2518,1963,34
4836,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2519,1963,34
4837,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2520,1963,34
4838,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2521,1963,34
4839,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2522,1963,34
4840,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2523,1963,34
4841,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2524,1963,34
4842,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2525,1963,34
4843,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2526,1963,34
4844,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2527,1963,34
4845,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2528,1963,34
4846,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2530,1963,35
4847,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2537,1963,35
4848,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2538,1963,35
4849,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2539,1963,35
4850,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2540,1963,35
4851,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2541,1963,35
4852,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2542,1963,35
4853,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2543,1963,35
4854,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2544,1963,35
4855,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2545,1963,35
4856,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2546,1963,35
4857,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2547,1963,35
4858,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2548,1963,35
4859,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2549,1963,35
4860,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2550,1963,35
4861,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2551,1963,35
4862,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2552,1963,35
4863,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2553,1963,35
4864,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2554,1963,35
4865,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2555,1963,35
4866,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2556,1963,35
4867,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2557,1963,35
4868,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2558,1963,35
4869,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2559,1963,35
4870,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2560,1963,35
4871,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2561,1963,35
4872,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2562,1963,35
4873,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2563,1963,35
4874,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2564,1963,35
4875,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2565,1963,35
4876,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2566,1963,35
4877,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2567,1963,35
4878,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2568,1963,35
4879,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2569,1963,35
4880,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2570,1963,35
4881,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2571,1963,35
4882,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2572,1963,35
4883,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2573,1963,35
4884,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2574,1963,35
4885,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2575,1963,35
4886,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2576,1963,35
4887,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2577,1963,35
4888,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2578,1963,35
4889,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2579,1963,35
4890,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2580,1963,35
4891,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2581,1963,35
4892,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2582,1963,35
4893,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2583,1963,35
4894,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2584,1963,35
4895,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2585,1963,35
4896,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2586,1963,35
4897,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2587,1963,35
4898,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2588,1963,35
4899,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2589,1963,35
4900,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2590,1963,35
4901,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2597,1964,35
4902,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2598,1964,35
4903,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2599,1964,35
4904,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2600,1964,35
4905,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2601,1964,35
4906,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2602,1964,35
4907,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2603,1964,35
4908,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2604,1964,35
4909,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2605,1964,35
4910,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2606,1964,35
4911,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2607,1964,35
4912,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2608,1964,35
4913,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2609,1964,35
4914,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2610,1964,35
4915,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2611,1964,35
4916,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2612,1964,35
4917,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2613,1964,35
4918,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2614,1964,35
4919,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2615,1964,35
4920,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2616,1964,35
4921,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2617,1964,35
4922,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2618,1964,35
4923,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2619,1964,35
4924,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2620,1964,35
4925,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2621,1964,35
4926,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2622,1964,35
4927,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2623,1964,35
4928,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2624,1964,35
4929,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2625,1964,35
4930,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2626,1964,35
4931,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2627,1964,35
4932,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2628,1964,35
4933,0,TCP,192.229.179.87,443,55740,0,1440,0,49,2629,1964,35
4934,0,TCP,192.168.136.131,55740,443,2880,0,0,49,2630,1964,35
