Packet Number,Time_interval,Layer,src_ip,scr_port,dst_port,ack_no,tcp_length,sql,stream,Time(seconds),socket_count
4883,0,TCP,23.201.220.28,443,51293,0,482,0,91,,
4886,0,TCP,23.201.220.28,443,51293,153,1440,0,91,,
4887,0,TCP,23.201.220.28,443,51293,0,1358,0,91,,
4892,0,TCP,23.201.220.28,443,51293,153,1359,0,91,,
4894,0,TCP,23.201.220.28,443,51293,153,1440,0,91,,
4895,0,TCP,23.201.220.28,443,51293,0,1214,0,91,,
4898,0,TCP,23.201.220.28,443,51293,152,1440,0,91,,
4899,0,TCP,23.201.220.28,443,51293,0,1360,0,91,,
4903,0,TCP,23.201.220.28,443,51293,153,1440,0,91,,
4904,0,TCP,23.201.220.28,443,51293,0,1236,0,91,,
4907,0,TCP,23.201.220.28,443,51293,152,1440,0,91,,
4908,0,TCP,23.201.220.28,443,51293,0,1344,0,91,,
4911,0,TCP,23.201.220.28,443,51293,153,1440,0,91,,
4912,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4914,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4915,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4917,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4918,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4920,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4921,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4923,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4924,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4926,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4927,0,TCP,23.201.220.28,443,51293,0,566,0,91,,
4929,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4930,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4932,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4933,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4935,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4936,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4938,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4939,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4941,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4942,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4944,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4945,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4947,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4948,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4950,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4951,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4953,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4954,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4956,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4957,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4959,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4960,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4962,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4963,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4965,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4966,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4968,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4969,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4971,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4972,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4974,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4975,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4977,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4978,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4980,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4981,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4983,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4984,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4986,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4987,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4989,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4990,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4992,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4993,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4995,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4996,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4998,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
4999,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
5001,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
5002,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
5004,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
5005,0,TCP,23.201.220.28,443,51293,0,1440,0,91,,
5007,0,TCP,23.201.220.28,443,51293,0,1179,0,91,,
5009,0,TCP,23.201.220.28,443,51293,152,1440,0,91,,
5010,0,TCP,23.201.220.28,443,51293,0,1347,0,91,,
5013,0,TCP,23.201.220.28,443,51293,153,1440,0,91,,
5014,0,TCP,23.201.220.28,443,51293,0,1236,0,91,,
5017,0,TCP,23.201.220.28,443,51293,152,1440,0,91,,
5019,0,TCP,23.201.220.28,443,51293,0,1348,0,91,,
5021,0,TCP,23.201.220.28,443,51293,153,1440,0,91,,
5022,0,TCP,23.201.220.28,443,51293,0,1224,0,91,,
5025,0,TCP,23.201.220.28,443,51293,152,1440,0,91,,
5026,0,TCP,23.201.220.28,443,51293,0,473,0,91,,
5029,0,TCP,23.201.220.28,443,51293,153,1440,0,91,,
5030,0,TCP,23.201.220.28,443,51293,0,478,0,91,,
5033,0,TCP,23.201.220.28,443,51293,153,1440,0,91,,
5034,0,TCP,23.201.220.28,443,51293,0,481,0,91,,
5039,0,TCP,23.201.220.28,443,51293,152,1440,0,91,,
5040,0,TCP,23.201.220.28,443,51293,0,1349,0,91,,
5043,0,TCP,23.201.220.28,443,51293,153,1440,0,91,,
5044,0,TCP,23.201.220.28,443,51293,0,1206,0,91,,
5047,0,TCP,23.201.220.28,443,51293,152,1440,0,91,,
5048,0,TCP,23.201.220.28,443,51293,0,1027,0,91,,
5051,0,TCP,23.201.220.28,443,51293,153,1440,0,91,,
5052,0,TCP,23.201.220.28,443,51293,0,1215,0,91,,
5055,0,TCP,23.201.220.28,443,51293,153,1337,0,91,,
5057,0,TCP,23.201.220.28,443,51293,152,1440,0,91,,
5058,0,TCP,23.201.220.28,443,51293,0,643,0,91,,
5061,0,TCP,23.201.220.28,443,51293,152,1440,0,91,,
5062,0,TCP,23.201.220.28,443,51293,0,641,0,91,,
5065,0,TCP,23.201.220.28,443,51293,153,1440,0,91,,
5066,0,TCP,23.201.220.28,443,51293,0,478,0,91,,
5069,0,TCP,23.201.220.28,443,51293,153,1440,0,91,,
5070,0,TCP,23.201.220.28,443,51293,0,1354,0,91,,
5074,0,TCP,23.201.220.28,443,51293,152,1440,0,91,,
5075,0,TCP,23.201.220.28,443,51293,0,1347,0,91,,
5079,0,TCP,23.201.220.28,443,51293,153,1440,0,91,,
5080,0,TCP,23.201.220.28,443,51293,0,1228,0,91,,
5134,0,TCP,23.109.170.137,443,51294,663,0,0,92,,
5135,0,TCP,23.109.170.137,443,51294,0,1440,0,92,,
5136,0,TCP,23.109.170.137,443,51294,0,1440,0,92,,
5140,0,TCP,23.109.170.137,443,51294,0,1176,0,92,,
5148,0,TCP,23.109.170.137,443,51294,342,282,0,92,,
5158,0,TCP,23.109.170.137,443,51294,517,1440,0,92,,
5159,0,TCP,23.109.170.137,443,51294,0,213,0,92,,
5174,22,TCP,163.70.143.60,443,51007,70,0,0,6,,
5178,0,TCP,163.70.143.60,443,51007,0,72,0,6,,
5202,58,TCP,157.90.91.72,443,49949,39,39,0,2,,
5239,0,TCP,23.215.215.106,443,51295,682,0,0,93,,
5240,0,TCP,23.215.215.106,443,51295,0,1440,0,93,,
5241,0,TCP,23.215.215.106,443,51295,0,1440,0,93,,
5245,0,TCP,23.215.215.106,443,51295,0,1216,0,93,,
5249,0,TCP,23.215.215.106,443,51295,0,997,0,93,,
5255,0,TCP,23.215.215.106,443,51295,80,0,0,93,,
5256,0,TCP,23.215.215.106,443,51295,647,0,0,93,,
5257,0,TCP,23.215.215.106,443,51295,0,303,0,93,,
5258,0,TCP,23.215.215.106,443,51295,0,303,0,93,,
5262,0,TCP,23.215.215.106,443,51295,0,1440,0,93,,
5263,0,TCP,23.215.215.106,443,51295,0,1440,0,93,,
5267,0,TCP,23.215.215.106,443,51295,0,1440,0,93,,
5268,0,TCP,23.215.215.106,443,51295,0,1440,0,93,,
5272,0,TCP,23.215.215.106,443,51295,0,1440,0,93,,
5273,0,TCP,23.215.215.106,443,51295,0,1440,0,93,,
5277,0,TCP,23.215.215.106,443,51295,0,1440,0,93,,
5278,0,TCP,23.215.215.106,443,51295,0,1440,0,93,,
5282,0,TCP,23.215.215.106,443,51295,0,1440,0,93,,
5283,0,TCP,23.215.215.106,443,51295,0,1440,0,93,,
5287,0,TCP,23.215.215.106,443,51295,0,1440,0,93,,
5288,0,TCP,23.215.215.106,443,51295,0,1440,0,93,,
5292,0,TCP,23.215.215.106,443,51295,0,1440,0,93,,
5293,0,TCP,23.215.215.106,443,51295,0,1440,0,93,,
5297,0,TCP,23.215.215.106,443,51295,0,1440,0,93,,
5298,0,TCP,23.215.215.106,443,51295,0,1440,0,93,,
5302,0,TCP,23.215.215.106,443,51295,0,1440,0,93,,
5303,0,TCP,23.215.215.106,443,51295,0,1440,0,93,,
5307,0,TCP,23.215.215.106,443,51295,0,1440,0,93,,
5308,0,TCP,23.215.215.106,443,51295,0,1440,0,93,,
5312,0,TCP,23.215.215.106,443,51295,0,1440,0,93,,
5313,0,TCP,23.215.215.106,443,51295,0,1440,0,93,,
5317,0,TCP,23.215.215.106,443,51295,0,1440,0,93,,
5318,0,TCP,23.215.215.106,443,51295,0,1440,0,93,,
5322,0,TCP,23.215.215.106,443,51295,0,1440,0,93,,
5323,0,TCP,23.215.215.106,443,51295,0,1440,0,93,,
5327,0,TCP,23.215.215.106,443,51295,0,1440,0,93,,
5328,0,TCP,23.215.215.106,443,51295,0,1440,0,93,,
5332,0,TCP,23.215.215.106,443,51295,0,1440,0,93,,
5333,0,TCP,23.215.215.106,443,51295,0,1440,0,93,,
5337,0,TCP,23.215.215.106,443,51295,0,1440,0,93,,
5338,0,TCP,23.215.215.106,443,51295,0,1440,0,93,,
5342,0,TCP,23.215.215.106,443,51295,0,1440,0,93,,
5343,0,TCP,23.215.215.106,443,51295,0,1440,0,93,,
5347,0,TCP,23.215.215.106,443,51295,0,1440,0,93,,
5348,0,TCP,23.215.215.106,443,51295,0,1440,0,93,,
5352,0,TCP,23.215.215.106,443,51295,0,1440,0,93,,
5353,0,TCP,23.215.215.106,443,51295,0,1440,0,93,,
5357,0,TCP,23.215.215.106,443,51295,0,1440,0,93,,
5358,0,TCP,23.215.215.106,443,51295,0,1440,0,93,,
5362,0,TCP,23.215.215.106,443,51295,0,1440,0,93,,
5363,0,TCP,23.215.215.106,443,51295,0,1440,0,93,,
5367,0,TCP,23.215.215.106,443,51295,0,1440,0,93,,
5368,0,TCP,23.215.215.106,443,51295,0,1440,0,93,,
5372,0,TCP,23.215.215.106,443,51295,0,10,0,93,,
5379,2,TCP,157.90.91.72,443,49949,0,33,0,2,,
5383,0,TCP,157.90.91.72,443,49949,37,48,0,2,,
5401,10,TCP,23.109.170.137,443,51294,0,0,0,92,,
5408,30,TCP,104.18.1.181,443,50884,35,0,0,5,,
5542,0,TCP,192.168.77.109,39752,443,0,0,0,94,,
5543,0,TCP,192.168.77.109,39752,443,0,0,0,94,,
5544,0,TCP,34.117.237.239,443,39752,1,0,0,94,,
5545,0,TCP,192.168.77.109,39752,443,0,0,0,94,313,25
5546,0,TCP,192.168.77.109,39752,443,0,0,0,94,313,26
5547,0,TCP,192.168.77.109,39752,443,0,0,0,94,313,27
5548,0,TCP,192.168.77.109,39752,443,0,517,0,94,,
5549,0,TCP,192.168.77.109,39752,443,0,517,0,94,,
5550,0,TCP,192.168.77.109,39752,443,0,517,0,94,,
5551,0,TCP,34.117.237.239,443,39752,517,0,0,94,,
5552,0,TCP,34.117.237.239,443,39752,0,1400,0,94,,
5553,0,TCP,34.117.237.239,443,39752,0,1400,0,94,,
5554,0,TCP,34.117.237.239,443,39752,0,1400,0,94,,
5555,0,TCP,34.117.237.239,443,39752,0,315,0,94,,
5556,0,TCP,192.168.77.109,39752,443,2283,0,0,94,,
5557,0,TCP,192.168.77.109,39752,443,0,0,0,94,,
5558,0,TCP,192.168.77.109,39752,443,0,0,0,94,,
5559,0,TCP,192.168.77.109,39752,443,1715,0,0,94,,
5560,0,TCP,192.168.77.109,39752,443,0,0,0,94,,
5561,0,TCP,192.168.77.109,39752,443,0,0,0,94,,
5579,0,TCP,192.168.77.109,47682,443,0,0,0,95,,
5580,0,TCP,192.168.77.109,47682,443,0,0,0,95,,
5581,0,TCP,34.160.144.191,443,47682,1,0,0,95,,
5582,0,TCP,192.168.77.109,47682,443,0,0,0,95,313,28
5583,0,TCP,192.168.77.109,47682,443,0,0,0,95,313,29
5584,0,TCP,192.168.77.109,47682,443,0,0,0,95,313,30
5585,0,TCP,192.168.77.109,47682,443,0,216,0,95,,
5586,0,TCP,192.168.77.109,47682,443,0,216,0,95,,
5587,0,TCP,192.168.77.109,47682,443,0,216,0,95,,
5591,0,TCP,192.168.77.109,33648,80,0,0,0,96,,
5592,0,TCP,192.168.77.109,33648,80,0,0,0,96,,
5593,0,TCP,34.160.144.191,443,47682,216,0,0,95,,
5594,0,TCP,34.160.144.191,443,47682,0,1400,0,95,,
5595,0,TCP,192.168.77.109,47682,443,1184,0,0,95,,
5596,0,TCP,192.168.77.109,47682,443,0,0,0,95,,
5597,0,TCP,192.168.77.109,47682,443,0,0,0,95,,
5598,0,TCP,34.160.144.191,443,47682,0,1400,0,95,,
5599,0,TCP,192.168.77.109,47682,443,2584,0,0,95,,
5600,0,TCP,192.168.77.109,47682,443,0,0,0,95,,
5601,0,TCP,192.168.77.109,47682,443,0,0,0,95,,
5602,0,TCP,34.160.144.191,443,47682,0,1400,0,95,,
5603,0,TCP,34.160.144.191,443,47682,0,202,0,95,,
5604,0,TCP,192.168.77.109,47682,443,3984,0,0,95,,
5605,0,TCP,192.168.77.109,47682,443,0,0,0,95,,
5606,0,TCP,192.168.77.109,47682,443,0,0,0,95,,
5607,0,TCP,192.168.77.109,47682,443,202,0,0,95,,
5608,0,TCP,192.168.77.109,47682,443,0,0,0,95,,
5609,0,TCP,192.168.77.109,47682,443,0,0,0,95,,
5610,0,TCP,192.168.77.109,47682,443,0,93,0,95,,
5611,0,TCP,192.168.77.109,47682,443,0,93,0,95,,
5612,0,TCP,192.168.77.109,47682,443,0,93,0,95,,
5619,0,TCP,34.160.144.191,443,47682,0,295,0,95,,
5620,0,TCP,34.160.144.191,443,47682,0,69,0,95,,
5624,0,TCP,192.168.77.109,33652,80,0,0,0,97,,
5625,0,TCP,192.168.77.109,33652,80,0,0,0,97,,
5626,0,TCP,192.168.77.109,47682,443,4457,0,0,95,,
5627,0,TCP,192.168.77.109,47682,443,0,0,0,95,,
5628,0,TCP,192.168.77.109,47682,443,0,0,0,95,,
5629,0,TCP,23.53.240.56,80,33648,1,0,0,96,,
5630,0,TCP,192.168.77.109,33648,80,0,0,0,96,314,31
5631,0,TCP,192.168.77.109,33648,80,0,0,0,96,314,32
5632,0,TCP,192.168.77.109,33648,80,0,0,0,96,314,33
5633,0,TCP,192.168.77.109,33648,80,0,415,0,96,,
5634,0,TCP,192.168.77.109,33648,80,0,415,0,96,,
5635,0,TCP,192.168.77.109,33648,80,0,415,0,96,,
5639,0,TCP,23.53.240.56,80,33652,1,0,0,97,,
5640,0,TCP,192.168.77.109,33652,80,0,0,0,97,314,34
5641,0,TCP,192.168.77.109,33652,80,0,0,0,97,314,35
5642,0,TCP,192.168.77.109,33652,80,0,0,0,97,314,36
5643,0,TCP,192.168.77.109,33652,80,0,415,0,97,,
5644,0,TCP,192.168.77.109,33652,80,0,415,0,97,,
5645,0,TCP,192.168.77.109,33652,80,0,415,0,97,,
5646,0,TCP,23.53.240.56,80,33648,415,0,0,96,,
5647,0,TCP,23.53.240.56,80,33648,0,888,0,96,,
5648,0,TCP,192.168.77.109,33648,80,473,0,0,96,,
5649,0,TCP,192.168.77.109,33648,80,0,0,0,96,,
5650,0,TCP,192.168.77.109,33648,80,0,0,0,96,,
5651,0,TCP,192.168.77.109,39752,443,0,64,0,94,,
5652,0,TCP,192.168.77.109,39752,443,0,64,0,94,,
5653,0,TCP,192.168.77.109,39752,443,0,64,0,94,,
5654,0,TCP,192.168.77.109,39752,443,0,170,0,94,,
5655,0,TCP,192.168.77.109,39752,443,0,170,0,94,,
5656,0,TCP,192.168.77.109,39752,443,0,170,0,94,,
5657,0,TCP,192.168.77.109,39752,443,0,234,0,94,,
5658,0,TCP,192.168.77.109,39752,443,0,234,0,94,,
5659,0,TCP,192.168.77.109,39752,443,0,234,0,94,,
5660,0,TCP,34.117.237.239,443,39752,0,586,0,94,,
5661,0,TCP,34.117.237.239,443,39752,0,31,0,94,,
5662,0,TCP,192.168.77.109,39752,443,4116,0,0,94,,
5663,0,TCP,192.168.77.109,39752,443,0,0,0,94,,
5664,0,TCP,192.168.77.109,39752,443,0,0,0,94,,
5665,0,TCP,192.168.77.109,39752,443,31,0,0,94,,
5666,0,TCP,192.168.77.109,39752,443,0,0,0,94,,
5667,0,TCP,192.168.77.109,39752,443,0,31,0,94,,
5668,0,TCP,192.168.77.109,39752,443,0,31,0,94,,
5669,0,TCP,192.168.77.109,39752,443,0,31,0,94,,
5670,10,TCP,23.215.215.106,443,51295,0,0,0,93,,
5671,0,TCP,23.53.240.56,80,33652,415,0,0,97,,
5672,0,TCP,23.53.240.56,80,33652,0,888,0,97,,
5673,0,TCP,192.168.77.109,33652,80,473,0,0,97,,
5674,0,TCP,192.168.77.109,33652,80,0,0,0,97,,
5675,0,TCP,192.168.77.109,33652,80,0,0,0,97,,
5676,0,TCP,192.168.77.109,47682,443,0,177,0,95,,
5677,0,TCP,192.168.77.109,47682,443,0,177,0,95,,
5678,0,TCP,192.168.77.109,47682,443,0,177,0,95,,
5679,0,TCP,192.168.77.109,47682,443,0,296,0,95,,
5680,0,TCP,192.168.77.109,47682,443,0,296,0,95,,
5681,0,TCP,192.168.77.109,47682,443,0,296,0,95,,
5682,0,TCP,192.168.77.109,47682,443,0,38,0,95,,
5683,0,TCP,192.168.77.109,47682,443,0,38,0,95,,
5684,0,TCP,192.168.77.109,47682,443,0,38,0,95,,
5685,0,TCP,34.117.237.239,443,39752,0,0,0,94,,
5686,0,TCP,34.160.144.191,443,47682,0,38,0,95,,
5687,0,TCP,192.168.77.109,47682,443,3984,0,0,95,,
5688,0,TCP,192.168.77.109,47682,443,0,0,0,95,,
5689,0,TCP,192.168.77.109,47682,443,0,0,0,95,,
5690,0,TCP,34.160.144.191,443,47682,0,342,0,95,,
5691,0,TCP,192.168.77.109,47682,443,4326,0,0,95,,
5692,0,TCP,192.168.77.109,47682,443,0,0,0,95,,
5693,0,TCP,192.168.77.109,47682,443,0,0,0,95,,
5694,0,TCP,34.160.144.191,443,47682,0,1400,0,95,,
5698,0,TCP,192.168.77.109,47682,443,5726,0,0,95,,
5699,0,TCP,192.168.77.109,47682,443,0,0,0,95,,
5700,0,TCP,192.168.77.109,47682,443,0,0,0,95,,
5701,0,TCP,34.160.144.191,443,47682,0,1400,0,95,,
5702,0,TCP,34.160.144.191,443,47682,0,0,0,95,,
5706,0,TCP,192.168.77.109,47682,443,7126,0,0,95,,
5707,0,TCP,192.168.77.109,47682,443,0,0,0,95,,
5708,0,TCP,192.168.77.109,47682,443,0,0,0,95,,
5709,0,TCP,192.168.77.109,47682,443,0,0,0,95,,
5710,0,TCP,192.168.77.109,47682,443,0,0,0,95,,
5711,0,TCP,192.168.77.109,47682,443,0,0,0,95,,
5712,0,TCP,34.160.144.191,443,47682,0,1400,0,95,,
5713,0,TCP,34.160.144.191,443,47682,0,1277,0,95,,
5714,0,TCP,192.168.77.109,47682,443,8526,0,0,95,,
5715,0,TCP,192.168.77.109,47682,443,0,0,0,95,,
5716,0,TCP,192.168.77.109,47682,443,0,0,0,95,,
5717,0,TCP,192.168.77.109,47682,443,1277,0,0,95,,
5718,0,TCP,192.168.77.109,47682,443,0,0,0,95,,
5719,0,TCP,192.168.77.109,47682,443,0,0,0,95,,
5720,0,TCP,34.160.144.191,443,47682,0,46,0,95,,
5721,0,TCP,192.168.77.109,47682,443,9849,0,0,95,,
5722,0,TCP,192.168.77.109,47682,443,0,0,0,95,,
5723,0,TCP,192.168.77.109,47682,443,0,0,0,95,,
5724,0,TCP,192.168.77.109,47682,443,0,46,0,95,,
5725,0,TCP,192.168.77.109,47682,443,0,46,0,95,,
5726,0,TCP,192.168.77.109,47682,443,0,46,0,95,,
5750,0,TCP,34.160.144.191,443,47682,0,0,0,95,,
5773,0,TCP,192.168.77.109,40478,80,0,0,0,98,,
5774,0,TCP,192.168.77.109,40478,80,0,0,0,98,,
5783,0,TCP,34.117.237.239,443,39752,0,286,0,94,,
5784,0,TCP,34.117.237.239,443,39752,0,1087,0,94,,
5785,0,TCP,34.117.237.239,443,39752,0,39,0,94,,
5786,0,TCP,192.168.77.109,39752,443,5528,0,0,94,,
5787,0,TCP,192.168.77.109,39752,443,0,0,0,94,,
5788,0,TCP,192.168.77.109,39752,443,0,0,0,94,,
5789,0,TCP,192.168.77.109,39752,443,0,39,0,94,,
5790,0,TCP,192.168.77.109,39752,443,0,39,0,94,,
5791,0,TCP,192.168.77.109,39752,443,0,39,0,94,,
5798,0,TCP,34.107.221.82,80,40478,1,0,0,98,,
5799,0,TCP,192.168.77.109,40478,80,0,0,0,98,314,37
5800,0,TCP,192.168.77.109,40478,80,0,0,0,98,314,38
5801,0,TCP,192.168.77.109,40478,80,0,0,0,98,314,39
5802,0,TCP,192.168.77.109,40478,80,0,295,0,98,,
5803,0,TCP,192.168.77.109,40478,80,0,295,0,98,,
5804,0,TCP,192.168.77.109,40478,80,0,295,0,98,,
5814,0,TCP,34.117.237.239,443,39752,0,0,0,94,,
5817,0,TCP,192.168.77.109,35408,443,0,0,0,99,,
5818,0,TCP,192.168.77.109,35408,443,0,0,0,99,,
5819,0,TCP,34.107.221.82,80,40478,295,0,0,98,,
5820,0,TCP,34.107.221.82,80,40478,0,216,0,98,,
5821,0,TCP,192.168.77.109,40478,80,0,0,0,98,,
5822,0,TCP,192.168.77.109,40478,80,0,0,0,98,,
5823,0,TCP,192.168.77.109,40478,80,0,0,0,98,,
5825,0,TCP,34.107.243.93,443,35408,1,0,0,99,,
5826,0,TCP,192.168.77.109,35408,443,0,0,0,99,314,40
5827,0,TCP,192.168.77.109,35408,443,0,0,0,99,314,41
5828,0,TCP,192.168.77.109,35408,443,0,0,0,99,314,42
5829,0,TCP,192.168.77.109,35408,443,0,517,0,99,,
5830,0,TCP,192.168.77.109,35408,443,0,517,0,99,,
5831,0,TCP,192.168.77.109,35408,443,0,517,0,99,,
5838,0,TCP,34.107.243.93,443,35408,517,0,0,99,,
5839,0,TCP,34.107.243.93,443,35408,0,1400,0,99,,
5840,0,TCP,34.107.243.93,443,35408,0,1400,0,99,,
5841,0,TCP,192.168.77.109,35408,443,883,0,0,99,,
5842,0,TCP,192.168.77.109,35408,443,0,0,0,99,,
5843,0,TCP,192.168.77.109,35408,443,0,0,0,99,,
5844,0,TCP,34.107.243.93,443,35408,0,1400,0,99,,
5845,0,TCP,34.107.243.93,443,35408,0,262,0,99,,
5846,0,TCP,192.168.77.109,35408,443,2283,0,0,99,,
5847,0,TCP,192.168.77.109,35408,443,0,0,0,99,,
5848,0,TCP,192.168.77.109,35408,443,0,0,0,99,,
5849,0,TCP,192.168.77.109,35408,443,1662,0,0,99,,
5850,0,TCP,192.168.77.109,35408,443,0,0,0,99,,
5851,0,TCP,192.168.77.109,35408,443,0,0,0,99,,
5852,0,TCP,192.168.77.109,33648,80,0,415,0,96,,
5853,0,TCP,192.168.77.109,33648,80,0,415,0,96,,
5854,0,TCP,192.168.77.109,33648,80,0,415,0,96,,
5863,0,TCP,192.168.77.109,49468,443,0,0,0,100,,
5864,0,TCP,192.168.77.109,49468,443,0,0,0,100,,
5868,0,TCP,192.168.77.109,53740,443,0,0,0,101,,
5869,0,TCP,192.168.77.109,53740,443,0,0,0,101,,
5871,0,TCP,192.168.77.109,53742,443,0,0,0,102,,
5872,0,TCP,192.168.77.109,53742,443,0,0,0,102,,
5876,0,TCP,192.168.77.109,46772,443,0,0,0,103,,
5877,0,TCP,192.168.77.109,46772,443,0,0,0,103,,
5879,0,TCP,192.168.77.109,46784,443,0,0,0,104,,
5880,0,TCP,192.168.77.109,46784,443,0,0,0,104,,
5881,0,TCP,34.120.115.102,443,53740,1,0,0,101,,
5882,0,TCP,192.168.77.109,53740,443,0,0,0,101,314,43
5883,0,TCP,192.168.77.109,53740,443,0,0,0,101,314,44
5884,0,TCP,192.168.77.109,53740,443,0,0,0,101,314,45
5885,0,TCP,192.168.77.109,53740,443,0,517,0,101,,
5886,0,TCP,192.168.77.109,53740,443,0,517,0,101,,
5887,0,TCP,192.168.77.109,53740,443,0,517,0,101,,
5888,0,TCP,34.120.115.102,443,53742,1,0,0,102,,
5889,0,TCP,192.168.77.109,53742,443,0,0,0,102,314,46
5890,0,TCP,192.168.77.109,53742,443,0,0,0,102,314,47
5891,0,TCP,192.168.77.109,53742,443,0,0,0,102,314,48
5892,0,TCP,192.168.77.109,53742,443,0,517,0,102,,
5893,0,TCP,192.168.77.109,53742,443,0,517,0,102,,
5894,0,TCP,192.168.77.109,53742,443,0,517,0,102,,
5895,0,TCP,142.250.71.10,443,49468,1,0,0,100,,
5896,0,TCP,192.168.77.109,49468,443,0,0,0,100,314,49
5897,0,TCP,192.168.77.109,49468,443,0,0,0,100,314,50
5898,0,TCP,192.168.77.109,49468,443,0,0,0,100,314,51
5899,0,TCP,192.168.77.109,49468,443,0,517,0,100,,
5900,0,TCP,192.168.77.109,49468,443,0,517,0,100,,
5901,0,TCP,192.168.77.109,49468,443,0,517,0,100,,
5902,0,TCP,34.149.100.209,443,46772,1,0,0,103,,
5903,0,TCP,192.168.77.109,46772,443,0,0,0,103,314,52
5904,0,TCP,192.168.77.109,46772,443,0,0,0,103,314,53
5905,0,TCP,192.168.77.109,46772,443,0,0,0,103,314,54
5906,0,TCP,192.168.77.109,46772,443,0,517,0,103,,
5907,0,TCP,192.168.77.109,46772,443,0,517,0,103,,
5908,0,TCP,192.168.77.109,46772,443,0,517,0,103,,
5909,0,TCP,23.53.240.56,80,33648,0,0,0,96,,
5910,0,TCP,23.53.240.56,80,33648,0,888,0,96,,
5911,0,TCP,192.168.77.109,33648,80,946,0,0,96,,
5912,0,TCP,192.168.77.109,33648,80,0,0,0,96,,
5913,0,TCP,192.168.77.109,33648,80,0,0,0,96,,
5914,0,TCP,192.168.77.109,35408,443,0,64,0,99,,
5915,0,TCP,192.168.77.109,35408,443,0,64,0,99,,
5916,0,TCP,192.168.77.109,35408,443,0,64,0,99,,
5917,0,TCP,34.149.100.209,443,46784,1,0,0,104,,
5918,0,TCP,192.168.77.109,35408,443,0,170,0,99,,
5919,0,TCP,192.168.77.109,35408,443,0,170,0,99,,
