Packet Number,Time_interval,Layer,src_ip,scr_port,dst_port,ack_no,tcp_length,sql,stream,Time(seconds),socket_count
13145,0,TCP,192.168.77.109,47658,80,0,0,0,111,,
13146,0,TCP,192.168.77.109,47658,80,0,0,0,111,,
13147,0,TCP,23.53.240.51,80,47658,0,0,0,111,,
13156,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
13160,0,TCP,192.168.77.109,53106,80,1,0,0,151,410,206
13161,0,TCP,192.168.77.109,53106,80,0,0,0,151,410,207
13162,0,TCP,192.168.77.109,53106,80,0,0,0,151,410,208
13163,0,TCP,192.168.77.109,53106,80,0,0,0,151,410,209
13164,0,TCP,192.168.77.109,53106,80,0,377,0,151,,
13165,0,TCP,192.168.77.109,53106,80,0,377,0,151,,
13169,1,TCP,192.168.77.109,53098,80,368,0,0,150,,
13170,0,TCP,192.168.77.109,53098,80,0,0,0,150,,
13171,0,TCP,192.168.77.109,53098,80,0,0,0,150,,
13172,0,TCP,192.168.77.109,53098,80,0,0,0,150,,
13176,10,TCP,192.168.77.109,54562,80,129,0,0,126,,
13177,0,TCP,192.168.77.109,54562,80,0,0,0,126,,
13178,0,TCP,192.168.77.109,54562,80,0,0,0,126,,
13179,0,TCP,152.195.38.76,80,54562,0,0,0,126,,
13208,0,TCP,34.107.243.93,443,51315,1239,0,0,152,,
13209,10,TCP,192.168.77.109,49396,80,566,0,0,125,,
13210,0,TCP,192.168.77.109,49396,80,0,0,0,125,,
13211,0,TCP,192.168.77.109,49396,80,0,0,0,125,,
13212,0,TCP,34.107.243.93,443,51315,0,212,0,152,,
13219,0,TCP,192.168.77.109,53098,80,0,377,0,150,,
13220,0,TCP,192.168.77.109,53098,80,0,377,0,150,,
13221,0,TCP,142.250.196.163,80,49396,0,0,0,125,,
13222,0,TCP,34.107.243.93,443,51315,234,586,0,152,,
13223,0,TCP,34.107.243.93,443,51315,0,31,0,152,,
13236,1,TCP,192.168.77.109,53106,80,369,0,0,151,,
13237,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
13238,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
13239,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
13243,0,TCP,34.107.243.93,443,51315,31,0,0,152,,
13251,0,TCP,34.107.243.93,443,51316,1230,0,0,153,,
13252,0,TCP,34.107.243.93,443,51316,0,218,0,153,,
13259,0,TCP,34.107.243.93,443,51316,690,0,0,153,,
13260,0,TCP,34.107.243.93,443,51316,0,798,0,153,,
13264,0,TCP,34.107.243.93,443,51316,183,0,0,153,,
13269,0,TCP,34.107.243.93,443,51316,0,192,0,153,,
13294,0,TCP,34.149.100.209,443,51317,517,0,0,154,,
13296,0,TCP,34.149.100.209,443,51317,0,156,0,154,,
13305,0,TCP,34.149.100.209,443,51317,51,0,0,154,,
13306,0,TCP,34.149.100.209,443,51317,177,0,0,154,,
13307,0,TCP,34.149.100.209,443,51317,269,0,0,154,,
13308,0,TCP,34.149.100.209,443,51317,0,69,0,154,,
13312,0,TCP,34.149.100.209,443,51317,0,38,0,154,,
13313,0,TCP,34.149.100.209,443,51317,0,329,0,154,,
13317,0,TCP,34.149.100.209,443,51317,0,92,0,154,,
13318,0,TCP,34.149.100.209,443,51317,0,46,0,154,,
13324,0,TCP,34.149.100.209,443,51317,84,0,0,154,,
13325,0,TCP,192.168.77.109,53106,80,0,377,0,151,,
13326,0,TCP,192.168.77.109,53106,80,0,377,0,151,,
13330,1,TCP,192.168.77.109,53098,80,368,0,0,150,,
13331,0,TCP,192.168.77.109,53098,80,0,0,0,150,,
13332,0,TCP,192.168.77.109,53098,80,0,0,0,150,,
13333,0,TCP,192.168.77.109,53098,80,0,0,0,150,,
13337,0,TCP,192.168.77.109,53098,80,0,377,0,150,,
13338,0,TCP,192.168.77.109,53098,80,0,377,0,150,,
13345,1,TCP,192.168.77.109,53106,80,368,0,0,151,,
13346,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
13347,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
13348,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
13359,0,TCP,192.168.77.1,1900,51318,145,0,0,155,,
13360,0,TCP,192.168.77.1,1900,51318,0,261,0,155,,
13361,0,TCP,192.168.77.1,1900,51318,0,1460,0,155,,
13365,0,TCP,192.168.77.1,1900,51318,0,1460,0,155,,
13366,0,TCP,192.168.77.1,1900,51318,0,463,0,155,,
13375,0,TCP,192.168.77.1,1900,51318,1,0,0,155,,
13382,0,TCP,192.168.77.1,1900,51319,592,0,0,156,,
13383,0,TCP,192.168.77.1,1900,51319,0,218,0,156,,
13384,0,TCP,192.168.77.1,1900,51319,0,416,0,156,,
13393,0,TCP,192.168.77.1,1900,51319,1,0,0,156,,
13400,0,TCP,192.168.77.1,1900,51320,613,0,0,157,,
13401,0,TCP,192.168.77.1,1900,51320,0,218,0,157,,
13402,0,TCP,192.168.77.1,1900,51320,0,343,0,157,,
13411,0,TCP,192.168.77.1,1900,51320,1,0,0,157,,
13418,0,TCP,192.168.77.1,1900,51321,917,0,0,158,,
13419,0,TCP,192.168.77.1,1900,51321,0,218,0,158,,
13420,0,TCP,192.168.77.1,1900,51321,0,268,0,158,,
13426,0,TCP,192.168.77.1,1900,51321,1,0,0,158,,
13429,0,TCP,192.168.77.109,53106,80,0,377,0,151,,
13430,0,TCP,192.168.77.109,53106,80,0,377,0,151,,
13431,10,TCP,192.168.77.109,33652,80,1894,0,0,97,,
13432,0,TCP,192.168.77.109,33652,80,0,0,0,97,,
13433,0,TCP,192.168.77.109,33652,80,0,0,0,97,,
13440,1,TCP,192.168.77.109,53098,80,368,0,0,150,,
13441,0,TCP,192.168.77.109,53098,80,0,0,0,150,,
13442,0,TCP,192.168.77.109,53098,80,0,0,0,150,,
13443,0,TCP,192.168.77.109,53098,80,0,0,0,150,,
13444,0,TCP,23.53.240.56,80,33652,0,0,0,97,,
13445,10,TCP,192.168.77.109,33648,80,2840,0,0,96,,
13446,0,TCP,192.168.77.109,33648,80,0,0,0,96,,
13447,0,TCP,192.168.77.109,33648,80,0,0,0,96,,
13448,0,TCP,23.53.240.56,80,33648,0,0,0,96,,
13449,0,TCP,192.168.77.109,53098,80,0,377,0,150,,
13450,0,TCP,192.168.77.109,53098,80,0,377,0,150,,
13460,1,TCP,192.168.77.109,53106,80,368,0,0,151,,
13461,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
13462,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
13463,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
13464,10,TCP,23.215.215.106,443,51295,0,0,0,93,,
13465,0,TCP,192.168.77.109,53106,80,0,377,0,151,,
13466,0,TCP,192.168.77.109,53106,80,0,377,0,151,,
13473,1,TCP,192.168.77.109,53098,80,368,0,0,150,,
13474,0,TCP,192.168.77.109,53098,80,0,0,0,150,,
13475,0,TCP,192.168.77.109,53098,80,0,0,0,150,,
13476,0,TCP,192.168.77.109,53098,80,0,0,0,150,,
13477,10,TCP,192.168.77.109,40478,80,0,0,0,98,,
13478,0,TCP,192.168.77.109,40478,80,0,0,0,98,,
13479,0,TCP,192.168.77.109,40478,80,0,0,0,98,,
13480,0,TCP,34.107.221.82,80,40478,79,0,0,98,,
13481,0,TCP,192.168.77.109,53098,80,0,377,0,150,,
13482,0,TCP,192.168.77.109,53098,80,0,377,0,150,,
13489,1,TCP,192.168.77.109,53106,80,368,0,0,151,,
13490,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
13491,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
13492,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
13493,10,TCP,192.168.77.109,33302,80,283,0,0,107,,
13494,0,TCP,192.168.77.109,33302,80,0,0,0,107,,
13495,0,TCP,192.168.77.109,33302,80,0,0,0,107,,
13496,0,TCP,142.250.196.163,80,33302,0,0,0,107,,
13497,0,TCP,192.168.77.109,53106,80,0,377,0,151,,
13498,0,TCP,192.168.77.109,53106,80,0,377,0,151,,
13505,1,TCP,192.168.77.109,53098,80,368,0,0,150,,
13506,0,TCP,192.168.77.109,53098,80,0,0,0,150,,
13507,0,TCP,192.168.77.109,53098,80,0,0,0,150,,
13508,0,TCP,192.168.77.109,53098,80,0,0,0,150,,
13516,0,TCP,192.168.77.109,53098,80,0,377,0,150,,
13517,0,TCP,192.168.77.109,53098,80,0,377,0,150,,
13518,58,TCP,163.70.143.60,443,51303,39,39,0,142,,
13525,1,TCP,192.168.77.109,53106,80,368,0,0,151,,
13526,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
13527,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
13528,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
13532,10,TCP,192.168.77.109,47658,80,473,0,0,111,,
13533,0,TCP,192.168.77.109,47658,80,0,0,0,111,,
13534,0,TCP,192.168.77.109,47658,80,0,0,0,111,,
13535,0,TCP,192.168.77.109,53106,80,0,377,0,151,,
13536,0,TCP,192.168.77.109,53106,80,0,377,0,151,,
13537,0,TCP,23.53.240.51,80,47658,0,0,0,111,,
13549,1,TCP,192.168.77.109,53098,80,368,0,0,150,,
13550,0,TCP,192.168.77.109,53098,80,0,0,0,150,,
13551,0,TCP,192.168.77.109,53098,80,0,0,0,150,,
13552,0,TCP,192.168.77.109,53098,80,0,0,0,150,,
13563,5,TCP,23.215.215.106,443,51295,24,0,0,93,,
13564,0,TCP,23.215.215.106,443,51295,0,24,0,93,,
13568,0,TCP,23.215.215.106,443,51295,0,0,0,93,,
13569,0,TCP,23.215.215.106,443,51295,1,0,0,93,,
13578,0,TCP,23.109.170.137,443,51322,663,0,0,159,,
13579,0,TCP,23.109.170.137,443,51322,0,1440,0,159,,
13580,0,TCP,23.109.170.137,443,51322,0,1440,0,159,,
13584,0,TCP,23.109.170.137,443,51322,0,1176,0,159,,
13597,0,TCP,192.168.77.1,1900,51323,145,0,0,160,,
13598,0,TCP,192.168.77.1,1900,51323,0,261,0,160,,
13599,0,TCP,192.168.77.1,1900,51323,0,1460,0,160,,
13603,0,TCP,192.168.77.1,1900,51323,0,1460,0,160,,
13604,0,TCP,192.168.77.1,1900,51323,0,463,0,160,,
13613,0,TCP,192.168.77.1,1900,51323,1,0,0,160,,
13620,0,TCP,192.168.77.1,1900,51324,592,0,0,161,,
13621,0,TCP,192.168.77.1,1900,51324,0,218,0,161,,
13622,0,TCP,192.168.77.1,1900,51324,0,416,0,161,,
13631,0,TCP,192.168.77.1,1900,51324,1,0,0,161,,
13638,0,TCP,192.168.77.1,1900,51325,613,0,0,162,,
13639,0,TCP,192.168.77.1,1900,51325,0,218,0,162,,
13640,0,TCP,192.168.77.1,1900,51325,0,343,0,162,,
13649,0,TCP,192.168.77.1,1900,51325,1,0,0,162,,
13656,0,TCP,192.168.77.1,1900,51326,917,0,0,163,,
13657,0,TCP,23.109.170.137,443,51322,342,282,0,159,,
13661,0,TCP,192.168.77.1,1900,51326,0,218,0,163,,
13662,0,TCP,192.168.77.1,1900,51326,0,268,0,163,,
13671,0,TCP,192.168.77.1,1900,51326,1,0,0,163,,
13678,0,TCP,192.168.77.1,1900,51327,917,0,0,164,,
13679,0,TCP,192.168.77.1,1900,51327,0,218,0,164,,
13680,0,TCP,192.168.77.1,1900,51327,0,268,0,164,,
13689,0,TCP,192.168.77.1,1900,51327,1,0,0,164,,
13697,0,TCP,192.168.77.1,1900,51328,917,0,0,165,,
13698,0,TCP,23.109.170.137,443,51322,517,1440,0,159,,
13699,0,TCP,23.109.170.137,443,51322,0,229,0,159,,
13703,0,TCP,192.168.77.1,1900,51328,0,218,0,165,,
13704,0,TCP,192.168.77.1,1900,51328,0,268,0,165,,
13713,0,TCP,192.168.77.1,1900,51328,1,0,0,165,,
13720,0,TCP,192.168.77.1,1900,51329,917,0,0,166,,
13721,0,TCP,192.168.77.1,1900,51329,0,218,0,166,,
13722,0,TCP,192.168.77.1,1900,51329,0,268,0,166,,
13728,0,TCP,192.168.77.1,1900,51329,1,0,0,166,,
13729,10,TCP,192.168.77.109,54562,80,129,0,0,126,,
13730,0,TCP,192.168.77.109,54562,80,0,0,0,126,,
13731,0,TCP,192.168.77.109,54562,80,0,0,0,126,,
13732,0,TCP,152.195.38.76,80,54562,0,0,0,126,,
13733,0,TCP,192.168.77.109,53098,80,0,377,0,150,,
13734,0,TCP,192.168.77.109,53098,80,0,377,0,150,,
13741,1,TCP,192.168.77.109,53106,80,368,0,0,151,,
13742,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
13743,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
13744,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
13745,10,TCP,192.168.77.109,49396,80,566,0,0,125,,
13746,0,TCP,192.168.77.109,49396,80,0,0,0,125,,
13747,0,TCP,192.168.77.109,49396,80,0,0,0,125,,
13748,0,TCP,142.250.196.163,80,49396,0,0,0,125,,
13749,0,TCP,192.168.77.109,53098,80,0,0,0,150,,
13750,0,TCP,192.168.77.109,53098,80,0,0,0,150,,
13754,0,TCP,192.168.77.109,53106,80,0,469,0,151,,
13755,0,TCP,192.168.77.109,53106,80,0,469,0,151,,
13759,0,TCP,192.168.77.109,53106,80,540,0,0,151,,
13760,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
13761,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
13762,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
13769,0,TCP,192.168.77.109,53098,80,0,0,0,150,,
13770,0,TCP,192.168.77.109,53098,80,0,0,0,150,,
13771,0,TCP,192.168.77.109,53098,80,0,0,0,150,,
13772,0,TCP,192.168.77.109,53098,80,0,0,0,150,,
13773,0,TCP,192.168.77.109,53098,80,0,0,0,150,,
13774,0,TCP,192.168.77.109,53098,80,0,0,0,150,,
13775,0,TCP,192.168.77.109,53098,80,0,0,0,150,,
13776,0,TCP,192.168.77.109,53098,80,0,0,0,150,,
13780,58,TCP,157.90.91.72,443,49949,39,39,0,2,,
13784,1,TCP,192.168.77.109,53106,80,0,476,0,151,,
13785,0,TCP,192.168.77.109,53106,80,0,476,0,151,,
13820,0,TCP,192.168.77.109,53106,80,8688,0,0,151,,
13821,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
13858,0,TCP,192.168.77.109,53106,80,4863,0,0,151,,
13859,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
13869,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
13870,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
13871,0,TCP,192.168.77.109,53106,80,2896,0,0,151,,
13872,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
13873,0,TCP,192.168.77.109,53106,80,10136,0,0,151,,
13874,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
13875,0,TCP,192.168.77.109,53106,80,7240,0,0,151,,
13876,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
13877,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
13878,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
13879,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
13880,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
13881,0,TCP,192.168.77.109,53106,80,3569,0,0,151,,
13882,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
13883,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
13884,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
13885,1,TCP,192.168.77.109,53106,80,0,377,0,151,,
13886,0,TCP,192.168.77.109,53106,80,0,377,0,151,,
13890,10,TCP,192.168.77.109,33652,80,1894,0,0,97,,
13891,0,TCP,192.168.77.109,33652,80,0,0,0,97,,
13892,0,TCP,192.168.77.109,33652,80,0,0,0,97,,
13893,0,TCP,23.53.240.56,80,33652,0,0,0,97,,
13894,10,TCP,192.168.77.109,33648,80,2840,0,0,96,,
13895,0,TCP,192.168.77.109,33648,80,0,0,0,96,,
13896,0,TCP,192.168.77.109,33648,80,0,0,0,96,,
13897,0,TCP,23.53.240.56,80,33648,0,0,0,96,,
13899,0,TCP,192.168.77.109,54852,80,0,0,0,167,,
13903,0,TCP,192.168.77.109,54852,80,1,0,0,167,425,210
13904,0,TCP,192.168.77.109,54852,80,0,0,0,167,425,211
13905,0,TCP,192.168.77.109,54852,80,0,0,0,167,425,212
13906,0,TCP,192.168.77.109,54852,80,0,0,0,167,425,213
13907,0,TCP,192.168.77.109,54852,80,0,377,0,167,,
13908,0,TCP,192.168.77.109,54852,80,0,377,0,167,,
13912,1,TCP,192.168.77.109,53106,80,368,0,0,151,,
13913,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
13914,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
13915,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
13919,3,TCP,157.90.91.72,443,49949,0,33,0,2,,
13923,0,TCP,157.90.91.72,443,49949,37,48,0,2,,
13927,0,TCP,192.168.77.109,53106,80,0,377,0,151,,
13928,0,TCP,192.168.77.109,53106,80,0,377,0,151,,
13932,1,TCP,192.168.77.109,54852,80,369,0,0,167,,
13933,0,TCP,192.168.77.109,54852,80,0,0,0,167,,
13934,0,TCP,192.168.77.109,54852,80,0,0,0,167,,
13935,0,TCP,192.168.77.109,54852,80,0,0,0,167,,
13939,10,TCP,192.168.77.109,40478,80,0,0,0,98,,
13940,0,TCP,192.168.77.109,40478,80,0,0,0,98,,
13941,0,TCP,192.168.77.109,40478,80,0,0,0,98,,
13942,0,TCP,34.107.221.82,80,40478,79,0,0,98,,
13943,0,TCP,192.168.77.109,54852,80,0,377,0,167,,
13944,0,TCP,192.168.77.109,54852,80,0,377,0,167,,
13948,1,TCP,192.168.77.109,53106,80,368,0,0,151,,
13949,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
13950,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
13951,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
13955,10,TCP,192.168.77.109,33302,80,283,0,0,107,,
13956,0,TCP,192.168.77.109,33302,80,0,0,0,107,,
13957,0,TCP,192.168.77.109,33302,80,0,0,0,107,,
13958,0,TCP,142.250.196.163,80,33302,0,0,0,107,,
13959,0,TCP,192.168.77.109,53106,80,0,377,0,151,,
13960,0,TCP,192.168.77.109,53106,80,0,377,0,151,,
13964,1,TCP,192.168.77.109,54852,80,368,0,0,167,,
13965,0,TCP,192.168.77.109,54852,80,0,0,0,167,,
13966,0,TCP,192.168.77.109,54852,80,0,0,0,167,,
13967,0,TCP,192.168.77.109,54852,80,0,0,0,167,,
13974,22,TCP,163.70.143.60,443,51007,70,0,0,6,,
13975,0,TCP,163.70.143.60,443,51007,0,72,0,6,,
13979,0,TCP,192.168.77.109,54852,80,0,377,0,167,,
13980,0,TCP,192.168.77.109,54852,80,0,377,0,167,,
13984,1,TCP,192.168.77.109,53106,80,368,0,0,151,,
13985,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
13986,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
13987,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
13994,30,TCP,104.18.1.181,443,50884,35,0,0,5,,
14001,3,TCP,192.168.77.109,40478,80,0,0,0,98,,
14002,0,TCP,192.168.77.109,40478,80,0,0,0,98,,
14003,0,TCP,192.168.77.109,40478,80,0,0,0,98,,
14004,0,TCP,34.107.221.82,80,40478,80,0,0,98,,
14005,0,TCP,192.168.77.109,40478,80,0,0,0,98,,
14006,0,TCP,192.168.77.109,40478,80,0,0,0,98,,
14007,0,TCP,192.168.77.109,40478,80,0,0,0,98,,
14008,10,TCP,192.168.77.109,47658,80,473,0,0,111,,
14009,0,TCP,192.168.77.109,47658,80,0,0,0,111,,
14010,0,TCP,192.168.77.109,47658,80,0,0,0,111,,
14011,0,TCP,192.168.77.109,53106,80,0,377,0,151,,
14012,0,TCP,192.168.77.109,53106,80,0,377,0,151,,
14019,1,TCP,192.168.77.109,54852,80,368,0,0,167,,
14020,0,TCP,192.168.77.109,54852,80,0,0,0,167,,
14021,0,TCP,192.168.77.109,54852,80,0,0,0,167,,
14022,0,TCP,192.168.77.109,54852,80,0,0,0,167,,
14023,0,TCP,23.53.240.51,80,47658,0,0,0,111,,
14033,3,TCP,192.168.77.109,33302,80,283,0,0,107,,
14034,0,TCP,192.168.77.109,33302,80,0,0,0,107,,
14035,0,TCP,192.168.77.109,33302,80,0,0,0,107,,
14036,0,TCP,142.250.196.163,80,33302,0,0,0,107,,
14037,0,TCP,192.168.77.109,33302,80,283,0,0,107,,
14038,0,TCP,192.168.77.109,33302,80,0,0,0,107,,
14039,0,TCP,192.168.77.109,33302,80,0,0,0,107,,
14040,10,TCP,192.168.77.109,54562,80,129,0,0,126,,
14041,0,TCP,192.168.77.109,54562,80,0,0,0,126,,
14042,0,TCP,192.168.77.109,54562,80,0,0,0,126,,
14043,58,TCP,192.168.77.109,47682,443,0,46,0,95,,
14044,0,TCP,192.168.77.109,47682,443,0,46,0,95,,
14045,0,TCP,192.168.77.109,47682,443,0,46,0,95,,
14046,58,TCP,192.168.77.109,39752,443,0,39,0,94,,
14047,0,TCP,192.168.77.109,39752,443,0,39,0,94,,
14048,0,TCP,192.168.77.109,39752,443,0,39,0,94,,
14049,0,TCP,192.168.77.109,54852,80,0,377,0,167,,
14050,0,TCP,192.168.77.109,54852,80,0,377,0,167,,
14051,0,TCP,152.195.38.76,80,54562,0,0,0,126,,
14052,0,TCP,34.160.144.191,443,47682,0,46,0,95,,
14053,0,TCP,192.168.77.109,47682,443,9803,0,0,95,,
14054,0,TCP,192.168.77.109,47682,443,0,0,0,95,,
14055,0,TCP,192.168.77.109,47682,443,0,0,0,95,,
14056,0,TCP,34.117.237.239,443,39752,0,39,0,94,,
14057,0,TCP,192.168.77.109,39752,443,5489,0,0,94,,
14058,0,TCP,192.168.77.109,39752,443,0,0,0,94,,
14059,0,TCP,192.168.77.109,39752,443,0,0,0,94,,
14066,1,TCP,192.168.77.109,53106,80,368,0,0,151,,
14067,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
14068,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
14069,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
14070,10,TCP,192.168.77.109,49396,80,566,0,0,125,,
14071,0,TCP,192.168.77.109,49396,80,0,0,0,125,,
14072,0,TCP,192.168.77.109,49396,80,0,0,0,125,,
14073,0,TCP,142.250.196.163,80,49396,0,0,0,125,,
14077,11,TCP,23.109.170.137,443,51322,0,0,0,159,,
14078,0,TCP,192.168.77.109,53106,80,0,377,0,151,,
14079,0,TCP,192.168.77.109,53106,80,0,377,0,151,,
14080,58,TCP,192.168.77.109,53740,443,0,39,0,101,,
14081,0,TCP,192.168.77.109,53740,443,0,39,0,101,,
14082,0,TCP,192.168.77.109,53740,443,0,39,0,101,,
14083,58,TCP,192.168.77.109,35408,443,0,39,0,99,,
14084,0,TCP,192.168.77.109,35408,443,0,39,0,99,,
14085,0,TCP,192.168.77.109,35408,443,0,39,0,99,,
14086,0,TCP,34.120.115.102,443,53740,0,39,0,101,,
14087,0,TCP,192.168.77.109,53740,443,20028,0,0,101,,
14088,0,TCP,192.168.77.109,53740,443,0,0,0,101,,
14089,0,TCP,192.168.77.109,53740,443,0,0,0,101,,
14090,0,TCP,34.107.243.93,443,35408,0,39,0,99,,
14094,0,TCP,192.168.77.109,35408,443,4297,0,0,99,,
14095,0,TCP,192.168.77.109,35408,443,0,0,0,99,,
14096,0,TCP,192.168.77.109,35408,443,0,0,0,99,,
14100,1,TCP,192.168.77.109,54852,80,368,0,0,167,,
14101,0,TCP,192.168.77.109,54852,80,0,0,0,167,,
14102,0,TCP,192.168.77.109,54852,80,0,0,0,167,,
14103,0,TCP,192.168.77.109,54852,80,0,0,0,167,,
14104,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
14105,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
14109,0,TCP,192.168.77.109,54852,80,0,470,0,167,,
14110,0,TCP,192.168.77.109,54852,80,0,470,0,167,,
14114,0,TCP,192.168.77.109,54852,80,540,0,0,167,,
14115,0,TCP,192.168.77.109,54852,80,0,0,0,167,,
14116,0,TCP,192.168.77.109,54852,80,0,0,0,167,,
14117,0,TCP,192.168.77.109,54852,80,0,0,0,167,,
14118,2,TCP,192.168.77.109,47658,80,473,0,0,111,,
14119,0,TCP,192.168.77.109,47658,80,0,0,0,111,,
14120,0,TCP,192.168.77.109,47658,80,0,0,0,111,,
14121,0,TCP,23.53.240.51,80,47658,0,0,0,111,,
14122,0,TCP,192.168.77.109,47658,80,473,0,0,111,,
14123,0,TCP,192.168.77.109,47658,80,0,0,0,111,,
14124,0,TCP,192.168.77.109,47658,80,0,0,0,111,,
14125,58,TCP,192.168.77.109,46772,443,0,39,0,103,,
14126,0,TCP,192.168.77.109,46772,443,0,39,0,103,,
14127,0,TCP,192.168.77.109,46772,443,0,39,0,103,,
14128,0,TCP,34.149.100.209,443,46772,0,39,0,103,,
14129,0,TCP,192.168.77.109,46772,443,31921,0,0,103,,
14130,0,TCP,192.168.77.109,46772,443,0,0,0,103,,
14131,0,TCP,192.168.77.109,46772,443,0,0,0,103,,
14138,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
14139,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
14140,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
14141,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
14142,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
14143,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
14144,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
14145,0,TCP,192.168.77.109,53106,80,0,0,0,151,,
14146,1,TCP,192.168.77.109,54852,80,0,476,0,167,,
14147,0,TCP,192.168.77.109,54852,80,0,476,0,167,,
14172,0,TCP,192.168.77.109,54852,80,7240,0,0,167,,
14173,0,TCP,192.168.77.109,54852,80,0,0,0,167,,
14182,0,TCP,192.168.77.109,54852,80,6311,0,0,167,,
14187,0,TCP,192.168.77.109,54852,80,0,0,0,167,,
14193,0,TCP,192.168.77.109,54852,80,0,0,0,167,,
14194,0,TCP,192.168.77.109,54852,80,0,0,0,167,,
14204,0,TCP,192.168.77.109,54852,80,10136,0,0,167,,
14206,0,TCP,192.168.77.109,54852,80,0,0,0,167,,
14215,0,TCP,192.168.77.109,54852,80,2884,0,0,167,,
14221,0,TCP,192.168.77.109,54852,80,0,0,0,167,,
14226,0,TCP,192.168.77.109,54852,80,0,0,0,167,,
14227,0,TCP,192.168.77.109,54852,80,0,0,0,167,,
14233,0,TCP,192.168.77.109,54852,80,5792,0,0,167,,
14234,0,TCP,192.168.77.109,54852,80,0,0,0,167,,
14235,0,TCP,192.168.77.109,54852,80,5024,0,0,167,,
14236,0,TCP,192.168.77.109,54852,80,0,0,0,167,,
14240,0,TCP,192.168.77.109,54852,80,5,0,0,167,,
14241,0,TCP,192.168.77.109,54852,80,0,0,0,167,,
14242,0,TCP,192.168.77.109,54852,80,0,0,0,167,,
14243,0,TCP,192.168.77.109,54852,80,0,0,0,167,,
14289,10,TCP,192.168.77.109,33652,80,1894,0,0,97,,
14290,0,TCP,192.168.77.109,33652,80,0,0,0,97,,
14291,0,TCP,192.168.77.109,33652,80,0,0,0,97,,
14292,0,TCP,23.53.240.56,80,33652,0,0,0,97,,
14296,10,TCP,192.168.77.109,33648,80,2840,0,0,96,,
14297,0,TCP,192.168.77.109,33648,80,0,0,0,96,,
14298,0,TCP,192.168.77.109,33648,80,0,0,0,96,,
14299,0,TCP,23.53.240.56,80,33648,0,0,0,96,,
14304,1,TCP,192.168.77.109,54852,80,0,377,0,167,,
14305,0,TCP,192.168.77.109,54852,80,0,377,0,167,,
14312,29,TCP,35.186.224.39,443,51064,43,0,0,9,,
