Packet Number,Time(seconds),Time_interval,Layer,src_ip,scr_port,dst_port,ack_no,tcp_length,socket_count,sql,stream
4026,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4027,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4029,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4030,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4032,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4033,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4035,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4036,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4038,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4039,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4041,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4042,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4044,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4045,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4047,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4048,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4050,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4051,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4053,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4054,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4056,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4057,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4059,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4060,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4062,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4063,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4065,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4066,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4068,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4069,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4071,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4072,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4074,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4075,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4077,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4078,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4080,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4081,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4083,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4084,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4086,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4087,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4089,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4090,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4092,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4093,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4095,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4096,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4098,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4099,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4101,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4102,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4104,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4105,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4107,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4108,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4110,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4111,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4113,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4114,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4116,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4117,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4119,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4120,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4122,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4123,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4125,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4126,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4128,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4129,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4131,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4132,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4134,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4135,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4137,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4138,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4140,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4141,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4143,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4144,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4146,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4147,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4149,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4150,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4152,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4153,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4155,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4156,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4158,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4159,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4161,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4162,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4164,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4165,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4167,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4168,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4170,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4171,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4173,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4174,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4176,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4177,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4179,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4180,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4182,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4183,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4185,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4186,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4188,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4189,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4191,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4192,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4194,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4195,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4197,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4198,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4200,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4201,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4203,280,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4204,280,0,TCP,23.201.220.28,443,51293,0,524,21,0,91
4207,281,0,TCP,23.201.220.28,443,51293,153,1440,21,0,91
4208,281,0,TCP,23.201.220.28,443,51293,0,1205,21,0,91
4211,281,0,TCP,23.201.220.28,443,51293,152,1440,21,0,91
4212,281,0,TCP,23.201.220.28,443,51293,0,643,21,0,91
4215,281,0,TCP,23.201.220.28,443,51293,153,1440,21,0,91
4216,281,0,TCP,23.201.220.28,443,51293,0,300,21,0,91
4219,281,0,TCP,23.201.220.28,443,51293,152,1440,21,0,91
4220,281,0,TCP,23.201.220.28,443,51293,0,1332,21,0,91
4226,281,0,TCP,23.201.220.28,443,51293,152,1367,21,0,91
4229,281,0,TCP,23.201.220.28,443,51293,152,1440,21,0,91
4230,281,0,TCP,23.201.220.28,443,51293,0,643,21,0,91
4233,281,0,TCP,23.201.220.28,443,51293,153,1440,21,0,91
4234,281,0,TCP,23.201.220.28,443,51293,0,388,21,0,91
4237,281,0,TCP,23.201.220.28,443,51293,153,1440,21,0,91
4238,281,0,TCP,23.201.220.28,443,51293,0,1198,21,0,91
4241,281,0,TCP,23.201.220.28,443,51293,152,1440,21,0,91
4242,281,0,TCP,23.201.220.28,443,51293,0,1018,21,0,91
4245,281,0,TCP,23.201.220.28,443,51293,153,1440,21,0,91
4246,281,0,TCP,23.201.220.28,443,51293,0,1222,21,0,91
4249,281,0,TCP,23.201.220.28,443,51293,153,1440,21,0,91
4250,281,0,TCP,23.201.220.28,443,51293,0,800,21,0,91
4253,281,0,TCP,23.201.220.28,443,51293,152,1440,21,0,91
4254,281,0,TCP,23.201.220.28,443,51293,0,645,21,0,91
4257,281,0,TCP,23.201.220.28,443,51293,153,1440,21,0,91
4258,281,0,TCP,23.201.220.28,443,51293,0,690,21,0,91
4265,281,0,TCP,23.201.220.28,443,51293,153,1440,21,0,91
4266,281,0,TCP,23.201.220.28,443,51293,0,191,21,0,91
4269,282,0,TCP,23.201.220.28,443,51293,152,1440,21,0,91
4270,282,0,TCP,23.201.220.28,443,51293,0,641,21,0,91
4273,282,0,TCP,23.201.220.28,443,51293,152,1440,21,0,91
4274,282,0,TCP,23.201.220.28,443,51293,0,872,21,0,91
4277,282,0,TCP,23.201.220.28,443,51293,152,1440,21,0,91
4278,282,0,TCP,23.201.220.28,443,51293,0,647,21,0,91
4281,282,0,TCP,23.201.220.28,443,51293,153,1440,21,0,91
4282,282,0,TCP,23.201.220.28,443,51293,0,1236,21,0,91
4285,282,0,TCP,23.201.220.28,443,51293,152,1440,21,0,91
4286,282,0,TCP,23.201.220.28,443,51293,0,1347,21,0,91
4289,282,0,TCP,23.201.220.28,443,51293,152,1440,21,0,91
4290,282,0,TCP,23.201.220.28,443,51293,0,664,21,0,91
4293,282,0,TCP,23.201.220.28,443,51293,153,1440,21,0,91
4294,282,0,TCP,23.201.220.28,443,51293,0,192,21,0,91
4297,282,0,TCP,23.201.220.28,443,51293,152,1440,21,0,91
4298,282,0,TCP,23.201.220.28,443,51293,0,1021,21,0,91
4301,282,0,TCP,23.201.220.28,443,51293,153,1440,21,0,91
4302,282,0,TCP,23.201.220.28,443,51293,0,480,21,0,91
4305,282,0,TCP,23.201.220.28,443,51293,152,1440,21,0,91
4306,282,0,TCP,23.201.220.28,443,51293,0,642,21,0,91
4309,282,0,TCP,23.201.220.28,443,51293,153,1440,21,0,91
4310,282,0,TCP,23.201.220.28,443,51293,0,1205,21,0,91
4316,282,0,TCP,23.201.220.28,443,51293,153,1440,21,0,91
4317,282,0,TCP,23.201.220.28,443,51293,0,478,21,0,91
4322,282,0,TCP,23.201.220.28,443,51293,153,1440,21,0,91
4323,282,0,TCP,23.201.220.28,443,51293,0,1212,21,0,91
4327,283,0,TCP,23.201.220.28,443,51293,153,1440,21,0,91
4328,283,0,TCP,23.201.220.28,443,51293,0,476,21,0,91
4331,283,0,TCP,23.201.220.28,443,51293,153,1440,21,0,91
4332,283,0,TCP,23.201.220.28,443,51293,0,1204,21,0,91
4335,283,0,TCP,23.201.220.28,443,51293,153,1440,21,0,91
4336,283,0,TCP,23.201.220.28,443,51293,0,1216,21,0,91
4339,283,0,TCP,23.201.220.28,443,51293,153,1440,21,0,91
4340,283,0,TCP,23.201.220.28,443,51293,0,1355,21,0,91
4343,283,0,TCP,23.201.220.28,443,51293,152,1440,21,0,91
4344,283,0,TCP,23.201.220.28,443,51293,0,478,21,0,91
4349,283,0,TCP,23.201.220.28,443,51293,152,1440,21,0,91
4350,283,0,TCP,23.201.220.28,443,51293,0,1000,21,0,91
4354,283,0,TCP,23.201.220.28,443,51293,152,1440,21,0,91
4355,283,0,TCP,23.201.220.28,443,51293,0,1352,21,0,91
4358,283,0,TCP,23.201.220.28,443,51293,153,1345,21,0,91
4360,283,0,TCP,23.201.220.28,443,51293,152,1343,21,0,91
4362,283,0,TCP,23.201.220.28,443,51293,153,1440,21,0,91
4363,283,0,TCP,23.201.220.28,443,51293,0,458,21,0,91
4366,283,0,TCP,23.201.220.28,443,51293,152,1440,21,0,91
4367,283,0,TCP,23.201.220.28,443,51293,0,1029,21,0,91
4370,283,0,TCP,23.201.220.28,443,51293,153,1440,21,0,91
4372,283,0,TCP,23.201.220.28,443,51293,0,1227,21,0,91
4374,284,0,TCP,23.201.220.28,443,51293,153,1440,21,0,91
4375,284,0,TCP,23.201.220.28,443,51293,0,1213,21,0,91
4378,284,0,TCP,23.201.220.28,443,51293,153,1440,21,0,91
4379,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4381,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4382,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4384,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4385,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4387,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4388,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4390,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4391,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4393,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4394,284,0,TCP,23.201.220.28,443,51293,0,566,21,0,91
4396,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4397,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4399,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4400,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4402,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4403,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4405,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4406,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4408,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4409,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4411,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4412,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4414,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4415,284,0,TCP,23.201.220.28,443,51293,0,306,21,0,91
4417,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4418,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4420,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4421,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4423,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4424,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4426,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4427,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4429,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4430,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4432,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4433,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4435,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4436,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4438,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4439,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4441,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4442,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4444,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4445,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4447,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4448,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4450,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4451,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4453,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4454,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4456,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4457,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4459,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4460,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4462,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4463,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4465,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4466,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4468,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4469,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4471,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4472,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4474,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4475,284,0,TCP,23.201.220.28,443,51293,0,936,21,0,91
4478,284,0,TCP,23.201.220.28,443,51293,152,1440,21,0,91
4479,284,0,TCP,23.201.220.28,443,51293,0,641,21,0,91
4482,284,0,TCP,23.201.220.28,443,51293,153,1440,21,0,91
4483,284,0,TCP,23.201.220.28,443,51293,0,323,21,0,91
4486,284,0,TCP,23.201.220.28,443,51293,153,1440,21,0,91
4487,284,0,TCP,23.201.220.28,443,51293,0,477,21,0,91
4490,284,0,TCP,23.201.220.28,443,51293,152,1440,21,0,91
4491,284,0,TCP,23.201.220.28,443,51293,0,631,21,0,91
4494,284,0,TCP,23.201.220.28,443,51293,152,1440,21,0,91
4495,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4497,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4498,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4500,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4501,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4503,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4504,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4506,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4507,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4509,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4510,284,0,TCP,23.201.220.28,443,51293,0,566,21,0,91
4512,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4513,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4515,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4516,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4518,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4519,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4521,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4522,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4524,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4525,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4527,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4528,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4530,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4531,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4533,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4534,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4536,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4537,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4539,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4540,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4542,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4543,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4545,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4546,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4548,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4549,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4551,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4552,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4554,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4555,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4557,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4558,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4560,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4561,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4563,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4564,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4566,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4567,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4569,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4570,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4572,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4573,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4575,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4576,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4578,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4579,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4581,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4582,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4584,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4585,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4587,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4588,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4590,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4591,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4593,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4594,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4596,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4597,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4599,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4600,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4602,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4603,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4605,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4606,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4608,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4609,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4611,284,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4612,284,0,TCP,23.201.220.28,443,51293,0,1137,21,0,91
4615,284,0,TCP,23.201.220.28,443,51293,153,1440,21,0,91
4616,284,0,TCP,23.201.220.28,443,51293,0,1221,21,0,91
4620,284,0,TCP,23.201.220.28,443,51293,153,1440,21,0,91
4621,284,0,TCP,23.201.220.28,443,51293,0,1359,21,0,91
4624,284,0,TCP,23.201.220.28,443,51293,153,1440,21,0,91
4625,284,0,TCP,23.201.220.28,443,51293,0,1222,21,0,91
4629,284,0,TCP,23.201.220.28,443,51293,152,1440,21,0,91
4630,284,0,TCP,23.201.220.28,443,51293,0,1023,21,0,91
4633,284,0,TCP,23.201.220.28,443,51293,153,1440,21,0,91
4634,284,0,TCP,23.201.220.28,443,51293,0,1233,21,0,91
4637,285,0,TCP,23.201.220.28,443,51293,153,1440,21,0,91
4638,285,0,TCP,23.201.220.28,443,51293,0,1221,21,0,91
4641,285,0,TCP,23.201.220.28,443,51293,153,1440,21,0,91
4642,285,0,TCP,23.201.220.28,443,51293,0,145,21,0,91
4645,285,0,TCP,23.201.220.28,443,51293,153,1440,21,0,91
4646,285,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4648,285,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4649,285,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4651,285,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4652,285,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4654,285,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4655,285,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4657,285,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4658,285,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4660,285,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4661,285,0,TCP,23.201.220.28,443,51293,0,566,21,0,91
4663,285,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4664,285,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4666,285,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4667,285,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4669,285,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4670,285,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4672,285,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4673,285,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4675,285,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4676,285,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4678,285,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4679,285,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4681,285,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4682,285,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4684,285,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4685,285,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4687,285,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4688,285,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4690,285,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4691,285,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4693,285,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
4694,285,0,TCP,23.201.220.28,443,51293,0,1440,21,0,91
