Packet Number,Time(seconds),Time_interval,Layer,src_ip,scr_port,dst_port,ack_no,tcp_length,socket_count,sql,stream
34,11,10,TCP,23.109.170.137,443,51232,0,0,0,0,1
37,12,0,TCP,23.109.170.137,443,51232,53,0,0,0,1
38,12,0,TCP,23.109.170.137,443,51232,1,0,0,0,1
251,64,59,TCP,157.90.91.72,443,49949,39,39,0,0,2
253,65,1,TCP,157.90.91.72,443,49949,0,33,0,0,2
255,65,0,TCP,157.90.91.72,443,49949,37,48,0,0,2
1032,123,58,TCP,157.90.91.72,443,49949,39,39,0,0,2
1745,162,38,TCP,157.90.91.72,443,49949,0,697,0,0,2
1825,163,1,TCP,157.90.91.72,443,49949,39,48,0,0,2
1826,163,0,TCP,157.90.91.72,443,49949,2880,0,0,0,2
1827,163,0,TCP,157.90.91.72,443,49949,2880,0,0,0,2
1828,163,0,TCP,157.90.91.72,443,49949,719,48,0,0,2
1905,185,21,TCP,157.90.91.72,443,49949,0,33,0,0,2
1907,185,0,TCP,157.90.91.72,443,49949,37,48,0,0,2
2600,244,58,TCP,157.90.91.72,443,49949,39,39,0,0,2
5202,302,58,TCP,157.90.91.72,443,49949,39,39,0,0,2
5379,305,2,TCP,157.90.91.72,443,49949,0,33,0,0,2
5383,305,0,TCP,157.90.91.72,443,49949,37,48,0,0,2
11062,364,58,TCP,157.90.91.72,443,49949,39,39,0,0,2
13780,422,58,TCP,157.90.91.72,443,49949,39,39,0,0,2
13919,425,3,TCP,157.90.91.72,443,49949,0,33,0,0,2
13923,425,0,TCP,157.90.91.72,443,49949,37,48,0,0,2
15635,484,59,TCP,157.90.91.72,443,49949,39,39,0,0,2
15927,543,58,TCP,157.90.91.72,443,49949,39,39,0,0,2
15935,545,2,TCP,157.90.91.72,443,49949,0,33,0,0,2
15939,545,0,TCP,157.90.91.72,443,49949,37,48,0,0,2
16212,603,58,TCP,157.90.91.72,443,49949,39,39,0,0,2
16697,662,58,TCP,157.90.91.72,443,49949,39,39,0,0,2
16701,665,3,TCP,157.90.91.72,443,49949,0,33,0,0,2
16705,665,0,TCP,157.90.91.72,443,49949,37,48,0,0,2
17116,724,58,TCP,157.90.91.72,443,49949,39,39,0,0,2
70,18,10,TCP,23.53.240.56,80,51212,0,0,0,0,3
141,28,10,TCP,23.53.240.56,80,51212,0,0,0,0,3
207,38,10,TCP,23.53.240.56,80,51212,0,0,0,0,3
223,43,4,TCP,23.53.240.56,80,51212,1,0,0,0,3
71,18,10,TCP,23.53.240.56,80,51218,0,0,0,0,4
140,28,10,TCP,23.53.240.56,80,51218,0,0,0,0,4
206,38,10,TCP,23.53.240.56,80,51218,0,0,0,0,4
221,43,4,TCP,23.53.240.56,80,51218,1,0,0,0,4
214,39,30,TCP,104.18.1.181,443,50884,35,0,0,0,5
261,69,30,TCP,104.18.1.181,443,50884,35,0,0,0,5
714,99,30,TCP,104.18.1.181,443,50884,35,0,0,0,5
1049,129,30,TCP,104.18.1.181,443,50884,35,0,0,0,5
1737,159,29,TCP,104.18.1.181,443,50884,35,0,0,0,5
1916,189,30,TCP,104.18.1.181,443,50884,35,0,0,0,5
1943,219,30,TCP,104.18.1.181,443,50884,35,0,0,0,5
2627,249,30,TCP,104.18.1.181,443,50884,35,0,0,0,5
3241,279,30,TCP,104.18.1.181,443,50884,35,0,0,0,5
5408,309,30,TCP,104.18.1.181,443,50884,35,0,0,0,5
9185,339,30,TCP,104.18.1.181,443,50884,35,0,0,0,5
11197,369,30,TCP,104.18.1.181,443,50884,35,0,0,0,5
12411,399,30,TCP,104.18.1.181,443,50884,35,0,0,0,5
13994,429,30,TCP,104.18.1.181,443,50884,35,0,0,0,5
15060,459,30,TCP,104.18.1.181,443,50884,35,0,0,0,5
15661,489,30,TCP,104.18.1.181,443,50884,35,0,0,0,5
15749,519,30,TCP,104.18.1.181,443,50884,35,0,0,0,5
15988,549,30,TCP,104.18.1.181,443,50884,35,0,0,0,5
16097,579,30,TCP,104.18.1.181,443,50884,35,0,0,0,5
16252,609,30,TCP,104.18.1.181,443,50884,35,0,0,0,5
16384,639,30,TCP,104.18.1.181,443,50884,35,0,0,0,5
16712,669,30,TCP,104.18.1.181,443,50884,35,0,0,0,5
16849,699,30,TCP,104.18.1.181,443,50884,35,0,0,0,5
17123,729,30,TCP,104.18.1.181,443,50884,35,0,0,0,5
17363,759,30,TCP,104.18.1.181,443,50884,35,0,0,0,5
42,13,0,TCP,163.70.143.60,443,51007,0,72,0,0,6
209,39,25,TCP,163.70.143.60,443,51007,70,0,0,0,6
210,39,0,TCP,163.70.143.60,443,51007,0,72,0,0,6
258,66,27,TCP,163.70.143.60,443,51007,70,72,0,0,6
281,82,15,TCP,163.70.143.60,443,51007,70,0,0,0,6
282,82,0,TCP,163.70.143.60,443,51007,0,72,0,0,6
291,87,5,TCP,163.70.143.60,443,51007,0,226,0,0,6
294,88,1,TCP,163.70.143.60,443,51007,74,0,0,0,6
770,110,21,TCP,163.70.143.60,443,51007,70,0,0,0,6
771,110,0,TCP,163.70.143.60,443,51007,0,72,0,0,6
1051,130,19,TCP,163.70.143.60,443,51007,70,0,0,0,6
1052,130,0,TCP,163.70.143.60,443,51007,0,72,0,0,6
1729,155,25,TCP,163.70.143.60,443,51007,70,0,0,0,6
1730,155,0,TCP,163.70.143.60,443,51007,0,72,0,0,6
1879,179,23,TCP,163.70.143.60,443,51007,70,0,0,0,6
1880,179,0,TCP,163.70.143.60,443,51007,0,72,0,0,6
1929,197,18,TCP,163.70.143.60,443,51007,70,0,0,0,6
1930,198,0,TCP,163.70.143.60,443,51007,0,72,0,0,6
1957,222,24,TCP,163.70.143.60,443,51007,70,0,0,0,6
1958,222,0,TCP,163.70.143.60,443,51007,0,72,0,0,6
1966,224,2,TCP,163.70.143.60,443,51007,0,96,0,0,6
1969,225,0,TCP,163.70.143.60,443,51007,90,0,0,0,6
1970,225,0,TCP,163.70.143.60,443,51007,90,0,0,0,6
1971,225,0,TCP,163.70.143.60,443,51007,0,73,0,0,6
1972,225,0,TCP,163.70.143.60,443,51007,0,73,0,0,6
2387,228,3,TCP,163.70.143.60,443,51007,74,0,0,0,6
2584,241,13,TCP,163.70.143.60,443,51007,0,70,0,0,6
2661,251,10,TCP,163.70.143.60,443,51007,70,72,0,0,6
3099,275,24,TCP,163.70.143.60,443,51007,70,0,0,0,6
3100,276,0,TCP,163.70.143.60,443,51007,0,72,0,0,6
5174,298,22,TCP,163.70.143.60,443,51007,70,0,0,0,6
5178,299,0,TCP,163.70.143.60,443,51007,0,72,0,0,6
6789,318,19,TCP,163.70.143.60,443,51007,70,0,0,0,6
6802,318,0,TCP,163.70.143.60,443,51007,0,72,0,0,6
9296,341,23,TCP,163.70.143.60,443,51007,70,0,0,0,6
9297,342,0,TCP,163.70.143.60,443,51007,0,72,0,0,6
9525,346,4,TCP,163.70.143.60,443,51007,0,1349,0,0,6
9529,346,0,TCP,163.70.143.60,443,51007,0,1392,0,0,6
9533,346,0,TCP,163.70.143.60,443,51007,0,121,0,0,6
9606,349,3,TCP,163.70.143.60,443,51007,86,0,0,0,6
10884,359,10,TCP,163.70.143.60,443,51007,30,0,0,0,6
10885,359,0,TCP,163.70.143.60,443,51007,1250,0,0,0,6
10977,360,0,TCP,163.70.143.60,443,51007,0,64,0,0,6
11743,386,26,TCP,163.70.143.60,443,51007,70,0,0,0,6
11744,386,0,TCP,163.70.143.60,443,51007,0,72,0,0,6
12995,406,19,TCP,163.70.143.60,443,51007,70,0,0,0,6
13008,406,0,TCP,163.70.143.60,443,51007,0,72,0,0,6
13974,428,22,TCP,163.70.143.60,443,51007,70,0,0,0,6
13975,428,0,TCP,163.70.143.60,443,51007,0,72,0,0,6
14922,456,27,TCP,163.70.143.60,443,51007,70,0,0,0,6
14934,456,0,TCP,163.70.143.60,443,51007,0,72,0,0,6
15431,469,13,TCP,163.70.143.60,443,51007,70,0,0,0,6
15508,470,0,TCP,163.70.143.60,443,51007,0,72,0,0,6
15690,494,24,TCP,163.70.143.60,443,51007,70,0,0,0,6
15691,494,0,TCP,163.70.143.60,443,51007,0,72,0,0,6
15698,495,0,TCP,163.70.143.60,443,51007,0,96,0,0,6
15706,495,0,TCP,163.70.143.60,443,51007,90,0,0,0,6
15707,495,0,TCP,163.70.143.60,443,51007,90,0,0,0,6
15712,495,0,TCP,163.70.143.60,443,51007,0,73,0,0,6
15713,495,0,TCP,163.70.143.60,443,51007,0,73,0,0,6
15720,498,3,TCP,163.70.143.60,443,51007,74,0,0,0,6
15753,522,23,TCP,163.70.143.60,443,51007,70,0,0,0,6
15754,522,0,TCP,163.70.143.60,443,51007,0,72,0,0,6
15911,542,20,TCP,163.70.143.60,443,51007,70,0,0,0,6
15912,542,0,TCP,163.70.143.60,443,51007,0,72,0,0,6
16001,558,16,TCP,163.70.143.60,443,51007,0,116,0,0,6
16008,558,0,TCP,163.70.143.60,443,51007,96,0,0,0,6
16009,559,0,TCP,163.70.143.60,443,51007,75,327,0,0,6
16140,587,28,TCP,163.70.143.60,443,51007,70,72,0,0,6
16177,590,2,TCP,163.70.143.60,443,51007,0,306,0,0,6
16208,592,2,TCP,163.70.143.60,443,51007,86,0,0,0,6
16260,614,21,TCP,163.70.143.60,443,51007,70,0,0,0,6
16264,614,0,TCP,163.70.143.60,443,51007,0,72,0,0,6
16336,621,6,TCP,163.70.143.60,443,51007,0,126,0,0,6
16343,621,0,TCP,163.70.143.60,443,51007,74,0,0,0,6
16369,637,15,TCP,163.70.143.60,443,51007,70,0,0,0,6
16370,637,0,TCP,163.70.143.60,443,51007,0,72,0,0,6
16550,648,10,TCP,163.70.143.60,443,51007,0,1392,0,0,6
16551,648,0,TCP,163.70.143.60,443,51007,0,1179,0,0,6
16669,651,3,TCP,163.70.143.60,443,51007,86,0,0,0,6
16689,661,10,TCP,163.70.143.60,443,51007,382,0,0,0,6
16690,661,0,TCP,163.70.143.60,443,51007,0,64,0,0,6
16808,679,18,TCP,163.70.143.60,443,51007,70,0,0,0,6
16809,680,0,TCP,163.70.143.60,443,51007,0,72,0,0,6
16861,710,29,TCP,163.70.143.60,443,51007,70,0,0,0,6
16862,710,0,TCP,163.70.143.60,443,51007,0,72,0,0,6
16889,712,2,TCP,163.70.143.60,443,51007,70,0,0,0,6
16890,712,0,TCP,163.70.143.60,443,51007,0,72,0,0,6
17165,733,21,TCP,163.70.143.60,443,51007,0,224,0,0,6
17187,736,2,TCP,163.70.143.60,443,51007,73,0,0,0,6
17198,737,0,TCP,163.70.143.60,443,51007,70,0,0,0,6
17199,737,0,TCP,163.70.143.60,443,51007,0,72,0,0,6
17340,755,17,TCP,163.70.143.60,443,51007,70,0,0,0,6
17341,755,0,TCP,163.70.143.60,443,51007,0,72,0,0,6
17387,770,15,TCP,163.70.143.60,443,51007,66,0,0,0,6
17407,771,0,TCP,163.70.143.60,443,51007,70,0,0,0,6
17408,771,0,TCP,163.70.143.60,443,51007,0,72,0,0,6
51,15,0,TCP,34.120.214.181,443,51198,0,0,0,0,7
54,15,0,TCP,172.64.150.28,443,51197,0,0,0,0,8
58,15,0,TCP,35.186.224.39,443,51064,0,40,0,0,9
227,45,29,TCP,35.186.224.39,443,51064,43,0,0,0,9
228,45,0,TCP,35.186.224.39,443,51064,0,40,0,0,9
271,75,29,TCP,35.186.224.39,443,51064,43,0,0,0,9
272,75,0,TCP,35.186.224.39,443,51064,0,40,0,0,9
762,105,29,TCP,35.186.224.39,443,51064,43,0,0,0,9
763,105,0,TCP,35.186.224.39,443,51064,0,40,0,0,9
1064,135,29,TCP,35.186.224.39,443,51064,43,0,0,0,9
1065,135,0,TCP,35.186.224.39,443,51064,0,40,0,0,9
1831,165,29,TCP,35.186.224.39,443,51064,43,0,0,0,9
1832,165,0,TCP,35.186.224.39,443,51064,0,40,0,0,9
1918,195,29,TCP,35.186.224.39,443,51064,43,0,0,0,9
1919,195,0,TCP,35.186.224.39,443,51064,0,40,0,0,9
1983,225,29,TCP,35.186.224.39,443,51064,43,0,0,0,9
1995,225,0,TCP,35.186.224.39,443,51064,0,40,0,0,9
2672,255,29,TCP,35.186.224.39,443,51064,43,0,0,0,9
2673,255,0,TCP,35.186.224.39,443,51064,0,40,0,0,9
4861,285,29,TCP,35.186.224.39,443,51064,43,0,0,0,9
4867,285,0,TCP,35.186.224.39,443,51064,0,40,0,0,9
6589,315,29,TCP,35.186.224.39,443,51064,43,0,0,0,9
6594,315,0,TCP,35.186.224.39,443,51064,0,40,0,0,9
9513,345,29,TCP,35.186.224.39,443,51064,43,0,0,0,9
9517,345,0,TCP,35.186.224.39,443,51064,0,40,0,0,9
11411,375,29,TCP,35.186.224.39,443,51064,43,0,0,0,9
11416,375,0,TCP,35.186.224.39,443,51064,0,40,0,0,9
12979,405,29,TCP,35.186.224.39,443,51064,43,0,0,0,9
12983,405,0,TCP,35.186.224.39,443,51064,0,40,0,0,9
14312,435,29,TCP,35.186.224.39,443,51064,43,0,0,0,9
14313,435,0,TCP,35.186.224.39,443,51064,0,40,0,0,9
15286,465,29,TCP,35.186.224.39,443,51064,43,0,0,0,9
15287,465,0,TCP,35.186.224.39,443,51064,0,40,0,0,9
15705,495,29,TCP,35.186.224.39,443,51064,43,0,0,0,9
15708,495,0,TCP,35.186.224.39,443,51064,0,40,0,0,9
15813,525,29,TCP,35.186.224.39,443,51064,43,0,0,0,9
15818,525,0,TCP,35.186.224.39,443,51064,0,40,0,0,9
15992,555,29,TCP,35.186.224.39,443,51064,43,0,0,0,9
15993,555,0,TCP,35.186.224.39,443,51064,0,40,0,0,9
16128,585,29,TCP,35.186.224.39,443,51064,43,0,0,0,9
16129,585,0,TCP,35.186.224.39,443,51064,0,40,0,0,9
16271,615,29,TCP,35.186.224.39,443,51064,43,0,0,0,9
16275,615,0,TCP,35.186.224.39,443,51064,0,40,0,0,9
16420,645,29,TCP,35.186.224.39,443,51064,43,0,0,0,9
16421,645,0,TCP,35.186.224.39,443,51064,0,40,0,0,9
16781,675,29,TCP,35.186.224.39,443,51064,43,0,0,0,9
16782,675,0,TCP,35.186.224.39,443,51064,0,40,0,0,9
16853,705,29,TCP,35.186.224.39,443,51064,43,0,0,0,9
16854,705,0,TCP,35.186.224.39,443,51064,0,40,0,0,9
17179,735,29,TCP,35.186.224.39,443,51064,43,0,0,0,9
17180,735,0,TCP,35.186.224.39,443,51064,0,40,0,0,9
17375,765,29,TCP,35.186.224.39,443,51064,43,0,0,0,9
17376,765,0,TCP,35.186.224.39,443,51064,0,40,0,0,9
64,16,0,TCP,34.149.100.209,443,51185,1,0,0,0,10
76,22,0,TCP,104.21.73.105,443,51199,1,0,0,0,11
83,25,0,TCP,13.107.42.16,443,51233,512,0,0,0,13
84,25,0,TCP,13.107.42.16,443,51233,0,1440,0,0,13
86,25,0,TCP,13.107.42.16,443,51233,0,1440,0,0,13
88,25,0,TCP,13.107.42.16,443,51233,0,1440,0,0,13
90,25,0,TCP,13.107.42.16,443,51233,0,1440,0,0,13
92,25,0,TCP,13.107.42.16,443,51233,0,157,0,0,13
96,25,0,TCP,13.107.42.16,443,51233,245,0,0,0,13
97,25,0,TCP,13.107.42.16,443,51233,0,342,0,0,13
99,25,0,TCP,13.107.42.16,443,51233,0,69,0,0,13
103,25,0,TCP,13.107.42.16,443,51233,0,38,0,0,13
105,25,0,TCP,13.107.42.16,443,51233,231,0,0,0,13
107,25,0,TCP,13.107.42.16,443,51233,0,604,0,0,13
1723,150,124,TCP,13.107.42.16,443,51233,0,0,0,0,13
116,26,0,TCP,20.211.142.183,443,51234,214,1440,0,0,14
117,26,0,TCP,20.211.142.183,443,51234,0,1440,0,0,14
119,26,0,TCP,20.211.142.183,443,51234,0,878,0,0,14
121,26,0,TCP,20.211.142.183,443,51234,158,51,0,0,14
122,26,0,TCP,20.211.142.183,443,51234,0,69,0,0,14
127,27,0,TCP,20.211.142.183,443,51234,87,38,0,0,14
128,27,0,TCP,20.211.142.183,443,51234,1391,0,0,0,14
130,27,0,TCP,20.211.142.183,443,51234,0,417,0,0,14
133,27,0,TCP,20.211.142.183,443,51234,1253,407,0,0,14
135,27,0,TCP,20.211.142.183,443,51234,1,42,0,0,14
136,27,0,TCP,20.211.142.183,443,51234,0,0,0,0,14
147,31,0,TCP,142.250.193.132,443,51201,0,0,0,0,15
148,31,0,TCP,142.250.193.132,443,51201,1,0,0,0,15
149,31,0,TCP,142.250.193.132,443,51201,0,0,0,0,15
162,32,0,TCP,142.250.182.138,443,51203,0,0,0,0,16
164,32,0,TCP,142.250.182.138,443,51203,1,0,0,0,16
158,32,0,TCP,34.120.208.123,443,51181,0,0,0,0,17
160,32,0,TCP,34.120.208.123,443,51181,1,0,0,0,17
169,34,0,TCP,142.250.196.46,443,51213,1,0,0,0,18
178,35,0,TCP,104.18.1.181,443,51235,204,0,0,0,19
179,35,0,TCP,104.18.1.181,443,51235,0,1440,0,0,19
180,35,0,TCP,104.18.1.181,443,51235,0,1384,0,0,19
183,35,0,TCP,104.18.1.181,443,51235,93,69,0,0,19
185,35,0,TCP,104.18.1.181,443,51235,0,258,0,0,19
190,35,0,TCP,104.18.1.181,443,51235,87,38,0,0,19
191,35,0,TCP,104.18.1.181,443,51235,306,0,0,0,19
193,36,0,TCP,104.18.1.181,443,51235,0,318,0,0,19
194,36,0,TCP,104.18.1.181,443,51235,0,334,0,0,19
195,36,0,TCP,104.18.1.181,443,51235,0,38,0,0,19
198,36,0,TCP,104.18.1.181,443,51235,1,0,0,0,19
1736,159,119,TCP,20.198.119.84,443,51180,99,169,0,0,20
3221,279,120,TCP,20.198.119.84,443,51180,99,169,0,0,20
12402,399,119,TCP,20.198.119.84,443,51180,101,171,0,0,20
15742,519,120,TCP,20.198.119.84,443,51180,101,171,0,0,20
16377,639,120,TCP,20.198.119.84,443,51180,101,171,0,0,20
17356,759,119,TCP,20.198.119.84,443,51180,101,171,0,0,20
238,52,0,TCP,23.109.170.137,443,51236,855,0,0,0,21
239,52,0,TCP,23.109.170.137,443,51236,0,176,0,0,21
242,52,0,TCP,23.109.170.137,443,51236,592,0,0,0,21
243,52,0,TCP,23.109.170.137,443,51236,0,1440,0,0,21
244,52,0,TCP,23.109.170.137,443,51236,0,229,0,0,21
249,62,10,TCP,23.109.170.137,443,51236,0,0,0,0,21
263,73,10,TCP,23.109.170.137,443,51236,0,0,0,0,21
266,73,0,TCP,23.109.170.137,443,51236,53,0,0,0,21
267,73,0,TCP,23.109.170.137,443,51236,0,0,0,0,21
269,73,0,TCP,23.109.170.137,443,51236,1,0,0,0,21
315,94,0,TCP,23.215.215.147,443,51225,0,0,0,0,23
325,94,0,TCP,23.215.215.147,443,51237,573,0,0,0,24
326,94,0,TCP,23.215.215.147,443,51237,0,264,0,0,24
341,94,0,TCP,23.215.215.147,443,51237,80,0,0,0,24
342,94,0,TCP,23.215.215.147,443,51237,80,0,0,0,24
343,94,0,TCP,23.215.215.147,443,51237,1440,0,0,0,24
344,94,0,TCP,23.215.215.147,443,51237,0,271,0,0,24
346,94,0,TCP,23.215.215.147,443,51237,0,61,0,0,24
348,94,0,TCP,23.215.215.147,443,51237,0,31,0,0,24
350,94,0,TCP,23.215.215.147,443,51237,2361,0,0,0,24
352,94,0,TCP,23.215.215.147,443,51237,2880,0,0,0,24
353,94,0,TCP,23.215.215.147,443,51237,1440,0,0,0,24
354,94,0,TCP,23.215.215.147,443,51237,722,0,0,0,24
355,94,0,TCP,23.215.215.147,443,51237,31,0,0,0,24
377,94,0,TCP,23.215.215.147,443,51237,31,0,0,0,24
378,94,0,TCP,23.215.215.147,443,51237,1440,0,0,0,24
379,94,0,TCP,23.215.215.147,443,51237,1440,0,0,0,24
380,94,0,TCP,23.215.215.147,443,51237,788,0,0,0,24
391,94,0,TCP,23.215.215.147,443,51237,0,340,0,0,24
392,94,0,TCP,23.215.215.147,443,51237,0,31,0,0,24
402,94,0,TCP,23.215.215.147,443,51237,0,724,0,0,24
404,94,0,TCP,23.215.215.147,443,51237,0,1440,0,0,24
406,94,0,TCP,23.215.215.147,443,51237,0,108,0,0,24
412,95,0,TCP,23.215.215.147,443,51237,1440,0,0,0,24
413,95,0,TCP,23.215.215.147,443,51237,1440,0,0,0,24
414,95,0,TCP,23.215.215.147,443,51237,1440,0,0,0,24
415,95,0,TCP,23.215.215.147,443,51237,1353,0,0,0,24
433,95,0,TCP,23.215.215.147,443,51237,1440,0,0,0,24
434,95,0,TCP,23.215.215.147,443,51237,1440,0,0,0,24
435,95,0,TCP,23.215.215.147,443,51237,2794,0,0,0,24
436,95,0,TCP,23.215.215.147,443,51237,0,686,0,0,24
438,95,0,TCP,23.215.215.147,443,51237,0,1440,0,0,24
440,95,0,TCP,23.215.215.147,443,51237,0,249,0,0,24
448,95,0,TCP,23.215.215.147,443,51237,0,686,0,0,24
450,95,0,TCP,23.215.215.147,443,51237,0,1440,0,0,24
452,95,0,TCP,23.215.215.147,443,51237,0,466,0,0,24
514,95,0,TCP,23.215.215.147,443,51237,1440,0,0,0,24
517,95,0,TCP,23.215.215.147,443,51237,1440,0,0,0,24
520,95,0,TCP,23.215.215.147,443,51237,921,0,0,0,24
523,95,0,TCP,23.215.215.147,443,51237,1440,0,0,0,24
526,95,0,TCP,23.215.215.147,443,51237,1440,0,0,0,24
527,95,0,TCP,23.215.215.147,443,51237,2880,0,0,0,24
534,95,0,TCP,23.215.215.147,443,51237,2880,0,0,0,24
535,95,0,TCP,23.215.215.147,443,51237,2880,0,0,0,24
536,95,0,TCP,23.215.215.147,443,51237,1440,0,0,0,24
537,95,0,TCP,23.215.215.147,443,51237,1440,0,0,0,24
538,95,0,TCP,23.215.215.147,443,51237,1957,0,0,0,24
539,95,0,TCP,23.215.215.147,443,51237,1440,0,0,0,24
540,95,0,TCP,23.215.215.147,443,51237,1440,0,0,0,24
541,95,0,TCP,23.215.215.147,443,51237,2880,0,0,0,24
542,95,0,TCP,23.215.215.147,443,51237,1440,0,0,0,24
543,95,0,TCP,23.215.215.147,443,51237,1440,0,0,0,24
544,95,0,TCP,23.215.215.147,443,51237,4320,0,0,0,24
545,95,0,TCP,23.215.215.147,443,51237,2880,0,0,0,24
546,95,0,TCP,23.215.215.147,443,51237,1957,0,0,0,24
551,95,0,TCP,23.215.215.147,443,51237,2880,0,0,0,24
552,95,0,TCP,23.215.215.147,443,51237,1440,0,0,0,24
553,95,0,TCP,23.215.215.147,443,51237,1440,0,0,0,24
554,95,0,TCP,23.215.215.147,443,51237,5760,0,0,0,24
555,95,0,TCP,23.215.215.147,443,51237,4320,0,0,0,24
556,95,0,TCP,23.215.215.147,443,51237,0,35,0,0,24
558,95,0,TCP,23.215.215.147,443,51237,0,35,0,0,24
560,95,0,TCP,23.215.215.147,443,51237,4228,0,0,0,24
561,96,0,TCP,23.215.215.147,443,51237,0,341,0,0,24
563,96,0,TCP,23.215.215.147,443,51237,0,31,0,0,24
720,99,3,TCP,23.215.215.147,443,51237,1440,0,0,0,24
721,99,0,TCP,23.215.215.147,443,51237,1440,0,0,0,24
722,99,0,TCP,23.215.215.147,443,51237,815,0,0,0,24
723,99,0,TCP,23.215.215.147,443,51237,990,0,0,0,24
724,99,0,TCP,23.215.215.147,443,51237,31,0,0,0,24
725,99,0,TCP,23.215.215.147,443,51237,0,340,0,0,24
727,99,0,TCP,23.215.215.147,443,51237,0,31,0,0,24
1944,219,120,TCP,23.215.215.147,443,51237,0,24,0,0,24
1946,219,0,TCP,23.215.215.147,443,51237,0,0,0,0,24
1985,225,5,TCP,23.215.215.147,443,51237,1,0,0,0,24
356,94,0,TCP,23.215.215.147,443,51238,573,0,0,0,25
357,94,0,TCP,23.215.215.147,443,51238,0,264,0,0,25
381,94,0,TCP,23.215.215.147,443,51238,80,0,0,0,25
382,94,0,TCP,23.215.215.147,443,51238,80,0,0,0,25
383,94,0,TCP,23.215.215.147,443,51238,0,271,0,0,25
385,94,0,TCP,23.215.215.147,443,51238,0,61,0,0,25
386,94,0,TCP,23.215.215.147,443,51238,0,31,0,0,25
398,94,0,TCP,23.215.215.147,443,51238,31,0,0,0,25
853,114,19,TCP,23.215.215.147,443,51238,0,24,0,0,25
855,114,0,TCP,23.215.215.147,443,51238,0,0,0,0,25
338,94,0,TCP,52.98.88.242,443,51239,745,99,0,0,27
364,94,0,TCP,52.98.88.242,443,51239,816,291,0,0,27
373,94,0,TCP,52.98.88.242,443,51239,74,62,0,0,27
376,94,0,TCP,52.98.88.242,443,51239,1970,0,0,0,27
389,94,0,TCP,52.98.88.242,443,51239,31,31,0,0,27
394,94,0,TCP,52.98.88.242,443,51239,0,1001,0,0,27
395,94,0,TCP,52.98.88.242,443,51239,0,220,0,0,27
396,94,0,TCP,52.98.88.242,443,51239,0,31,0,0,27
1955,221,126,TCP,52.98.88.242,443,51239,0,0,0,0,27
399,94,0,TCP,20.107.96.130,443,51240,327,99,0,0,28
416,95,0,TCP,20.107.96.130,443,51240,398,1440,0,0,28
418,95,0,TCP,20.107.96.130,443,51240,0,1440,0,0,28
420,95,0,TCP,20.107.96.130,443,51240,0,1440,0,0,28
422,95,0,TCP,20.107.96.130,443,51240,0,1440,0,0,28
424,95,0,TCP,20.107.96.130,443,51240,0,365,0,0,28
442,95,0,TCP,20.107.96.130,443,51240,74,103,0,0,28
444,95,0,TCP,20.107.96.130,443,51240,0,62,0,0,28
447,95,0,TCP,20.107.96.130,443,51240,393,0,0,0,28
456,95,0,TCP,20.107.96.130,443,51240,31,425,0,0,28
462,95,0,TCP,20.107.96.130,443,51240,76,132,0,0,28
1952,220,125,TCP,20.107.96.130,443,51240,0,0,0,0,28
547,95,0,TCP,20.42.65.90,443,51241,400,99,0,0,30
565,96,0,TCP,20.42.65.90,443,51241,471,1440,0,0,30
567,96,0,TCP,20.42.65.90,443,51241,0,1440,0,0,30
569,96,0,TCP,20.42.65.90,443,51241,0,1440,0,0,30
571,96,0,TCP,20.42.65.90,443,51241,0,1440,0,0,30
573,96,0,TCP,20.42.65.90,443,51241,0,570,0,0,30
581,96,0,TCP,20.42.65.90,443,51241,74,103,0,0,30
582,96,0,TCP,20.42.65.90,443,51241,0,62,0,0,30
585,96,0,TCP,20.42.65.90,443,51241,1945,0,0,0,30
586,96,0,TCP,20.42.65.90,443,51241,696,0,0,0,30
587,96,0,TCP,20.42.65.90,443,51241,31,0,0,0,30
588,96,0,TCP,20.42.65.90,443,51241,31,314,0,0,30
1960,223,126,TCP,20.42.65.90,443,51241,0,0,0,0,30
500,95,0,TCP,204.79.197.222,443,51242,504,0,0,0,31
501,95,0,TCP,204.79.197.222,443,51242,0,150,0,0,31
506,95,0,TCP,204.79.197.222,443,51242,51,0,0,0,31
507,95,0,TCP,204.79.197.222,443,51242,0,69,0,0,31
510,95,0,TCP,204.79.197.222,443,51242,1007,0,0,0,31
511,95,0,TCP,204.79.197.222,443,51242,0,231,0,0,31
512,95,0,TCP,204.79.197.222,443,51242,0,38,0,0,31
550,95,0,TCP,204.79.197.222,443,51242,38,0,0,0,31
709,99,3,TCP,204.79.197.222,443,51242,663,0,0,0,31
710,99,0,TCP,204.79.197.222,443,51242,0,153,0,0,31
711,99,0,TCP,204.79.197.222,443,51242,0,38,0,0,31
1965,224,125,TCP,204.79.197.222,443,51242,0,0,0,0,31
598,98,0,TCP,23.48.244.72,443,51243,295,0,0,0,32
599,98,0,TCP,23.48.244.72,443,51243,0,1440,0,0,32
601,98,0,TCP,23.48.244.72,443,51243,0,1440,0,0,32
603,98,0,TCP,23.48.244.72,443,51243,0,1216,0,0,32
605,98,0,TCP,23.48.244.72,443,51243,0,1440,0,0,32
607,98,0,TCP,23.48.244.72,443,51243,0,451,0,0,32
612,98,0,TCP,23.48.244.72,443,51243,80,0,0,0,32
613,98,0,TCP,23.48.244.72,443,51243,0,287,0,0,32
