Packet Number,Time_interval,Layer,src_ip,scr_port,dst_port,ack_no,tcp_length,window_size,sql,stream
1330,0,TCP,192.168.136.132,55002,80,0,168,64256,0,189
2829,0,TCP,192.168.136.132,55002,80,0,10,64256,0,189
3544,15,TCP,192.168.136.132,55002,80,0,11,64256,0,189
4858,15,TCP,192.168.136.132,55002,80,0,11,64256,0,189
5334,12,TCP,192.168.136.132,55002,80,482,0,64128,0,189
5610,0,TCP,192.168.136.132,55002,80,1,0,64128,0,189
5837,2,TCP,192.168.136.132,55002,80,0,11,64128,0,189
1335,0,TCP,192.168.136.131,80,55010,20,0,65152,0,190
1339,0,TCP,192.168.136.131,80,55010,168,0,65024,0,190
2838,0,TCP,192.168.136.131,80,55010,11,0,65024,0,190
3550,15,TCP,192.168.136.131,80,55010,11,0,65024,0,190
4867,15,TCP,192.168.136.131,80,55010,11,0,65024,0,190
5450,12,TCP,192.168.136.131,80,55010,0,482,65024,0,190
5454,0,TCP,192.168.136.131,80,55010,0,0,65024,0,190
5845,2,TCP,192.168.136.131,80,55010,0,0,0,0,190
1331,0,TCP,192.168.136.132,55010,80,1,0,64256,0,190
1333,0,TCP,192.168.136.132,55010,80,0,20,64256,0,190
1337,0,TCP,192.168.136.132,55010,80,0,168,64256,0,190
2830,0,TCP,192.168.136.132,55010,80,0,11,64256,0,190
3545,15,TCP,192.168.136.132,55010,80,0,11,64256,0,190
4859,15,TCP,192.168.136.132,55010,80,0,11,64256,0,190
5464,12,TCP,192.168.136.132,55010,80,482,0,64128,0,190
5630,0,TCP,192.168.136.132,55010,80,1,0,64128,0,190
5842,2,TCP,192.168.136.132,55010,80,0,10,64128,0,190
1342,0,TCP,192.168.136.131,80,55024,19,0,65152,0,191
1346,0,TCP,192.168.136.131,80,55024,168,0,65024,0,191
2847,0,TCP,192.168.136.131,80,55024,11,0,65024,0,191
3551,15,TCP,192.168.136.131,80,55024,11,0,65024,0,191
4868,15,TCP,192.168.136.131,80,55024,11,0,65024,0,191
5337,12,TCP,192.168.136.131,80,55024,0,482,65024,0,191
5341,0,TCP,192.168.136.131,80,55024,0,0,65024,0,191
5846,2,TCP,192.168.136.131,80,55024,0,0,0,0,191
1338,0,TCP,192.168.136.132,55024,80,1,0,64256,0,191
1340,0,TCP,192.168.136.132,55024,80,0,19,64256,0,191
1344,0,TCP,192.168.136.132,55024,80,0,168,64256,0,191
2839,0,TCP,192.168.136.132,55024,80,0,11,64256,0,191
3546,15,TCP,192.168.136.132,55024,80,0,11,64256,0,191
4860,15,TCP,192.168.136.132,55024,80,0,11,64256,0,191
5340,12,TCP,192.168.136.132,55024,80,482,0,64128,0,191
5669,0,TCP,192.168.136.132,55024,80,1,0,64128,0,191
5843,2,TCP,192.168.136.132,55024,80,0,10,64128,0,191
1349,0,TCP,192.168.136.131,80,55032,21,0,65152,0,192
1353,0,TCP,192.168.136.131,80,55032,168,0,65024,0,192
2848,0,TCP,192.168.136.131,80,55032,11,0,65024,0,192
3555,15,TCP,192.168.136.131,80,55032,11,0,65024,0,192
4869,15,TCP,192.168.136.131,80,55032,10,0,65024,0,192
5405,12,TCP,192.168.136.131,80,55032,0,482,65024,0,192
5458,0,TCP,192.168.136.131,80,55032,0,0,65024,0,192
5847,2,TCP,192.168.136.131,80,55032,0,0,0,0,192
1345,0,TCP,192.168.136.132,55032,80,1,0,64256,0,192
1347,0,TCP,192.168.136.132,55032,80,0,21,64256,0,192
1351,0,TCP,192.168.136.132,55032,80,0,168,64256,0,192
2840,0,TCP,192.168.136.132,55032,80,0,11,64256,0,192
3552,15,TCP,192.168.136.132,55032,80,0,11,64256,0,192
4861,15,TCP,192.168.136.132,55032,80,0,10,64256,0,192
5419,12,TCP,192.168.136.132,55032,80,482,0,64128,0,192
5628,0,TCP,192.168.136.132,55032,80,1,0,64128,0,192
5844,2,TCP,192.168.136.132,55032,80,0,11,64128,0,192
1356,0,TCP,192.168.136.131,80,55042,20,0,65152,0,193
1360,0,TCP,192.168.136.131,80,55042,168,0,65024,0,193
2849,0,TCP,192.168.136.131,80,55042,11,0,65024,0,193
3556,15,TCP,192.168.136.131,80,55042,11,0,65024,0,193
4870,15,TCP,192.168.136.131,80,55042,11,0,65024,0,193
5347,12,TCP,192.168.136.131,80,55042,0,482,65024,0,193
5349,0,TCP,192.168.136.131,80,55042,0,0,65024,0,193
5850,2,TCP,192.168.136.131,80,55042,0,0,0,0,193
1352,0,TCP,192.168.136.132,55042,80,1,0,64256,0,193
1354,0,TCP,192.168.136.132,55042,80,0,20,64256,0,193
1358,0,TCP,192.168.136.132,55042,80,0,168,64256,0,193
2841,0,TCP,192.168.136.132,55042,80,0,11,64256,0,193
3553,15,TCP,192.168.136.132,55042,80,0,11,64256,0,193
4862,15,TCP,192.168.136.132,55042,80,0,11,64256,0,193
5357,12,TCP,192.168.136.132,55042,80,482,0,64128,0,193
5665,0,TCP,192.168.136.132,55042,80,1,0,64128,0,193
5848,2,TCP,192.168.136.132,55042,80,0,11,64128,0,193
1363,0,TCP,192.168.136.131,80,55048,21,0,65152,0,194
1367,0,TCP,192.168.136.131,80,55048,168,0,65024,0,194
2850,0,TCP,192.168.136.131,80,55048,11,0,65024,0,194
3557,15,TCP,192.168.136.131,80,55048,11,0,65024,0,194
4871,15,TCP,192.168.136.131,80,55048,11,0,65024,0,194
5467,12,TCP,192.168.136.131,80,55048,0,482,65024,0,194
5468,0,TCP,192.168.136.131,80,55048,0,0,65024,0,194
5851,2,TCP,192.168.136.131,80,55048,0,0,0,0,194
1359,0,TCP,192.168.136.132,55048,80,1,0,64256,0,194
1361,0,TCP,192.168.136.132,55048,80,0,21,64256,0,194
1365,0,TCP,192.168.136.132,55048,80,0,168,64256,0,194
2842,0,TCP,192.168.136.132,55048,80,0,11,64256,0,194
3554,15,TCP,192.168.136.132,55048,80,0,11,64256,0,194
4863,15,TCP,192.168.136.132,55048,80,0,11,64256,0,194
5469,12,TCP,192.168.136.132,55048,80,482,0,64128,0,194
5680,0,TCP,192.168.136.132,55048,80,1,0,64128,0,194
5849,2,TCP,192.168.136.132,55048,80,0,11,64128,0,194
1370,0,TCP,192.168.136.131,80,55062,20,0,65152,0,195
1374,0,TCP,192.168.136.131,80,55062,168,0,65024,0,195
2851,0,TCP,192.168.136.131,80,55062,11,0,65024,0,195
3560,15,TCP,192.168.136.131,80,55062,9,0,65024,0,195
4880,15,TCP,192.168.136.131,80,55062,11,0,65024,0,195
5235,12,TCP,192.168.136.131,80,55062,0,482,65024,0,195
5236,0,TCP,192.168.136.131,80,55062,0,0,65024,0,195
5853,2,TCP,192.168.136.131,80,55062,0,0,0,0,195
1366,0,TCP,192.168.136.132,55062,80,1,0,64256,0,195
1368,0,TCP,192.168.136.132,55062,80,0,20,64256,0,195
1372,0,TCP,192.168.136.132,55062,80,0,168,64256,0,195
2843,0,TCP,192.168.136.132,55062,80,0,11,64256,0,195
3558,15,TCP,192.168.136.132,55062,80,0,9,64256,0,195
4872,15,TCP,192.168.136.132,55062,80,0,11,64256,0,195
5256,12,TCP,192.168.136.132,55062,80,482,0,64128,0,195
5589,0,TCP,192.168.136.132,55062,80,1,0,64128,0,195
5852,2,TCP,192.168.136.132,55062,80,0,11,64128,0,195
1377,0,TCP,192.168.136.131,80,55068,21,0,65152,0,196
1381,0,TCP,192.168.136.131,80,55068,168,0,65024,0,196
2852,0,TCP,192.168.136.131,80,55068,11,0,65024,0,196
3561,15,TCP,192.168.136.131,80,55068,11,0,65024,0,196
4881,15,TCP,192.168.136.131,80,55068,11,0,65024,0,196
5362,12,TCP,192.168.136.131,80,55068,0,482,65024,0,196
5364,0,TCP,192.168.136.131,80,55068,0,0,65024,0,196
5855,2,TCP,192.168.136.131,80,55068,0,0,0,0,196
1373,0,TCP,192.168.136.132,55068,80,1,0,64256,0,196
1375,0,TCP,192.168.136.132,55068,80,0,21,64256,0,196
1379,0,TCP,192.168.136.132,55068,80,0,168,64256,0,196
2844,0,TCP,192.168.136.132,55068,80,0,11,64256,0,196
3559,15,TCP,192.168.136.132,55068,80,0,11,64256,0,196
4873,15,TCP,192.168.136.132,55068,80,0,11,64256,0,196
5376,12,TCP,192.168.136.132,55068,80,482,0,64128,0,196
5660,0,TCP,192.168.136.132,55068,80,1,0,64128,0,196
5854,2,TCP,192.168.136.132,55068,80,0,11,64128,0,196
1384,0,TCP,192.168.136.131,80,55078,20,0,65152,0,197
1388,0,TCP,192.168.136.131,80,55078,168,0,65024,0,197
2853,0,TCP,192.168.136.131,80,55078,10,0,65024,0,197
3564,15,TCP,192.168.136.131,80,55078,11,0,65024,0,197
4882,15,TCP,192.168.136.131,80,55078,11,0,65024,0,197
5338,12,TCP,192.168.136.131,80,55078,0,482,65024,0,197
5342,0,TCP,192.168.136.131,80,55078,0,0,65024,0,197
5857,2,TCP,192.168.136.131,80,55078,0,0,0,0,197
1380,0,TCP,192.168.136.132,55078,80,1,0,64256,0,197
1382,0,TCP,192.168.136.132,55078,80,0,20,64256,0,197
1386,0,TCP,192.168.136.132,55078,80,0,168,64256,0,197
2845,0,TCP,192.168.136.132,55078,80,0,10,64256,0,197
3562,15,TCP,192.168.136.132,55078,80,0,11,64256,0,197
4874,15,TCP,192.168.136.132,55078,80,0,11,64256,0,197
5345,12,TCP,192.168.136.132,55078,80,482,0,64128,0,197
5668,0,TCP,192.168.136.132,55078,80,1,0,64128,0,197
5856,2,TCP,192.168.136.132,55078,80,0,11,64128,0,197
1391,0,TCP,192.168.136.131,80,55090,21,0,65152,0,198
1395,0,TCP,192.168.136.131,80,55090,168,0,65024,0,198
2854,0,TCP,192.168.136.131,80,55090,11,0,65024,0,198
3565,15,TCP,192.168.136.131,80,55090,11,0,65024,0,198
4883,15,TCP,192.168.136.131,80,55090,11,0,65024,0,198
5391,12,TCP,192.168.136.131,80,55090,0,482,65024,0,198
5393,0,TCP,192.168.136.131,80,55090,0,0,65024,0,198
5859,2,TCP,192.168.136.131,80,55090,0,0,0,0,198
1387,0,TCP,192.168.136.132,55090,80,1,0,64256,0,198
1389,0,TCP,192.168.136.132,55090,80,0,21,64256,0,198
1393,0,TCP,192.168.136.132,55090,80,0,168,64256,0,198
2846,0,TCP,192.168.136.132,55090,80,0,11,64256,0,198
3563,15,TCP,192.168.136.132,55090,80,0,11,64256,0,198
4875,15,TCP,192.168.136.132,55090,80,0,11,64256,0,198
5408,12,TCP,192.168.136.132,55090,80,482,0,64128,0,198
5650,0,TCP,192.168.136.132,55090,80,1,0,64128,0,198
5858,2,TCP,192.168.136.132,55090,80,0,11,64128,0,198
1398,0,TCP,192.168.136.131,80,55094,21,0,65152,0,199
1402,0,TCP,192.168.136.131,80,55094,168,0,65024,0,199
2863,0,TCP,192.168.136.131,80,55094,11,0,65024,0,199
3567,15,TCP,192.168.136.131,80,55094,11,0,65024,0,199
4884,15,TCP,192.168.136.131,80,55094,11,0,65024,0,199
5367,12,TCP,192.168.136.131,80,55094,0,482,65024,0,199
5410,0,TCP,192.168.136.131,80,55094,0,0,65024,0,199
5861,2,TCP,192.168.136.131,80,55094,0,0,0,0,199
1394,0,TCP,192.168.136.132,55094,80,1,0,64256,0,199
1396,0,TCP,192.168.136.132,55094,80,0,21,64256,0,199
1400,0,TCP,192.168.136.132,55094,80,0,168,64256,0,199
2855,0,TCP,192.168.136.132,55094,80,0,11,64256,0,199
3566,15,TCP,192.168.136.132,55094,80,0,11,64256,0,199
4876,15,TCP,192.168.136.132,55094,80,0,11,64256,0,199
5382,12,TCP,192.168.136.132,55094,80,482,0,64128,0,199
5645,0,TCP,192.168.136.132,55094,80,1,0,64128,0,199
5860,2,TCP,192.168.136.132,55094,80,0,11,64128,0,199
1405,0,TCP,192.168.136.131,80,55098,21,0,65152,0,200
1409,0,TCP,192.168.136.131,80,55098,168,0,65024,0,200
2864,0,TCP,192.168.136.131,80,55098,11,0,65024,0,200
3569,15,TCP,192.168.136.131,80,55098,11,0,65024,0,200
4885,15,TCP,192.168.136.131,80,55098,11,0,65024,0,200
5438,12,TCP,192.168.136.131,80,55098,0,482,65024,0,200
5441,0,TCP,192.168.136.131,80,55098,0,0,65024,0,200
5863,2,TCP,192.168.136.131,80,55098,0,0,0,0,200
1401,0,TCP,192.168.136.132,55098,80,1,0,64256,0,200
1403,0,TCP,192.168.136.132,55098,80,0,21,64256,0,200
1407,0,TCP,192.168.136.132,55098,80,0,168,64256,0,200
2856,0,TCP,192.168.136.132,55098,80,0,11,64256,0,200
3568,15,TCP,192.168.136.132,55098,80,0,11,64256,0,200
4877,15,TCP,192.168.136.132,55098,80,0,11,64256,0,200
5457,12,TCP,192.168.136.132,55098,80,482,0,64128,0,200
5634,0,TCP,192.168.136.132,55098,80,1,0,64128,0,200
5862,2,TCP,192.168.136.132,55098,80,0,10,64128,0,200
1412,0,TCP,192.168.136.131,80,55112,20,0,65152,0,201
1416,0,TCP,192.168.136.131,80,55112,168,0,65024,0,201
2865,0,TCP,192.168.136.131,80,55112,11,0,65024,0,201
3571,15,TCP,192.168.136.131,80,55112,10,0,65024,0,201
4886,15,TCP,192.168.136.131,80,55112,11,0,65024,0,201
5425,12,TCP,192.168.136.131,80,55112,0,482,65024,0,201
5426,0,TCP,192.168.136.131,80,55112,0,0,65024,0,201
5866,2,TCP,192.168.136.131,80,55112,0,0,0,0,201
1408,0,TCP,192.168.136.132,55112,80,1,0,64256,0,201
1410,0,TCP,192.168.136.132,55112,80,0,20,64256,0,201
1414,0,TCP,192.168.136.132,55112,80,0,168,64256,0,201
2857,0,TCP,192.168.136.132,55112,80,0,11,64256,0,201
3570,15,TCP,192.168.136.132,55112,80,0,10,64256,0,201
4878,15,TCP,192.168.136.132,55112,80,0,11,64256,0,201
5445,12,TCP,192.168.136.132,55112,80,482,0,64128,0,201
5639,0,TCP,192.168.136.132,55112,80,1,0,64128,0,201
5864,2,TCP,192.168.136.132,55112,80,0,11,64128,0,201
1419,0,TCP,192.168.136.131,80,55124,21,0,65152,0,202
1423,0,TCP,192.168.136.131,80,55124,168,0,65024,0,202
2866,0,TCP,192.168.136.131,80,55124,11,0,65024,0,202
3573,15,TCP,192.168.136.131,80,55124,11,0,65024,0,202
4887,15,TCP,192.168.136.131,80,55124,11,0,65024,0,202
5470,12,TCP,192.168.136.131,80,55124,0,482,65024,0,202
5471,0,TCP,192.168.136.131,80,55124,0,0,65024,0,202
5867,2,TCP,192.168.136.131,80,55124,0,0,0,0,202
1415,0,TCP,192.168.136.132,55124,80,1,0,64256,0,202
1417,0,TCP,192.168.136.132,55124,80,0,21,64256,0,202
1421,0,TCP,192.168.136.132,55124,80,0,168,64256,0,202
2858,0,TCP,192.168.136.132,55124,80,0,11,64256,0,202
3572,15,TCP,192.168.136.132,55124,80,0,11,64256,0,202
4879,15,TCP,192.168.136.132,55124,80,0,11,64256,0,202
5476,12,TCP,192.168.136.132,55124,80,482,0,64128,0,202
5679,0,TCP,192.168.136.132,55124,80,1,0,64128,0,202
5865,2,TCP,192.168.136.132,55124,80,0,11,64128,0,202
1426,0,TCP,192.168.136.131,80,55128,20,0,65152,0,203
1430,0,TCP,192.168.136.131,80,55128,168,0,65024,0,203
2867,0,TCP,192.168.136.131,80,55128,11,0,65024,0,203
3575,15,TCP,192.168.136.131,80,55128,11,0,65024,0,203
4896,15,TCP,192.168.136.131,80,55128,11,0,65024,0,203
5346,12,TCP,192.168.136.131,80,55128,0,482,65024,0,203
5348,0,TCP,192.168.136.131,80,55128,0,0,65024,0,203
5869,2,TCP,192.168.136.131,80,55128,0,0,0,0,203
1422,0,TCP,192.168.136.132,55128,80,1,0,64256,0,203
1424,0,TCP,192.168.136.132,55128,80,0,20,64256,0,203
1428,0,TCP,192.168.136.132,55128,80,0,168,64256,0,203
2859,0,TCP,192.168.136.132,55128,80,0,11,64256,0,203
3574,15,TCP,192.168.136.132,55128,80,0,11,64256,0,203
4888,15,TCP,192.168.136.132,55128,80,0,11,64256,0,203
5354,12,TCP,192.168.136.132,55128,80,482,0,64128,0,203
5666,0,TCP,192.168.136.132,55128,80,1,0,64128,0,203
5868,2,TCP,192.168.136.132,55128,80,0,11,64128,0,203
1433,0,TCP,192.168.136.131,80,55144,21,0,65152,0,204
1437,0,TCP,192.168.136.131,80,55144,168,0,65024,0,204
2868,0,TCP,192.168.136.131,80,55144,11,0,65024,0,204
3580,15,TCP,192.168.136.131,80,55144,10,0,65024,0,204
4897,15,TCP,192.168.136.131,80,55144,11,0,65024,0,204
5395,12,TCP,192.168.136.131,80,55144,0,482,65024,0,204
5399,0,TCP,192.168.136.131,80,55144,0,0,65024,0,204
5871,2,TCP,192.168.136.131,80,55144,0,0,0,0,204
1429,0,TCP,192.168.136.132,55144,80,1,0,64256,0,204
1431,0,TCP,192.168.136.132,55144,80,0,21,64256,0,204
1435,0,TCP,192.168.136.132,55144,80,0,168,64256,0,204
2860,0,TCP,192.168.136.132,55144,80,0,11,64256,0,204
3576,15,TCP,192.168.136.132,55144,80,0,10,64256,0,204
4889,15,TCP,192.168.136.132,55144,80,0,11,64256,0,204
5415,12,TCP,192.168.136.132,55144,80,482,0,64128,0,204
5648,0,TCP,192.168.136.132,55144,80,1,0,64128,0,204
5870,2,TCP,192.168.136.132,55144,80,0,11,64128,0,204
1440,0,TCP,192.168.136.131,80,55146,21,0,65152,0,205
1444,0,TCP,192.168.136.131,80,55146,168,0,65024,0,205
2869,0,TCP,192.168.136.131,80,55146,11,0,65024,0,205
3581,15,TCP,192.168.136.131,80,55146,10,0,65024,0,205
4898,15,TCP,192.168.136.131,80,55146,10,0,65024,0,205
5430,12,TCP,192.168.136.131,80,55146,0,482,65024,0,205
5432,0,TCP,192.168.136.131,80,55146,0,0,65024,0,205
5873,2,TCP,192.168.136.131,80,55146,0,0,0,0,205
1436,0,TCP,192.168.136.132,55146,80,1,0,64256,0,205
1438,0,TCP,192.168.136.132,55146,80,0,21,64256,0,205
1442,0,TCP,192.168.136.132,55146,80,0,168,64256,0,205
2861,0,TCP,192.168.136.132,55146,80,0,11,64256,0,205
3577,15,TCP,192.168.136.132,55146,80,0,10,64256,0,205
4890,15,TCP,192.168.136.132,55146,80,0,10,64256,0,205
5451,12,TCP,192.168.136.132,55146,80,482,0,64128,0,205
5637,0,TCP,192.168.136.132,55146,80,1,0,64128,0,205
5872,2,TCP,192.168.136.132,55146,80,0,10,64128,0,205
1447,0,TCP,192.168.136.131,80,55154,20,0,65152,0,206
1451,0,TCP,192.168.136.131,80,55154,168,0,65024,0,206
2870,0,TCP,192.168.136.131,80,55154,11,0,65024,0,206
3582,15,TCP,192.168.136.131,80,55154,11,0,65024,0,206
4899,15,TCP,192.168.136.131,80,55154,11,0,65024,0,206
5363,12,TCP,192.168.136.131,80,55154,0,482,65024,0,206
5365,0,TCP,192.168.136.131,80,55154,0,0,65024,0,206
5875,2,TCP,192.168.136.131,80,55154,0,0,0,0,206
1443,0,TCP,192.168.136.132,55154,80,1,0,64256,0,206
1445,0,TCP,192.168.136.132,55154,80,0,20,64256,0,206
1449,0,TCP,192.168.136.132,55154,80,0,168,64256,0,206
2862,0,TCP,192.168.136.132,55154,80,0,11,64256,0,206
3578,15,TCP,192.168.136.132,55154,80,0,11,64256,0,206
4891,15,TCP,192.168.136.132,55154,80,0,11,64256,0,206
5377,12,TCP,192.168.136.132,55154,80,482,0,64128,0,206
5659,0,TCP,192.168.136.132,55154,80,1,0,64128,0,206
5874,2,TCP,192.168.136.132,55154,80,0,11,64128,0,206
1454,0,TCP,192.168.136.131,80,55160,21,0,65152,0,207
1458,0,TCP,192.168.136.131,80,55160,168,0,65024,0,207
2879,0,TCP,192.168.136.131,80,55160,11,0,65024,0,207
3583,15,TCP,192.168.136.131,80,55160,11,0,65024,0,207
4900,15,TCP,192.168.136.131,80,55160,11,0,65024,0,207
5486,12,TCP,192.168.136.131,80,55160,0,482,65024,0,207
5487,0,TCP,192.168.136.131,80,55160,0,0,65024,0,207
5877,2,TCP,192.168.136.131,80,55160,0,0,0,0,207
1450,0,TCP,192.168.136.132,55160,80,1,0,64256,0,207
1452,0,TCP,192.168.136.132,55160,80,0,21,64256,0,207
1456,0,TCP,192.168.136.132,55160,80,0,168,64256,0,207
2871,0,TCP,192.168.136.132,55160,80,0,11,64256,0,207
3579,15,TCP,192.168.136.132,55160,80,0,11,64256,0,207
4892,15,TCP,192.168.136.132,55160,80,0,11,64256,0,207
5490,12,TCP,192.168.136.132,55160,80,482,0,64128,0,207
5671,0,TCP,192.168.136.132,55160,80,1,0,64128,0,207
5876,2,TCP,192.168.136.132,55160,80,0,11,64128,0,207
1461,0,TCP,192.168.136.131,80,55164,21,0,65152,0,208
1465,0,TCP,192.168.136.131,80,55164,168,0,65024,0,208
2880,0,TCP,192.168.136.131,80,55164,11,0,65024,0,208
3587,15,TCP,192.168.136.131,80,55164,11,0,65024,0,208
4901,15,TCP,192.168.136.131,80,55164,11,0,65024,0,208
5433,12,TCP,192.168.136.131,80,55164,0,482,65024,0,208
5437,0,TCP,192.168.136.131,80,55164,0,0,65024,0,208
5879,2,TCP,192.168.136.131,80,55164,0,0,0,0,208
1457,0,TCP,192.168.136.132,55164,80,1,0,64256,0,208
1459,0,TCP,192.168.136.132,55164,80,0,21,64256,0,208
1463,0,TCP,192.168.136.132,55164,80,0,168,64256,0,208
2872,0,TCP,192.168.136.132,55164,80,0,11,64256,0,208
3584,15,TCP,192.168.136.132,55164,80,0,11,64256,0,208
4893,15,TCP,192.168.136.132,55164,80,0,11,64256,0,208
5452,12,TCP,192.168.136.132,55164,80,482,0,64128,0,208
5635,0,TCP,192.168.136.132,55164,80,1,0,64128,0,208
5878,2,TCP,192.168.136.132,55164,80,0,11,64128,0,208
1468,0,TCP,192.168.136.131,80,55178,21,0,65152,0,209
1472,0,TCP,192.168.136.131,80,55178,168,0,65024,0,209
2881,0,TCP,192.168.136.131,80,55178,10,0,65024,0,209
3588,15,TCP,192.168.136.131,80,55178,11,0,65024,0,209
4902,15,TCP,192.168.136.131,80,55178,11,0,65024,0,209
5369,12,TCP,192.168.136.131,80,55178,0,482,65024,0,209
5370,0,TCP,192.168.136.131,80,55178,0,0,65024,0,209
5881,2,TCP,192.168.136.131,80,55178,0,0,0,0,209
1464,0,TCP,192.168.136.132,55178,80,1,0,64256,0,209
1466,0,TCP,192.168.136.132,55178,80,0,21,64256,0,209
1470,0,TCP,192.168.136.132,55178,80,0,168,64256,0,209
2873,0,TCP,192.168.136.132,55178,80,0,10,64256,0,209
3585,15,TCP,192.168.136.132,55178,80,0,11,64256,0,209
4894,15,TCP,192.168.136.132,55178,80,0,11,64256,0,209
5383,12,TCP,192.168.136.132,55178,80,482,0,64128,0,209
5658,0,TCP,192.168.136.132,55178,80,1,0,64128,0,209
5880,2,TCP,192.168.136.132,55178,80,0,11,64128,0,209
1475,0,TCP,192.168.136.131,80,55184,21,0,65152,0,210
1479,0,TCP,192.168.136.131,80,55184,168,0,65024,0,210
2882,0,TCP,192.168.136.131,80,55184,11,0,65024,0,210
3589,15,TCP,192.168.136.131,80,55184,11,0,65024,0,210
4903,15,TCP,192.168.136.131,80,55184,11,0,65024,0,210
5384,12,TCP,192.168.136.131,80,55184,0,482,65024,0,210
5386,0,TCP,192.168.136.131,80,55184,0,0,65024,0,210
5883,2,TCP,192.168.136.131,80,55184,0,0,0,0,210
1471,0,TCP,192.168.136.132,55184,80,1,0,64256,0,210
1473,0,TCP,192.168.136.132,55184,80,0,21,64256,0,210
1477,0,TCP,192.168.136.132,55184,80,0,168,64256,0,210
2874,0,TCP,192.168.136.132,55184,80,0,11,64256,0,210
3586,15,TCP,192.168.136.132,55184,80,0,11,64256,0,210
4895,15,TCP,192.168.136.132,55184,80,0,11,64256,0,210
5401,12,TCP,192.168.136.132,55184,80,482,0,64128,0,210
5653,0,TCP,192.168.136.132,55184,80,1,0,64128,0,210
5882,2,TCP,192.168.136.132,55184,80,0,11,64128,0,210
1482,0,TCP,192.168.136.131,80,55192,21,0,65152,0,211
1486,0,TCP,192.168.136.131,80,55192,168,0,65024,0,211
2883,0,TCP,192.168.136.131,80,55192,10,0,65024,0,211
3593,15,TCP,192.168.136.131,80,55192,11,0,65024,0,211
4912,15,TCP,192.168.136.131,80,55192,11,0,65024,0,211
5459,12,TCP,192.168.136.131,80,55192,0,482,65024,0,211
5460,0,TCP,192.168.136.131,80,55192,0,0,65024,0,211
5885,2,TCP,192.168.136.131,80,55192,0,0,0,0,211
1478,0,TCP,192.168.136.132,55192,80,1,0,64256,0,211
1480,0,TCP,192.168.136.132,55192,80,0,21,64256,0,211
1484,0,TCP,192.168.136.132,55192,80,0,168,64256,0,211
2875,0,TCP,192.168.136.132,55192,80,0,10,64256,0,211
3590,15,TCP,192.168.136.132,55192,80,0,11,64256,0,211
4904,15,TCP,192.168.136.132,55192,80,0,11,64256,0,211
5466,12,TCP,192.168.136.132,55192,80,482,0,64128,0,211
5627,0,TCP,192.168.136.132,55192,80,1,0,64128,0,211
5884,2,TCP,192.168.136.132,55192,80,0,10,64128,0,211
1489,0,TCP,192.168.136.131,80,55206,21,0,65152,0,212
1493,0,TCP,192.168.136.131,80,55206,168,0,65024,0,212
2884,0,TCP,192.168.136.131,80,55206,11,0,65024,0,212
3594,15,TCP,192.168.136.131,80,55206,11,0,65024,0,212
4913,15,TCP,192.168.136.131,80,55206,11,0,65024,0,212
5480,12,TCP,192.168.136.131,80,55206,0,482,65024,0,212
5481,0,TCP,192.168.136.131,80,55206,0,0,65024,0,212
5887,2,TCP,192.168.136.131,80,55206,0,0,0,0,212
1485,0,TCP,192.168.136.132,55206,80,1,0,64256,0,212
1487,0,TCP,192.168.136.132,55206,80,0,21,64256,0,212
1491,0,TCP,192.168.136.132,55206,80,0,168,64256,0,212
2876,0,TCP,192.168.136.132,55206,80,0,11,64256,0,212
3591,15,TCP,192.168.136.132,55206,80,0,11,64256,0,212
4905,15,TCP,192.168.136.132,55206,80,0,11,64256,0,212
5488,12,TCP,192.168.136.132,55206,80,482,0,64128,0,212
5675,0,TCP,192.168.136.132,55206,80,1,0,64128,0,212
5886,2,TCP,192.168.136.132,55206,80,0,11,64128,0,212
1496,0,TCP,192.168.136.131,80,55208,21,0,65152,0,213
1500,0,TCP,192.168.136.131,80,55208,168,0,65024,0,213
2885,0,TCP,192.168.136.131,80,55208,11,0,65024,0,213
3595,15,TCP,192.168.136.131,80,55208,11,0,65024,0,213
4914,15,TCP,192.168.136.131,80,55208,11,0,65024,0,213
5416,12,TCP,192.168.136.131,80,55208,0,482,65024,0,213
5421,0,TCP,192.168.136.131,80,55208,0,0,65024,0,213
5889,2,TCP,192.168.136.131,80,55208,0,0,0,0,213
1492,0,TCP,192.168.136.132,55208,80,1,0,64256,0,213
1494,0,TCP,192.168.136.132,55208,80,0,21,64256,0,213
1498,0,TCP,192.168.136.132,55208,80,0,168,64256,0,213
2877,0,TCP,192.168.136.132,55208,80,0,11,64256,0,213
3592,15,TCP,192.168.136.132,55208,80,0,11,64256,0,213
4906,15,TCP,192.168.136.132,55208,80,0,11,64256,0,213
5434,12,TCP,192.168.136.132,55208,80,482,0,64128,0,213
5642,0,TCP,192.168.136.132,55208,80,1,0,64128,0,213
5888,2,TCP,192.168.136.132,55208,80,0,10,64128,0,213
1503,0,TCP,192.168.136.131,80,55210,20,0,65152,0,214
1507,0,TCP,192.168.136.131,80,55210,168,0,65024,0,214
2886,0,TCP,192.168.136.131,80,55210,11,0,65024,0,214
3598,15,TCP,192.168.136.131,80,55210,11,0,65024,0,214
4915,15,TCP,192.168.136.131,80,55210,11,0,65024,0,214
5394,12,TCP,192.168.136.131,80,55210,0,482,65024,0,214
5398,0,TCP,192.168.136.131,80,55210,0,0,65024,0,214
5891,2,TCP,192.168.136.131,80,55210,0,0,0,0,214
