Packet Number,Time_interval,Layer,src_ip,scr_port,dst_port,ack_no,tcp_length,window_size,sql,stream
3009,0,TCP,192.168.136.131,80,55778,10,0,65024,0,273
3715,15,TCP,192.168.136.131,80,55778,11,0,65024,0,273
5030,15,TCP,192.168.136.131,80,55778,11,0,65024,0,273
5681,12,TCP,192.168.136.131,80,55778,0,482,65024,0,273
5682,0,TCP,192.168.136.131,80,55778,0,0,65024,0,273
6009,2,TCP,192.168.136.131,80,55778,0,0,0,0,273
1913,0,TCP,192.168.136.132,55778,80,1,0,64256,0,273
1914,0,TCP,192.168.136.132,55778,80,0,20,64256,0,273
1917,0,TCP,192.168.136.132,55778,80,0,168,64256,0,273
3001,0,TCP,192.168.136.132,55778,80,0,10,64256,0,273
3714,15,TCP,192.168.136.132,55778,80,0,11,64256,0,273
5022,15,TCP,192.168.136.132,55778,80,0,11,64256,0,273
5683,12,TCP,192.168.136.132,55778,80,482,0,64128,0,273
5742,0,TCP,192.168.136.132,55778,80,1,0,64128,0,273
6008,2,TCP,192.168.136.132,55778,80,0,11,64128,0,273
1922,0,TCP,192.168.136.131,80,55782,21,0,65152,0,274
1926,0,TCP,192.168.136.131,80,55782,168,0,65024,0,274
3010,0,TCP,192.168.136.131,80,55782,11,0,65024,0,274
3717,15,TCP,192.168.136.131,80,55782,11,0,65024,0,274
5031,15,TCP,192.168.136.131,80,55782,11,0,65024,0,274
5695,12,TCP,192.168.136.131,80,55782,0,482,65024,0,274
5696,0,TCP,192.168.136.131,80,55782,0,0,65024,0,274
6011,2,TCP,192.168.136.131,80,55782,0,0,0,0,274
1920,0,TCP,192.168.136.132,55782,80,1,0,64256,0,274
1921,0,TCP,192.168.136.132,55782,80,0,21,64256,0,274
1924,0,TCP,192.168.136.132,55782,80,0,168,64256,0,274
3002,0,TCP,192.168.136.132,55782,80,0,11,64256,0,274
3716,15,TCP,192.168.136.132,55782,80,0,11,64256,0,274
5023,15,TCP,192.168.136.132,55782,80,0,11,64256,0,274
5701,12,TCP,192.168.136.132,55782,80,482,0,64128,0,274
5745,0,TCP,192.168.136.132,55782,80,1,0,64128,0,274
6010,2,TCP,192.168.136.132,55782,80,0,11,64128,0,274
1929,0,TCP,192.168.136.131,80,55784,20,0,65152,0,275
1933,0,TCP,192.168.136.131,80,55784,168,0,65024,0,275
3011,0,TCP,192.168.136.131,80,55784,11,0,65024,0,275
3719,15,TCP,192.168.136.131,80,55784,11,0,65024,0,275
5040,15,TCP,192.168.136.131,80,55784,11,0,65024,0,275
5694,12,TCP,192.168.136.131,80,55784,0,482,65024,0,275
5697,0,TCP,192.168.136.131,80,55784,0,0,65024,0,275
6013,2,TCP,192.168.136.131,80,55784,0,0,0,0,275
1927,0,TCP,192.168.136.132,55784,80,1,0,64256,0,275
1928,0,TCP,192.168.136.132,55784,80,0,20,64256,0,275
1931,0,TCP,192.168.136.132,55784,80,0,168,64256,0,275
3003,0,TCP,192.168.136.132,55784,80,0,11,64256,0,275
3718,15,TCP,192.168.136.132,55784,80,0,11,64256,0,275
5032,15,TCP,192.168.136.132,55784,80,0,11,64256,0,275
5700,12,TCP,192.168.136.132,55784,80,482,0,64128,0,275
5744,0,TCP,192.168.136.132,55784,80,1,0,64128,0,275
6012,2,TCP,192.168.136.132,55784,80,0,11,64128,0,275
1936,0,TCP,192.168.136.131,80,55794,21,0,65152,0,276
1940,0,TCP,192.168.136.131,80,55794,168,0,65024,0,276
3012,0,TCP,192.168.136.131,80,55794,10,0,65024,0,276
3722,15,TCP,192.168.136.131,80,55794,11,0,65024,0,276
5041,15,TCP,192.168.136.131,80,55794,11,0,65024,0,276
5709,12,TCP,192.168.136.131,80,55794,0,482,65024,0,276
5712,0,TCP,192.168.136.131,80,55794,0,0,65024,0,276
6016,2,TCP,192.168.136.131,80,55794,0,0,0,0,276
1934,0,TCP,192.168.136.132,55794,80,1,0,64256,0,276
1935,0,TCP,192.168.136.132,55794,80,0,21,64256,0,276
1938,0,TCP,192.168.136.132,55794,80,0,168,64256,0,276
3004,0,TCP,192.168.136.132,55794,80,0,10,64256,0,276
3720,15,TCP,192.168.136.132,55794,80,0,11,64256,0,276
5033,15,TCP,192.168.136.132,55794,80,0,11,64256,0,276
5714,12,TCP,192.168.136.132,55794,80,482,0,64128,0,276
5746,0,TCP,192.168.136.132,55794,80,1,0,64128,0,276
6014,2,TCP,192.168.136.132,55794,80,0,10,64128,0,276
1943,0,TCP,192.168.136.131,80,55810,21,0,65152,0,277
1947,0,TCP,192.168.136.131,80,55810,168,0,65024,0,277
3013,0,TCP,192.168.136.131,80,55810,11,0,65024,0,277
3723,15,TCP,192.168.136.131,80,55810,10,0,65024,0,277
5042,15,TCP,192.168.136.131,80,55810,10,0,65024,0,277
5698,12,TCP,192.168.136.131,80,55810,0,482,65024,0,277
5699,0,TCP,192.168.136.131,80,55810,0,0,65024,0,277
6017,2,TCP,192.168.136.131,80,55810,0,0,0,0,277
1941,0,TCP,192.168.136.132,55810,80,1,0,64256,0,277
1942,0,TCP,192.168.136.132,55810,80,0,21,64256,0,277
1945,0,TCP,192.168.136.132,55810,80,0,168,64256,0,277
3005,0,TCP,192.168.136.132,55810,80,0,11,64256,0,277
3721,15,TCP,192.168.136.132,55810,80,0,10,64256,0,277
5034,15,TCP,192.168.136.132,55810,80,0,10,64256,0,277
5702,12,TCP,192.168.136.132,55810,80,482,0,64128,0,277
5743,0,TCP,192.168.136.132,55810,80,1,0,64128,0,277
6015,2,TCP,192.168.136.132,55810,80,0,11,64128,0,277
1950,0,TCP,192.168.136.131,80,55816,21,0,65152,0,278
1954,0,TCP,192.168.136.131,80,55816,168,0,65024,0,278
3014,0,TCP,192.168.136.131,80,55816,11,0,65024,0,278
3726,15,TCP,192.168.136.131,80,55816,11,0,65024,0,278
5043,15,TCP,192.168.136.131,80,55816,11,0,65024,0,278
5716,12,TCP,192.168.136.131,80,55816,0,482,65024,0,278
5720,0,TCP,192.168.136.131,80,55816,0,0,65024,0,278
6019,2,TCP,192.168.136.131,80,55816,0,0,0,0,278
1948,0,TCP,192.168.136.132,55816,80,1,0,64256,0,278
1949,0,TCP,192.168.136.132,55816,80,0,21,64256,0,278
1952,0,TCP,192.168.136.132,55816,80,0,168,64256,0,278
3006,0,TCP,192.168.136.132,55816,80,0,11,64256,0,278
3724,15,TCP,192.168.136.132,55816,80,0,11,64256,0,278
5035,15,TCP,192.168.136.132,55816,80,0,11,64256,0,278
5723,12,TCP,192.168.136.132,55816,80,482,0,64128,0,278
5750,0,TCP,192.168.136.132,55816,80,1,0,64128,0,278
6018,2,TCP,192.168.136.132,55816,80,0,10,64128,0,278
1957,0,TCP,192.168.136.131,80,55832,21,0,65152,0,279
1961,0,TCP,192.168.136.131,80,55832,168,0,65024,0,279
3023,0,TCP,192.168.136.131,80,55832,11,0,65024,0,279
3727,15,TCP,192.168.136.131,80,55832,11,0,65024,0,279
5044,15,TCP,192.168.136.131,80,55832,10,0,65024,0,279
5710,12,TCP,192.168.136.131,80,55832,0,482,65024,0,279
5711,0,TCP,192.168.136.131,80,55832,0,0,65024,0,279
6021,2,TCP,192.168.136.131,80,55832,0,0,0,0,279
1955,0,TCP,192.168.136.132,55832,80,1,0,64256,0,279
1956,0,TCP,192.168.136.132,55832,80,0,21,64256,0,279
1959,0,TCP,192.168.136.132,55832,80,0,168,64256,0,279
3015,0,TCP,192.168.136.132,55832,80,0,11,64256,0,279
3725,15,TCP,192.168.136.132,55832,80,0,11,64256,0,279
5036,15,TCP,192.168.136.132,55832,80,0,10,64256,0,279
5715,12,TCP,192.168.136.132,55832,80,482,0,64128,0,279
5747,0,TCP,192.168.136.132,55832,80,1,0,64128,0,279
6020,2,TCP,192.168.136.132,55832,80,0,10,64128,0,279
1964,0,TCP,192.168.136.131,80,55834,20,0,65152,0,280
1968,0,TCP,192.168.136.131,80,55834,168,0,65024,0,280
3024,0,TCP,192.168.136.131,80,55834,11,0,65024,0,280
3729,15,TCP,192.168.136.131,80,55834,11,0,65024,0,280
5045,15,TCP,192.168.136.131,80,55834,11,0,65024,0,280
5717,12,TCP,192.168.136.131,80,55834,0,482,65024,0,280
5722,0,TCP,192.168.136.131,80,55834,0,0,65024,0,280
6023,2,TCP,192.168.136.131,80,55834,0,0,0,0,280
1962,0,TCP,192.168.136.132,55834,80,1,0,64256,0,280
1963,0,TCP,192.168.136.132,55834,80,0,20,64256,0,280
1966,0,TCP,192.168.136.132,55834,80,0,168,64256,0,280
3016,0,TCP,192.168.136.132,55834,80,0,11,64256,0,280
3728,15,TCP,192.168.136.132,55834,80,0,11,64256,0,280
5037,15,TCP,192.168.136.132,55834,80,0,11,64256,0,280
5724,12,TCP,192.168.136.132,55834,80,482,0,64128,0,280
5748,0,TCP,192.168.136.132,55834,80,1,0,64128,0,280
6022,2,TCP,192.168.136.132,55834,80,0,11,64128,0,280
1971,0,TCP,192.168.136.131,80,55848,20,0,65152,0,281
1975,0,TCP,192.168.136.131,80,55848,168,0,65024,0,281
3025,0,TCP,192.168.136.131,80,55848,11,0,65024,0,281
3731,15,TCP,192.168.136.131,80,55848,11,0,65024,0,281
5046,15,TCP,192.168.136.131,80,55848,11,0,65024,0,281
5728,12,TCP,192.168.136.131,80,55848,0,482,65024,0,281
5729,0,TCP,192.168.136.131,80,55848,0,0,65024,0,281
6025,2,TCP,192.168.136.131,80,55848,0,0,0,0,281
1969,0,TCP,192.168.136.132,55848,80,1,0,64256,0,281
1970,0,TCP,192.168.136.132,55848,80,0,20,64256,0,281
1973,0,TCP,192.168.136.132,55848,80,0,168,64256,0,281
3017,0,TCP,192.168.136.132,55848,80,0,11,64256,0,281
3730,15,TCP,192.168.136.132,55848,80,0,11,64256,0,281
5038,15,TCP,192.168.136.132,55848,80,0,11,64256,0,281
5730,12,TCP,192.168.136.132,55848,80,482,0,64128,0,281
5751,0,TCP,192.168.136.132,55848,80,1,0,64128,0,281
6024,2,TCP,192.168.136.132,55848,80,0,11,64128,0,281
1978,0,TCP,192.168.136.131,80,55858,20,0,65152,0,282
1982,0,TCP,192.168.136.131,80,55858,168,0,65024,0,282
3026,0,TCP,192.168.136.131,80,55858,10,0,65024,0,282
3733,15,TCP,192.168.136.131,80,55858,11,0,65024,0,282
5047,15,TCP,192.168.136.131,80,55858,10,0,65024,0,282
5719,12,TCP,192.168.136.131,80,55858,0,482,65024,0,282
5721,0,TCP,192.168.136.131,80,55858,0,0,65024,0,282
6027,2,TCP,192.168.136.131,80,55858,0,0,0,0,282
1976,0,TCP,192.168.136.132,55858,80,1,0,64256,0,282
1977,0,TCP,192.168.136.132,55858,80,0,20,64256,0,282
1980,0,TCP,192.168.136.132,55858,80,0,168,64256,0,282
3018,0,TCP,192.168.136.132,55858,80,0,10,64256,0,282
3732,15,TCP,192.168.136.132,55858,80,0,11,64256,0,282
5039,15,TCP,192.168.136.132,55858,80,0,10,64256,0,282
5725,12,TCP,192.168.136.132,55858,80,482,0,64128,0,282
5749,0,TCP,192.168.136.132,55858,80,1,0,64128,0,282
6026,2,TCP,192.168.136.132,55858,80,0,11,64128,0,282
1985,0,TCP,192.168.136.131,80,55866,20,0,65152,0,283
1989,0,TCP,192.168.136.131,80,55866,168,0,65024,0,283
3027,0,TCP,192.168.136.131,80,55866,11,0,65024,0,283
3735,15,TCP,192.168.136.131,80,55866,9,0,65024,0,283
5056,15,TCP,192.168.136.131,80,55866,11,0,65024,0,283
5752,13,TCP,192.168.136.131,80,55866,0,482,65024,0,283
5753,0,TCP,192.168.136.131,80,55866,0,0,65024,0,283
6029,1,TCP,192.168.136.131,80,55866,11,0,65024,0,283
7278,15,TCP,192.168.136.131,80,55866,0,0,0,0,283
1983,0,TCP,192.168.136.132,55866,80,1,0,64256,0,283
1984,0,TCP,192.168.136.132,55866,80,0,20,64256,0,283
1987,0,TCP,192.168.136.132,55866,80,0,168,64256,0,283
3019,0,TCP,192.168.136.132,55866,80,0,11,64256,0,283
3734,15,TCP,192.168.136.132,55866,80,0,9,64256,0,283
5048,15,TCP,192.168.136.132,55866,80,0,11,64256,0,283
5754,13,TCP,192.168.136.132,55866,80,482,0,64128,0,283
5755,0,TCP,192.168.136.132,55866,80,1,0,64128,0,283
6028,1,TCP,192.168.136.132,55866,80,0,11,64128,0,283
7275,15,TCP,192.168.136.132,55866,80,0,11,64128,0,283
1992,0,TCP,192.168.136.131,80,55872,20,0,65152,0,284
1995,0,TCP,192.168.136.131,80,55872,135,0,65024,0,284
1999,0,TCP,192.168.136.131,80,55872,33,0,65024,0,284
3028,0,TCP,192.168.136.131,80,55872,11,0,65024,0,284
3737,15,TCP,192.168.136.131,80,55872,11,0,65024,0,284
5057,15,TCP,192.168.136.131,80,55872,11,0,65024,0,284
5757,14,TCP,192.168.136.131,80,55872,0,482,65024,0,284
5758,0,TCP,192.168.136.131,80,55872,0,0,65024,0,284
6032,0,TCP,192.168.136.131,80,55872,11,0,65024,0,284
7279,15,TCP,192.168.136.131,80,55872,0,0,0,0,284
1990,0,TCP,192.168.136.132,55872,80,1,0,64256,0,284
1991,0,TCP,192.168.136.132,55872,80,0,20,64256,0,284
1993,0,TCP,192.168.136.132,55872,80,0,135,64256,0,284
1997,0,TCP,192.168.136.132,55872,80,0,33,64256,0,284
3020,0,TCP,192.168.136.132,55872,80,0,11,64256,0,284
3736,15,TCP,192.168.136.132,55872,80,0,11,64256,0,284
5049,15,TCP,192.168.136.132,55872,80,0,11,64256,0,284
5761,14,TCP,192.168.136.132,55872,80,482,0,64128,0,284
5763,0,TCP,192.168.136.132,55872,80,1,0,64128,0,284
6030,0,TCP,192.168.136.132,55872,80,0,11,64128,0,284
7276,15,TCP,192.168.136.132,55872,80,0,11,64128,0,284
2002,0,TCP,192.168.136.131,80,55882,21,0,65152,0,285
2008,0,TCP,192.168.136.131,80,55882,168,0,65024,0,285
3029,0,TCP,192.168.136.131,80,55882,11,0,65024,0,285
3740,15,TCP,192.168.136.131,80,55882,10,0,65024,0,285
5058,15,TCP,192.168.136.131,80,55882,11,0,65024,0,285
5756,14,TCP,192.168.136.131,80,55882,0,482,65024,0,285
5759,0,TCP,192.168.136.131,80,55882,0,0,65024,0,285
6033,0,TCP,192.168.136.131,80,55882,11,0,65024,0,285
7280,15,TCP,192.168.136.131,80,55882,0,0,0,0,285
1998,0,TCP,192.168.136.132,55882,80,1,0,64256,0,285
2000,0,TCP,192.168.136.132,55882,80,0,21,64256,0,285
2004,0,TCP,192.168.136.132,55882,80,0,168,64256,0,285
3021,0,TCP,192.168.136.132,55882,80,0,11,64256,0,285
3738,15,TCP,192.168.136.132,55882,80,0,10,64256,0,285
5050,15,TCP,192.168.136.132,55882,80,0,11,64256,0,285
5760,14,TCP,192.168.136.132,55882,80,482,0,64128,0,285
5762,0,TCP,192.168.136.132,55882,80,1,0,64128,0,285
6031,0,TCP,192.168.136.132,55882,80,0,11,64128,0,285
7277,15,TCP,192.168.136.132,55882,80,0,11,64128,0,285
2009,0,TCP,192.168.136.131,80,55896,21,0,65152,0,286
2013,0,TCP,192.168.136.131,80,55896,168,0,65024,0,286
3030,0,TCP,192.168.136.131,80,55896,11,0,65024,0,286
3741,15,TCP,192.168.136.131,80,55896,11,0,65024,0,286
5059,15,TCP,192.168.136.131,80,55896,11,0,65024,0,286
6036,15,TCP,192.168.136.131,80,55896,11,0,65024,0,286
7215,1,TCP,192.168.136.131,80,55896,0,482,65024,0,286
7221,0,TCP,192.168.136.131,80,55896,0,0,65024,0,286
7285,14,TCP,192.168.136.131,80,55896,0,0,0,0,286
2005,0,TCP,192.168.136.132,55896,80,1,0,64256,0,286
2006,0,TCP,192.168.136.132,55896,80,0,21,64256,0,286
2011,0,TCP,192.168.136.132,55896,80,0,168,64256,0,286
3022,0,TCP,192.168.136.132,55896,80,0,11,64256,0,286
3739,15,TCP,192.168.136.132,55896,80,0,11,64256,0,286
5051,15,TCP,192.168.136.132,55896,80,0,11,64256,0,286
6034,15,TCP,192.168.136.132,55896,80,0,11,64256,0,286
7223,1,TCP,192.168.136.132,55896,80,482,0,64128,0,286
7226,0,TCP,192.168.136.132,55896,80,1,0,64128,0,286
7281,14,TCP,192.168.136.132,55896,80,0,10,64128,0,286
2016,0,TCP,192.168.136.131,80,55906,19,0,65152,0,287
2020,0,TCP,192.168.136.131,80,55906,168,0,65024,0,287
3039,0,TCP,192.168.136.131,80,55906,11,0,65024,0,287
3743,15,TCP,192.168.136.131,80,55906,11,0,65024,0,287
5060,15,TCP,192.168.136.131,80,55906,10,0,65024,0,287
6037,15,TCP,192.168.136.131,80,55906,11,0,65024,0,287
7217,1,TCP,192.168.136.131,80,55906,0,482,65024,0,287
7219,0,TCP,192.168.136.131,80,55906,0,0,65024,0,287
7286,14,TCP,192.168.136.131,80,55906,0,0,0,0,287
2012,0,TCP,192.168.136.132,55906,80,1,0,64256,0,287
2014,0,TCP,192.168.136.132,55906,80,0,19,64256,0,287
2018,0,TCP,192.168.136.132,55906,80,0,168,64256,0,287
3031,0,TCP,192.168.136.132,55906,80,0,11,64256,0,287
3742,15,TCP,192.168.136.132,55906,80,0,11,64256,0,287
5052,15,TCP,192.168.136.132,55906,80,0,10,64256,0,287
6035,15,TCP,192.168.136.132,55906,80,0,11,64256,0,287
7225,1,TCP,192.168.136.132,55906,80,482,0,64128,0,287
7228,0,TCP,192.168.136.132,55906,80,1,0,64128,0,287
7282,14,TCP,192.168.136.132,55906,80,0,11,64128,0,287
2023,0,TCP,192.168.136.131,80,55910,21,0,65152,0,288
2027,0,TCP,192.168.136.131,80,55910,168,0,65024,0,288
3040,0,TCP,192.168.136.131,80,55910,11,0,65024,0,288
3745,15,TCP,192.168.136.131,80,55910,10,0,65024,0,288
5061,15,TCP,192.168.136.131,80,55910,10,0,65024,0,288
6040,15,TCP,192.168.136.131,80,55910,11,0,65024,0,288
7216,1,TCP,192.168.136.131,80,55910,0,482,65024,0,288
7220,0,TCP,192.168.136.131,80,55910,0,0,65024,0,288
7287,14,TCP,192.168.136.131,80,55910,0,0,0,0,288
2019,0,TCP,192.168.136.132,55910,80,1,0,64256,0,288
2021,0,TCP,192.168.136.132,55910,80,0,21,64256,0,288
2025,0,TCP,192.168.136.132,55910,80,0,168,64256,0,288
3032,0,TCP,192.168.136.132,55910,80,0,11,64256,0,288
3744,15,TCP,192.168.136.132,55910,80,0,10,64256,0,288
5053,15,TCP,192.168.136.132,55910,80,0,10,64256,0,288
6038,15,TCP,192.168.136.132,55910,80,0,11,64256,0,288
7224,1,TCP,192.168.136.132,55910,80,482,0,64128,0,288
7227,0,TCP,192.168.136.132,55910,80,1,0,64128,0,288
7283,14,TCP,192.168.136.132,55910,80,0,10,64128,0,288
2030,0,TCP,192.168.136.131,80,55912,21,0,65152,0,289
2034,0,TCP,192.168.136.131,80,55912,168,0,65024,0,289
3041,0,TCP,192.168.136.131,80,55912,11,0,65024,0,289
3747,15,TCP,192.168.136.131,80,55912,11,0,65024,0,289
5062,15,TCP,192.168.136.131,80,55912,10,0,65024,0,289
6041,15,TCP,192.168.136.131,80,55912,10,0,65024,0,289
7214,1,TCP,192.168.136.131,80,55912,0,482,65024,0,289
7218,0,TCP,192.168.136.131,80,55912,0,0,65024,0,289
7288,14,TCP,192.168.136.131,80,55912,0,0,0,0,289
2026,0,TCP,192.168.136.132,55912,80,1,0,64256,0,289
2028,0,TCP,192.168.136.132,55912,80,0,21,64256,0,289
2032,0,TCP,192.168.136.132,55912,80,0,168,64256,0,289
3033,0,TCP,192.168.136.132,55912,80,0,11,64256,0,289
3746,15,TCP,192.168.136.132,55912,80,0,11,64256,0,289
5054,15,TCP,192.168.136.132,55912,80,0,10,64256,0,289
6039,15,TCP,192.168.136.132,55912,80,0,10,64256,0,289
7222,1,TCP,192.168.136.132,55912,80,482,0,64128,0,289
7229,0,TCP,192.168.136.132,55912,80,1,0,64128,0,289
7284,14,TCP,192.168.136.132,55912,80,0,11,64128,0,289
2037,0,TCP,192.168.136.131,80,55926,20,0,65152,0,290
2041,0,TCP,192.168.136.131,80,55926,168,0,65024,0,290
3042,0,TCP,192.168.136.131,80,55926,10,0,65024,0,290
3749,15,TCP,192.168.136.131,80,55926,11,0,65024,0,290
5063,15,TCP,192.168.136.131,80,55926,11,0,65024,0,290
6044,15,TCP,192.168.136.131,80,55926,11,0,65024,0,290
7233,1,TCP,192.168.136.131,80,55926,0,482,65024,0,290
7234,0,TCP,192.168.136.131,80,55926,0,0,65024,0,290
7292,13,TCP,192.168.136.131,80,55926,0,0,0,0,290
2033,0,TCP,192.168.136.132,55926,80,1,0,64256,0,290
2035,0,TCP,192.168.136.132,55926,80,0,20,64256,0,290
2039,0,TCP,192.168.136.132,55926,80,0,168,64256,0,290
3034,0,TCP,192.168.136.132,55926,80,0,10,64256,0,290
3748,15,TCP,192.168.136.132,55926,80,0,11,64256,0,290
5055,15,TCP,192.168.136.132,55926,80,0,11,64256,0,290
6042,15,TCP,192.168.136.132,55926,80,0,11,64256,0,290
7235,1,TCP,192.168.136.132,55926,80,482,0,64128,0,290
7258,0,TCP,192.168.136.132,55926,80,1,0,64128,0,290
7289,13,TCP,192.168.136.132,55926,80,0,11,64128,0,290
2044,0,TCP,192.168.136.131,80,55942,21,0,65152,0,291
2048,0,TCP,192.168.136.131,80,55942,168,0,65024,0,291
3043,0,TCP,192.168.136.131,80,55942,11,0,65024,0,291
3751,15,TCP,192.168.136.131,80,55942,11,0,65024,0,291
5072,15,TCP,192.168.136.131,80,55942,11,0,65024,0,291
6045,15,TCP,192.168.136.131,80,55942,11,0,65024,0,291
7251,1,TCP,192.168.136.131,80,55942,0,482,65024,0,291
7252,0,TCP,192.168.136.131,80,55942,0,0,65024,0,291
7293,13,TCP,192.168.136.131,80,55942,0,0,0,0,291
2040,0,TCP,192.168.136.132,55942,80,1,0,64256,0,291
2042,0,TCP,192.168.136.132,55942,80,0,21,64256,0,291
2046,0,TCP,192.168.136.132,55942,80,0,168,64256,0,291
3035,0,TCP,192.168.136.132,55942,80,0,11,64256,0,291
3750,15,TCP,192.168.136.132,55942,80,0,11,64256,0,291
5064,15,TCP,192.168.136.132,55942,80,0,11,64256,0,291
6043,15,TCP,192.168.136.132,55942,80,0,11,64256,0,291
7253,1,TCP,192.168.136.132,55942,80,482,0,64128,0,291
7260,0,TCP,192.168.136.132,55942,80,1,0,64128,0,291
7290,13,TCP,192.168.136.132,55942,80,0,11,64128,0,291
2051,0,TCP,192.168.136.131,80,55958,20,0,65152,0,292
2055,0,TCP,192.168.136.131,80,55958,168,0,65024,0,292
3044,0,TCP,192.168.136.131,80,55958,10,0,65024,0,292
3753,15,TCP,192.168.136.131,80,55958,11,0,65024,0,292
5073,15,TCP,192.168.136.131,80,55958,11,0,65024,0,292
6048,15,TCP,192.168.136.131,80,55958,10,0,65024,0,292
7230,1,TCP,192.168.136.131,80,55958,0,482,65024,0,292
7231,0,TCP,192.168.136.131,80,55958,0,0,65024,0,292
7294,13,TCP,192.168.136.131,80,55958,0,0,0,0,292
2047,0,TCP,192.168.136.132,55958,80,1,0,64256,0,292
2049,0,TCP,192.168.136.132,55958,80,0,20,64256,0,292
2053,0,TCP,192.168.136.132,55958,80,0,168,64256,0,292
3036,0,TCP,192.168.136.132,55958,80,0,10,64256,0,292
3752,15,TCP,192.168.136.132,55958,80,0,11,64256,0,292
5065,15,TCP,192.168.136.132,55958,80,0,11,64256,0,292
6046,15,TCP,192.168.136.132,55958,80,0,10,64256,0,292
7232,1,TCP,192.168.136.132,55958,80,482,0,64128,0,292
7259,0,TCP,192.168.136.132,55958,80,1,0,64128,0,292
7291,13,TCP,192.168.136.132,55958,80,0,11,64128,0,292
2058,0,TCP,192.168.136.131,80,55960,21,0,65152,0,293
2062,0,TCP,192.168.136.131,80,55960,168,0,65024,0,293
3045,0,TCP,192.168.136.131,80,55960,11,0,65024,0,293
3755,15,TCP,192.168.136.131,80,55960,11,0,65024,0,293
5074,15,TCP,192.168.136.131,80,55960,11,0,65024,0,293
6049,15,TCP,192.168.136.131,80,55960,10,0,65024,0,293
7236,1,TCP,192.168.136.131,80,55960,0,482,65024,0,293
7240,0,TCP,192.168.136.131,80,55960,0,0,65024,0,293
7296,13,TCP,192.168.136.131,80,55960,0,0,0,0,293
2054,0,TCP,192.168.136.132,55960,80,1,0,64256,0,293
2056,0,TCP,192.168.136.132,55960,80,0,21,64256,0,293
2060,0,TCP,192.168.136.132,55960,80,0,168,64256,0,293
3037,0,TCP,192.168.136.132,55960,80,0,11,64256,0,293
3754,15,TCP,192.168.136.132,55960,80,0,11,64256,0,293
5066,15,TCP,192.168.136.132,55960,80,0,11,64256,0,293
6047,15,TCP,192.168.136.132,55960,80,0,10,64256,0,293
7243,1,TCP,192.168.136.132,55960,80,482,0,64128,0,293
7256,0,TCP,192.168.136.132,55960,80,1,0,64128,0,293
7295,13,TCP,192.168.136.132,55960,80,0,11,64128,0,293
2065,0,TCP,192.168.136.131,80,55976,21,0,65152,0,294
2069,0,TCP,192.168.136.131,80,55976,168,0,65024,0,294
3046,0,TCP,192.168.136.131,80,55976,11,0,65024,0,294
3757,15,TCP,192.168.136.131,80,55976,9,0,65024,0,294
5075,15,TCP,192.168.136.131,80,55976,11,0,65024,0,294
6052,15,TCP,192.168.136.131,80,55976,11,0,65024,0,294
7237,1,TCP,192.168.136.131,80,55976,0,482,65024,0,294
7239,0,TCP,192.168.136.131,80,55976,0,0,65024,0,294
7298,13,TCP,192.168.136.131,80,55976,0,0,0,0,294
2061,0,TCP,192.168.136.132,55976,80,1,0,64256,0,294
2063,0,TCP,192.168.136.132,55976,80,0,21,64256,0,294
2067,0,TCP,192.168.136.132,55976,80,0,168,64256,0,294
3038,0,TCP,192.168.136.132,55976,80,0,11,64256,0,294
3756,15,TCP,192.168.136.132,55976,80,0,9,64256,0,294
5067,15,TCP,192.168.136.132,55976,80,0,11,64256,0,294
6050,15,TCP,192.168.136.132,55976,80,0,11,64256,0,294
7244,1,TCP,192.168.136.132,55976,80,482,0,64128,0,294
7257,0,TCP,192.168.136.132,55976,80,1,0,64128,0,294
7297,13,TCP,192.168.136.132,55976,80,0,11,64128,0,294
2072,0,TCP,192.168.136.131,80,55992,20,0,65152,0,295
2076,0,TCP,192.168.136.131,80,55992,168,0,65024,0,295
3055,0,TCP,192.168.136.131,80,55992,11,0,65024,0,295
3759,15,TCP,192.168.136.131,80,55992,11,0,65024,0,295
5076,15,TCP,192.168.136.131,80,55992,11,0,65024,0,295
6053,15,TCP,192.168.136.131,80,55992,11,0,65024,0,295
7248,1,TCP,192.168.136.131,80,55992,0,482,65024,0,295
7249,0,TCP,192.168.136.131,80,55992,0,0,65024,0,295
7300,13,TCP,192.168.136.131,80,55992,0,0,0,0,295
2068,0,TCP,192.168.136.132,55992,80,1,0,64256,0,295
2070,0,TCP,192.168.136.132,55992,80,0,20,64256,0,295
2074,0,TCP,192.168.136.132,55992,80,0,168,64256,0,295
3047,0,TCP,192.168.136.132,55992,80,0,11,64256,0,295
3758,15,TCP,192.168.136.132,55992,80,0,11,64256,0,295
5068,15,TCP,192.168.136.132,55992,80,0,11,64256,0,295
6051,15,TCP,192.168.136.132,55992,80,0,11,64256,0,295
7250,1,TCP,192.168.136.132,55992,80,482,0,64128,0,295
7261,0,TCP,192.168.136.132,55992,80,1,0,64128,0,295
7299,13,TCP,192.168.136.132,55992,80,0,11,64128,0,295
2079,0,TCP,192.168.136.131,80,56008,20,0,65152,0,296
2083,0,TCP,192.168.136.131,80,56008,168,0,65024,0,296
3056,0,TCP,192.168.136.131,80,56008,11,0,65024,0,296
3761,15,TCP,192.168.136.131,80,56008,11,0,65024,0,296
5077,15,TCP,192.168.136.131,80,56008,11,0,65024,0,296
6056,15,TCP,192.168.136.131,80,56008,10,0,65024,0,296
