Packet Number,Time(seconds),Time_interval,Layer,src_ip,scr_port,dst_port,ack_no,tcp_length,socket_count,sql,stream
9733,2013,0,TCP,3.233.155.5,443,36786,0,1440,113,0,117
9735,2013,0,TCP,3.233.155.5,443,36786,0,608,113,0,117
9738,2013,0,TCP,3.233.155.5,443,36786,126,0,113,0,117
9862,2013,0,TCP,3.233.155.5,443,36786,0,240,113,0,117
9878,2013,0,TCP,3.233.155.5,443,36786,194,0,113,0,117
9881,2013,0,TCP,3.233.155.5,443,36786,31,0,113,0,117
9882,2013,0,TCP,3.233.155.5,443,36786,1,0,113,0,117
10046,2014,0,TCP,3.233.155.5,443,36786,0,38,113,0,117
9454,2013,0,TCP,192.168.136.131,36776,443,1,0,114,0,118
9455,2013,0,TCP,192.168.136.131,36776,443,0,517,114,0,118
9509,2013,0,TCP,192.168.136.131,36776,443,1440,0,114,0,118
9511,2013,0,TCP,192.168.136.131,36776,443,1440,0,114,0,118
9513,2013,0,TCP,192.168.136.131,36776,443,1216,0,114,0,118
9517,2013,0,TCP,192.168.136.131,36776,443,398,0,114,0,118
9518,2013,0,TCP,192.168.136.131,36776,443,0,93,114,0,118
9578,2013,0,TCP,192.168.136.131,36776,443,343,0,114,0,118
9701,2013,0,TCP,192.168.136.131,36776,443,0,177,114,0,118
9702,2013,0,TCP,192.168.136.131,36776,443,0,685,114,0,118
9705,2013,0,TCP,192.168.136.131,36776,443,0,726,114,0,118
9709,2013,0,TCP,192.168.136.131,36776,443,0,38,114,0,118
9711,2013,0,TCP,192.168.136.131,36776,443,0,726,114,0,118
9721,2013,0,TCP,192.168.136.131,36776,443,0,753,114,0,118
9740,2013,0,TCP,192.168.136.131,36776,443,38,0,114,0,118
9742,2013,0,TCP,192.168.136.131,36776,443,355,0,114,0,118
9744,2013,0,TCP,192.168.136.131,36776,443,354,0,114,0,118
9750,2013,0,TCP,192.168.136.131,36776,443,354,0,114,0,118
9752,2013,0,TCP,192.168.136.131,36776,443,354,0,114,0,118
9867,2013,0,TCP,192.168.136.131,36776,443,0,97,114,0,118
9919,2013,0,TCP,192.168.136.131,36776,443,0,725,114,0,118
9921,2013,0,TCP,192.168.136.131,36776,443,0,726,114,0,118
9941,2013,0,TCP,192.168.136.131,36776,443,0,726,114,0,118
9974,2013,0,TCP,192.168.136.131,36776,443,575,0,114,0,118
10004,2013,0,TCP,192.168.136.131,36776,443,354,0,114,0,118
10006,2013,0,TCP,192.168.136.131,36776,443,354,0,114,0,118
10014,2013,0,TCP,192.168.136.131,36776,443,354,0,114,0,118
10225,2014,0,TCP,192.168.136.131,36776,443,0,697,114,0,118
10271,2014,0,TCP,192.168.136.131,36776,443,354,0,114,0,118
10504,2014,0,TCP,192.168.136.131,36776,443,0,812,114,0,118
10576,2014,0,TCP,192.168.136.131,36776,443,354,0,114,0,118
12372,2021,6,TCP,192.168.136.131,36776,443,0,46,114,0,118
12575,2021,0,TCP,192.168.136.131,36776,443,0,31,114,0,118
12577,2021,0,TCP,192.168.136.131,36776,443,0,0,114,0,118
12918,2021,0,TCP,192.168.136.131,36776,443,1,0,114,0,118
9456,2013,0,TCP,104.211.158.212,443,36776,517,0,114,0,118
9508,2013,0,TCP,104.211.158.212,443,36776,0,1440,114,0,118
9510,2013,0,TCP,104.211.158.212,443,36776,0,1440,114,0,118
9512,2013,0,TCP,104.211.158.212,443,36776,0,1216,114,0,118
9516,2013,0,TCP,104.211.158.212,443,36776,0,398,114,0,118
9519,2013,0,TCP,104.211.158.212,443,36776,93,0,114,0,118
9552,2013,0,TCP,104.211.158.212,443,36776,0,274,114,0,118
9553,2013,0,TCP,104.211.158.212,443,36776,0,69,114,0,118
9703,2013,0,TCP,104.211.158.212,443,36776,177,0,114,0,118
9704,2013,0,TCP,104.211.158.212,443,36776,685,0,114,0,118
9707,2013,0,TCP,104.211.158.212,443,36776,726,0,114,0,118
9710,2013,0,TCP,104.211.158.212,443,36776,38,0,114,0,118
9712,2013,0,TCP,104.211.158.212,443,36776,726,0,114,0,118
9722,2013,0,TCP,104.211.158.212,443,36776,753,0,114,0,118
9739,2013,0,TCP,104.211.158.212,443,36776,0,38,114,0,118
9741,2013,0,TCP,104.211.158.212,443,36776,0,355,114,0,118
9743,2013,0,TCP,104.211.158.212,443,36776,0,354,114,0,118
9749,2013,0,TCP,104.211.158.212,443,36776,0,354,114,0,118
9751,2013,0,TCP,104.211.158.212,443,36776,0,354,114,0,118
9868,2013,0,TCP,104.211.158.212,443,36776,97,0,114,0,118
9920,2013,0,TCP,104.211.158.212,443,36776,725,0,114,0,118
9926,2013,0,TCP,104.211.158.212,443,36776,726,0,114,0,118
9942,2013,0,TCP,104.211.158.212,443,36776,726,0,114,0,118
9973,2013,0,TCP,104.211.158.212,443,36776,0,575,114,0,118
10003,2013,0,TCP,104.211.158.212,443,36776,0,354,114,0,118
10005,2013,0,TCP,104.211.158.212,443,36776,0,354,114,0,118
10013,2013,0,TCP,104.211.158.212,443,36776,0,354,114,0,118
10226,2014,0,TCP,104.211.158.212,443,36776,697,0,114,0,118
10270,2014,0,TCP,104.211.158.212,443,36776,0,354,114,0,118
10505,2014,0,TCP,104.211.158.212,443,36776,812,0,114,0,118
10575,2014,0,TCP,104.211.158.212,443,36776,0,354,114,0,118
12373,2021,6,TCP,104.211.158.212,443,36776,46,0,114,0,118
12576,2021,0,TCP,104.211.158.212,443,36776,31,0,114,0,118
12578,2021,0,TCP,104.211.158.212,443,36776,1,0,114,0,118
12915,2021,0,TCP,104.211.158.212,443,36776,0,0,114,0,118
9462,2013,0,TCP,192.168.136.131,36784,443,1,0,115,0,119
9463,2013,0,TCP,192.168.136.131,36784,443,0,517,115,0,119
9521,2013,0,TCP,192.168.136.131,36784,443,1440,0,115,0,119
9523,2013,0,TCP,192.168.136.131,36784,443,1440,0,115,0,119
9525,2013,0,TCP,192.168.136.131,36784,443,1216,0,115,0,119
9527,2013,0,TCP,192.168.136.131,36784,443,398,0,115,0,119
9528,2013,0,TCP,192.168.136.131,36784,443,0,93,115,0,119
9594,2013,0,TCP,192.168.136.131,36784,443,343,0,115,0,119
9865,2013,0,TCP,192.168.136.131,36784,443,0,194,115,0,119
9872,2013,0,TCP,192.168.136.131,36784,443,0,31,115,0,119
9875,2013,0,TCP,192.168.136.131,36784,443,0,0,115,0,119
9972,2013,0,TCP,192.168.136.131,36784,443,1,0,115,0,119
9464,2013,0,TCP,104.211.158.212,443,36784,517,0,115,0,119
9520,2013,0,TCP,104.211.158.212,443,36784,0,1440,115,0,119
9522,2013,0,TCP,104.211.158.212,443,36784,0,1440,115,0,119
9524,2013,0,TCP,104.211.158.212,443,36784,0,1216,115,0,119
9526,2013,0,TCP,104.211.158.212,443,36784,0,398,115,0,119
9529,2013,0,TCP,104.211.158.212,443,36784,93,0,115,0,119
9564,2013,0,TCP,104.211.158.212,443,36784,0,274,115,0,119
9565,2013,0,TCP,104.211.158.212,443,36784,0,69,115,0,119
9866,2013,0,TCP,104.211.158.212,443,36784,194,0,115,0,119
9874,2013,0,TCP,104.211.158.212,443,36784,31,0,115,0,119
9876,2013,0,TCP,104.211.158.212,443,36784,1,0,115,0,119
9971,2013,0,TCP,104.211.158.212,443,36784,0,0,115,0,119
9555,2013,0,TCP,192.168.136.131,36790,443,1,0,116,0,120
9556,2013,0,TCP,192.168.136.131,36790,443,0,517,116,0,120
9600,2013,0,TCP,192.168.136.131,36790,443,1440,0,116,0,120
9602,2013,0,TCP,192.168.136.131,36790,443,1440,0,116,0,120
9604,2013,0,TCP,192.168.136.131,36790,443,1216,0,116,0,120
9606,2013,0,TCP,192.168.136.131,36790,443,399,0,116,0,120
9607,2013,0,TCP,192.168.136.131,36790,443,0,93,116,0,120
9689,2013,0,TCP,192.168.136.131,36790,443,343,0,116,0,120
9933,2013,0,TCP,192.168.136.131,36790,443,0,194,116,0,120
9943,2013,0,TCP,192.168.136.131,36790,443,0,31,116,0,120
9944,2013,0,TCP,192.168.136.131,36790,443,0,0,116,0,120
9990,2013,0,TCP,192.168.136.131,36790,443,0,0,116,0,120
9557,2013,0,TCP,104.211.158.212,443,36790,517,0,116,0,120
9599,2013,0,TCP,104.211.158.212,443,36790,0,1440,116,0,120
9601,2013,0,TCP,104.211.158.212,443,36790,0,1440,116,0,120
9603,2013,0,TCP,104.211.158.212,443,36790,0,1216,116,0,120
9605,2013,0,TCP,104.211.158.212,443,36790,0,399,116,0,120
9609,2013,0,TCP,104.211.158.212,443,36790,93,0,116,0,120
9659,2013,0,TCP,104.211.158.212,443,36790,0,274,116,0,120
9660,2013,0,TCP,104.211.158.212,443,36790,0,69,116,0,120
9935,2013,0,TCP,104.211.158.212,443,36790,194,0,116,0,120
9945,2013,0,TCP,104.211.158.212,443,36790,31,0,116,0,120
9946,2013,0,TCP,104.211.158.212,443,36790,1,0,116,0,120
9989,2013,0,TCP,104.211.158.212,443,36790,0,38,116,0,120
9730,2013,0,TCP,192.168.136.131,36798,443,0,0,116,0,121
9567,2013,0,TCP,192.168.136.131,36802,443,1,0,117,0,122
9568,2013,0,TCP,192.168.136.131,36802,443,0,517,117,0,122
9616,2013,0,TCP,192.168.136.131,36802,443,1440,0,117,0,122
9619,2013,0,TCP,192.168.136.131,36802,443,1440,0,117,0,122
9620,2013,0,TCP,192.168.136.131,36802,443,1216,0,117,0,122
9622,2013,0,TCP,192.168.136.131,36802,443,399,0,117,0,122
9623,2013,0,TCP,192.168.136.131,36802,443,0,93,117,0,122
9694,2013,0,TCP,192.168.136.131,36802,443,343,0,117,0,122
9915,2013,0,TCP,192.168.136.131,36802,443,0,194,117,0,122
9924,2013,0,TCP,192.168.136.131,36802,443,0,31,117,0,122
9925,2013,0,TCP,192.168.136.131,36802,443,0,0,117,0,122
9982,2013,0,TCP,192.168.136.131,36802,443,0,0,117,0,122
9569,2013,0,TCP,104.211.158.212,443,36802,517,0,117,0,122
9615,2013,0,TCP,104.211.158.212,443,36802,0,1440,117,0,122
9617,2013,0,TCP,104.211.158.212,443,36802,0,1440,117,0,122
9618,2013,0,TCP,104.211.158.212,443,36802,0,1216,117,0,122
9621,2013,0,TCP,104.211.158.212,443,36802,0,399,117,0,122
9624,2013,0,TCP,104.211.158.212,443,36802,93,0,117,0,122
9664,2013,0,TCP,104.211.158.212,443,36802,0,274,117,0,122
9665,2013,0,TCP,104.211.158.212,443,36802,0,69,117,0,122
9917,2013,0,TCP,104.211.158.212,443,36802,194,0,117,0,122
9929,2013,0,TCP,104.211.158.212,443,36802,31,0,117,0,122
9930,2013,0,TCP,104.211.158.212,443,36802,1,0,117,0,122
9981,2013,0,TCP,104.211.158.212,443,36802,0,38,117,0,122
9571,2013,0,TCP,192.168.136.131,36804,443,1,0,118,0,123
9574,2013,0,TCP,192.168.136.131,36804,443,0,517,118,0,123
9632,2013,0,TCP,192.168.136.131,36804,443,1440,0,118,0,123
9635,2013,0,TCP,192.168.136.131,36804,443,1440,0,118,0,123
9636,2013,0,TCP,192.168.136.131,36804,443,1216,0,118,0,123
9640,2013,0,TCP,192.168.136.131,36804,443,398,0,118,0,123
9643,2013,0,TCP,192.168.136.131,36804,443,0,93,118,0,123
9718,2013,0,TCP,192.168.136.131,36804,443,343,0,118,0,123
9719,2013,0,TCP,192.168.136.131,36804,443,0,194,118,0,123
9723,2013,0,TCP,192.168.136.131,36804,443,0,31,118,0,123
9724,2013,0,TCP,192.168.136.131,36804,443,0,0,118,0,123
9746,2013,0,TCP,192.168.136.131,36804,443,0,0,118,0,123
9575,2013,0,TCP,104.211.158.212,443,36804,517,0,118,0,123
9631,2013,0,TCP,104.211.158.212,443,36804,0,1440,118,0,123
9633,2013,0,TCP,104.211.158.212,443,36804,0,1440,118,0,123
9634,2013,0,TCP,104.211.158.212,443,36804,0,1216,118,0,123
9639,2013,0,TCP,104.211.158.212,443,36804,0,398,118,0,123
9644,2013,0,TCP,104.211.158.212,443,36804,93,0,118,0,123
9670,2013,0,TCP,104.211.158.212,443,36804,0,274,118,0,123
9677,2013,0,TCP,104.211.158.212,443,36804,0,69,118,0,123
9720,2013,0,TCP,104.211.158.212,443,36804,194,0,118,0,123
9725,2013,0,TCP,104.211.158.212,443,36804,31,0,118,0,123
9726,2013,0,TCP,104.211.158.212,443,36804,1,0,118,0,123
9745,2013,0,TCP,104.211.158.212,443,36804,0,38,118,0,123
9583,2013,0,TCP,192.168.136.131,54666,443,1,0,119,0,124
9588,2013,0,TCP,192.168.136.131,54666,443,0,517,119,0,124
9684,2013,0,TCP,192.168.136.131,54666,443,1412,0,119,0,124
9686,2013,0,TCP,192.168.136.131,54666,443,1412,0,119,0,124
9688,2013,0,TCP,192.168.136.131,54666,443,1485,0,119,0,124
9863,2013,0,TCP,192.168.136.131,54666,443,0,64,119,0,124
9869,2013,0,TCP,192.168.136.131,54666,443,0,170,119,0,124
9871,2013,0,TCP,192.168.136.131,54666,443,0,260,119,0,124
9984,2013,0,TCP,192.168.136.131,54666,443,614,0,119,0,124
9985,2013,0,TCP,192.168.136.131,54666,443,0,31,119,0,124
10023,2013,0,TCP,192.168.136.131,54666,443,31,0,119,0,124
10042,2014,0,TCP,192.168.136.131,54666,443,0,36,119,0,124
10049,2014,0,TCP,192.168.136.131,54666,443,448,0,119,0,124
10051,2014,0,TCP,192.168.136.131,54666,443,1412,0,119,0,124
10053,2014,0,TCP,192.168.136.131,54666,443,1412,0,119,0,124
10055,2014,0,TCP,192.168.136.131,54666,443,1412,0,119,0,124
10057,2014,0,TCP,192.168.136.131,54666,443,1412,0,119,0,124
10060,2014,0,TCP,192.168.136.131,54666,443,1154,0,119,0,124
10062,2014,0,TCP,192.168.136.131,54666,443,39,0,119,0,124
10063,2014,0,TCP,192.168.136.131,54666,443,0,39,119,0,124
10065,2014,0,TCP,192.168.136.131,54666,443,0,187,119,0,124
10122,2014,0,TCP,192.168.136.131,54666,443,0,35,119,0,124
10233,2014,0,TCP,192.168.136.131,54666,443,1567,0,119,0,124
10236,2014,0,TCP,192.168.136.131,54666,443,2824,0,119,0,124
10241,2014,0,TCP,192.168.136.131,54666,443,946,0,119,0,124
10242,2014,0,TCP,192.168.136.131,54666,443,0,39,119,0,124
10260,2014,0,TCP,192.168.136.131,54666,443,0,39,119,0,124
10262,2014,0,TCP,192.168.136.131,54666,443,0,24,119,0,124
10263,2014,0,TCP,192.168.136.131,54666,443,0,0,119,0,124
10314,2014,0,TCP,192.168.136.131,54666,443,1,0,119,0,124
9589,2013,0,TCP,142.250.195.33,443,54666,517,0,119,0,124
9683,2013,0,TCP,142.250.195.33,443,54666,0,1412,119,0,124
9685,2013,0,TCP,142.250.195.33,443,54666,0,1412,119,0,124
9687,2013,0,TCP,142.250.195.33,443,54666,0,1485,119,0,124
9864,2013,0,TCP,142.250.195.33,443,54666,64,0,119,0,124
9870,2013,0,TCP,142.250.195.33,443,54666,170,0,119,0,124
9873,2013,0,TCP,142.250.195.33,443,54666,260,0,119,0,124
9983,2013,0,TCP,142.250.195.33,443,54666,0,614,119,0,124
9986,2013,0,TCP,142.250.195.33,443,54666,31,0,119,0,124
10021,2013,0,TCP,142.250.195.33,443,54666,0,31,119,0,124
10043,2014,0,TCP,142.250.195.33,443,54666,36,0,119,0,124
10048,2014,0,TCP,142.250.195.33,443,54666,0,448,119,0,124
10050,2014,0,TCP,142.250.195.33,443,54666,0,1412,119,0,124
10052,2014,0,TCP,142.250.195.33,443,54666,0,1412,119,0,124
10054,2014,0,TCP,142.250.195.33,443,54666,0,1412,119,0,124
10056,2014,0,TCP,142.250.195.33,443,54666,0,1412,119,0,124
10059,2014,0,TCP,142.250.195.33,443,54666,0,1154,119,0,124
10061,2014,0,TCP,142.250.195.33,443,54666,0,39,119,0,124
10064,2014,0,TCP,142.250.195.33,443,54666,39,0,119,0,124
10066,2014,0,TCP,142.250.195.33,443,54666,187,0,119,0,124
10123,2014,0,TCP,142.250.195.33,443,54666,35,0,119,0,124
10231,2014,0,TCP,142.250.195.33,443,54666,0,155,119,0,124
10232,2014,0,TCP,142.250.195.33,443,54666,0,1412,119,0,124
10234,2014,0,TCP,142.250.195.33,443,54666,0,1412,119,0,124
10235,2014,0,TCP,142.250.195.33,443,54666,0,1412,119,0,124
10237,2014,0,TCP,142.250.195.33,443,54666,0,907,119,0,124
10240,2014,0,TCP,142.250.195.33,443,54666,0,39,119,0,124
10243,2014,0,TCP,142.250.195.33,443,54666,39,0,119,0,124
10261,2014,0,TCP,142.250.195.33,443,54666,39,0,119,0,124
10264,2014,0,TCP,142.250.195.33,443,54666,24,0,119,0,124
10265,2014,0,TCP,142.250.195.33,443,54666,1,0,119,0,124
10313,2014,0,TCP,142.250.195.33,443,54666,0,0,119,0,124
9573,2013,0,TCP,192.168.136.131,36810,443,1,0,120,0,125
9576,2013,0,TCP,192.168.136.131,36810,443,0,517,120,0,125
9627,2013,0,TCP,192.168.136.131,36810,443,1440,0,120,0,125
9628,2013,0,TCP,192.168.136.131,36810,443,1440,0,120,0,125
9630,2013,0,TCP,192.168.136.131,36810,443,1216,0,120,0,125
9638,2013,0,TCP,192.168.136.131,36810,443,398,0,120,0,125
9641,2013,0,TCP,192.168.136.131,36810,443,0,93,120,0,125
9700,2013,0,TCP,192.168.136.131,36810,443,343,0,120,0,125
9916,2013,0,TCP,192.168.136.131,36810,443,0,194,120,0,125
9922,2013,0,TCP,192.168.136.131,36810,443,0,31,120,0,125
9923,2013,0,TCP,192.168.136.131,36810,443,0,0,120,0,125
9988,2013,0,TCP,192.168.136.131,36810,443,0,0,120,0,125
9577,2013,0,TCP,104.211.158.212,443,36810,517,0,120,0,125
9625,2013,0,TCP,104.211.158.212,443,36810,0,1440,120,0,125
9626,2013,0,TCP,104.211.158.212,443,36810,0,1440,120,0,125
9629,2013,0,TCP,104.211.158.212,443,36810,0,1216,120,0,125
9637,2013,0,TCP,104.211.158.212,443,36810,0,398,120,0,125
9642,2013,0,TCP,104.211.158.212,443,36810,93,0,120,0,125
9667,2013,0,TCP,104.211.158.212,443,36810,0,274,120,0,125
9668,2013,0,TCP,104.211.158.212,443,36810,0,69,120,0,125
9918,2013,0,TCP,104.211.158.212,443,36810,194,0,120,0,125
9927,2013,0,TCP,104.211.158.212,443,36810,31,0,120,0,125
9928,2013,0,TCP,104.211.158.212,443,36810,1,0,120,0,125
9987,2013,0,TCP,104.211.158.212,443,36810,0,38,120,0,125
9596,2013,0,TCP,192.168.136.131,58600,80,1,0,121,0,126
9597,2013,0,TCP,192.168.136.131,58600,80,0,416,121,0,126
9755,2013,0,TCP,192.168.136.131,58600,80,775,0,121,0,126
11692,2015,1,TCP,192.168.136.131,58600,80,0,416,121,0,126
11954,2015,0,TCP,192.168.136.131,58600,80,966,0,121,0,126
12589,2021,5,TCP,192.168.136.131,58600,80,0,0,121,0,126
12887,2021,0,TCP,192.168.136.131,58600,80,1,0,121,0,126
9598,2013,0,TCP,172.64.149.23,80,58600,416,0,121,0,126
9754,2013,0,TCP,172.64.149.23,80,58600,0,775,121,0,126
11693,2015,1,TCP,172.64.149.23,80,58600,416,0,121,0,126
11953,2015,0,TCP,172.64.149.23,80,58600,0,966,121,0,126
12590,2021,5,TCP,172.64.149.23,80,58600,1,0,121,0,126
12886,2021,0,TCP,172.64.149.23,80,58600,0,0,121,0,126
9708,2013,0,TCP,192.168.136.131,58614,80,1,0,122,0,127
9713,2013,0,TCP,192.168.136.131,58614,80,0,416,122,0,127
9811,2013,0,TCP,192.168.136.131,58614,80,775,0,122,0,127
11725,2015,1,TCP,192.168.136.131,58614,80,0,416,122,0,127
11981,2015,0,TCP,192.168.136.131,58614,80,966,0,122,0,127
12571,2021,5,TCP,192.168.136.131,58614,80,0,0,122,0,127
12899,2021,0,TCP,192.168.136.131,58614,80,1,0,122,0,127
9714,2013,0,TCP,172.64.149.23,80,58614,416,0,122,0,127
9810,2013,0,TCP,172.64.149.23,80,58614,0,775,122,0,127
11726,2015,1,TCP,172.64.149.23,80,58614,416,0,122,0,127
11980,2015,0,TCP,172.64.149.23,80,58614,0,966,122,0,127
12572,2021,5,TCP,172.64.149.23,80,58614,1,0,122,0,127
12898,2021,0,TCP,172.64.149.23,80,58614,0,0,122,0,127
9696,2013,0,TCP,192.168.136.131,58628,80,1,0,123,0,128
9697,2013,0,TCP,192.168.136.131,58628,80,0,416,123,0,128
9807,2013,0,TCP,192.168.136.131,58628,80,775,0,123,0,128
11694,2015,1,TCP,192.168.136.131,58628,80,0,416,123,0,128
11946,2015,0,TCP,192.168.136.131,58628,80,966,0,123,0,128
12587,2021,5,TCP,192.168.136.131,58628,80,0,0,123,0,128
12883,2021,0,TCP,192.168.136.131,58628,80,1,0,123,0,128
9698,2013,0,TCP,172.64.149.23,80,58628,416,0,123,0,128
9806,2013,0,TCP,172.64.149.23,80,58628,0,775,123,0,128
11695,2015,1,TCP,172.64.149.23,80,58628,416,0,123,0,128
11945,2015,0,TCP,172.64.149.23,80,58628,0,966,123,0,128
12588,2021,5,TCP,172.64.149.23,80,58628,1,0,123,0,128
12882,2021,0,TCP,172.64.149.23,80,58628,0,0,123,0,128
9717,2013,0,TCP,192.168.136.131,58636,80,1,0,124,0,129
11732,2015,2,TCP,192.168.136.131,58636,80,0,416,124,0,129
11975,2015,0,TCP,192.168.136.131,58636,80,966,0,124,0,129
12573,2021,5,TCP,192.168.136.131,58636,80,0,0,124,0,129
12897,2021,0,TCP,192.168.136.131,58636,80,1,0,124,0,129
11733,2015,2,TCP,172.64.149.23,80,58636,416,0,124,0,129
11974,2015,0,TCP,172.64.149.23,80,58636,0,966,124,0,129
12574,2021,5,TCP,172.64.149.23,80,58636,1,0,124,0,129
12895,2021,0,TCP,172.64.149.23,80,58636,0,0,124,0,129
9773,2013,0,TCP,192.168.136.131,41764,443,1,0,125,0,130
9795,2013,0,TCP,192.168.136.131,41764,443,0,517,125,0,130
9831,2013,0,TCP,192.168.136.131,41764,443,1440,0,125,0,130
9833,2013,0,TCP,192.168.136.131,41764,443,1440,0,125,0,130
9835,2013,0,TCP,192.168.136.131,41764,443,1440,0,125,0,130
9837,2013,0,TCP,192.168.136.131,41764,443,859,0,125,0,130
9899,2013,0,TCP,192.168.136.131,41764,443,0,64,125,0,130
9903,2013,0,TCP,192.168.136.131,41764,443,0,187,125,0,130
9966,2013,0,TCP,192.168.136.131,41764,443,512,0,125,0,130
9967,2013,0,TCP,192.168.136.131,41764,443,0,24,125,0,130
9968,2013,0,TCP,192.168.136.131,41764,443,0,0,125,0,130
10010,2013,0,TCP,192.168.136.131,41764,443,0,0,125,0,130
9796,2013,0,TCP,104.18.10.248,443,41764,517,0,125,0,130
9830,2013,0,TCP,104.18.10.248,443,41764,0,1440,125,0,130
9832,2013,0,TCP,104.18.10.248,443,41764,0,1440,125,0,130
9834,2013,0,TCP,104.18.10.248,443,41764,0,1440,125,0,130
9836,2013,0,TCP,104.18.10.248,443,41764,0,859,125,0,130
9900,2013,0,TCP,104.18.10.248,443,41764,64,0,125,0,130
9904,2013,0,TCP,104.18.10.248,443,41764,187,0,125,0,130
9965,2013,0,TCP,104.18.10.248,443,41764,0,512,125,0,130
9969,2013,0,TCP,104.18.10.248,443,41764,24,0,125,0,130
9970,2013,0,TCP,104.18.10.248,443,41764,1,0,125,0,130
10009,2013,0,TCP,104.18.10.248,443,41764,0,31,125,0,130
9778,2013,0,TCP,192.168.136.131,41766,443,1,0,126,0,131
9793,2013,0,TCP,192.168.136.131,41766,443,0,517,126,0,131
9839,2013,0,TCP,192.168.136.131,41766,443,1440,0,126,0,131
9841,2013,0,TCP,192.168.136.131,41766,443,1440,0,126,0,131
9843,2013,0,TCP,192.168.136.131,41766,443,1440,0,126,0,131
9845,2013,0,TCP,192.168.136.131,41766,443,859,0,126,0,131
9901,2013,0,TCP,192.168.136.131,41766,443,0,64,126,0,131
9909,2013,0,TCP,192.168.136.131,41766,443,0,187,126,0,131
9976,2013,0,TCP,192.168.136.131,41766,443,512,0,126,0,131
9977,2013,0,TCP,192.168.136.131,41766,443,0,24,126,0,131
9978,2013,0,TCP,192.168.136.131,41766,443,0,0,126,0,131
10012,2013,0,TCP,192.168.136.131,41766,443,0,0,126,0,131
9794,2013,0,TCP,104.18.10.248,443,41766,517,0,126,0,131
9838,2013,0,TCP,104.18.10.248,443,41766,0,1440,126,0,131
9840,2013,0,TCP,104.18.10.248,443,41766,0,1440,126,0,131
9842,2013,0,TCP,104.18.10.248,443,41766,0,1440,126,0,131
9844,2013,0,TCP,104.18.10.248,443,41766,0,859,126,0,131
9902,2013,0,TCP,104.18.10.248,443,41766,64,0,126,0,131
9910,2013,0,TCP,104.18.10.248,443,41766,187,0,126,0,131
9975,2013,0,TCP,104.18.10.248,443,41766,0,512,126,0,131
9979,2013,0,TCP,104.18.10.248,443,41766,24,0,126,0,131
9980,2013,0,TCP,104.18.10.248,443,41766,1,0,126,0,131
10011,2013,0,TCP,104.18.10.248,443,41766,0,31,126,0,131
9774,2013,0,TCP,192.168.136.131,41774,443,1,0,127,0,132
9791,2013,0,TCP,192.168.136.131,41774,443,0,517,127,0,132
9814,2013,0,TCP,192.168.136.131,41774,443,1440,0,127,0,132
9816,2013,0,TCP,192.168.136.131,41774,443,1440,0,127,0,132
9818,2013,0,TCP,192.168.136.131,41774,443,1440,0,127,0,132
9820,2013,0,TCP,192.168.136.131,41774,443,859,0,127,0,132
9883,2013,0,TCP,192.168.136.131,41774,443,0,64,127,0,132
9885,2013,0,TCP,192.168.136.131,41774,443,0,170,127,0,132
9887,2013,0,TCP,192.168.136.131,41774,443,0,310,127,0,132
9889,2013,0,TCP,192.168.136.131,41774,443,0,1071,127,0,132
9895,2013,0,TCP,192.168.136.131,41774,443,0,95,127,0,132
9896,2013,0,TCP,192.168.136.131,41774,443,0,1059,127,0,132
9905,2013,0,TCP,192.168.136.131,41774,443,0,95,127,0,132
9906,2013,0,TCP,192.168.136.131,41774,443,0,1056,127,0,132
9911,2013,0,TCP,192.168.136.131,41774,443,0,95,127,0,132
9912,2013,0,TCP,192.168.136.131,41774,443,0,1082,127,0,132
9937,2013,0,TCP,192.168.136.131,41774,443,0,95,127,0,132
9939,2013,0,TCP,192.168.136.131,41774,443,0,1072,127,0,132
9951,2013,0,TCP,192.168.136.131,41774,443,0,94,127,0,132
9952,2013,0,TCP,192.168.136.131,41774,443,0,1077,127,0,132
9957,2013,0,TCP,192.168.136.131,41774,443,543,31,127,0,132
10025,2013,0,TCP,192.168.136.131,41774,443,567,0,127,0,132
10028,2014,0,TCP,192.168.136.131,41774,443,509,0,127,0,132
10041,2014,0,TCP,192.168.136.131,41774,443,513,0,127,0,132
12474,2021,7,TCP,192.168.136.131,41774,443,0,39,127,0,132
12579,2021,0,TCP,192.168.136.131,41774,443,0,24,127,0,132
12581,2021,0,TCP,192.168.136.131,41774,443,0,0,127,0,132
12879,2021,0,TCP,192.168.136.131,41774,443,1,0,127,0,132
9792,2013,0,TCP,104.18.10.248,443,41774,517,0,127,0,132
9813,2013,0,TCP,104.18.10.248,443,41774,0,1440,127,0,132
9815,2013,0,TCP,104.18.10.248,443,41774,0,1440,127,0,132
9817,2013,0,TCP,104.18.10.248,443,41774,0,1440,127,0,132
9819,2013,0,TCP,104.18.10.248,443,41774,0,859,127,0,132
9884,2013,0,TCP,104.18.10.248,443,41774,64,0,127,0,132
9886,2013,0,TCP,104.18.10.248,443,41774,170,0,127,0,132
9888,2013,0,TCP,104.18.10.248,443,41774,310,0,127,0,132
9890,2013,0,TCP,104.18.10.248,443,41774,1071,0,127,0,132
9897,2013,0,TCP,104.18.10.248,443,41774,95,0,127,0,132
9898,2013,0,TCP,104.18.10.248,443,41774,1059,0,127,0,132
9907,2013,0,TCP,104.18.10.248,443,41774,95,0,127,0,132
