Time_interval,Layer,src_ip,scr_port,dst_port,ack_no,tcp_length,sql,stream,Time(seconds),socket_count,Label
0.0,TCP,192.168.136.132,52496.0,443.0,0.0,51,0,12.0,,,N
0.0,TCP,34.160.144.191,443.0,52496.0,412.0,0,0,12.0,,,N
0.0,TCP,192.168.136.132,52496.0,443.0,0.0,177,0,12.0,,,N
0.0,TCP,34.160.144.191,443.0,52496.0,589.0,0,0,12.0,,,N
0.0,TCP,192.168.136.132,52496.0,443.0,0.0,287,0,12.0,,,N
0.0,TCP,34.160.144.191,443.0,52496.0,876.0,0,0,12.0,,,N
0.0,TCP,34.160.144.191,443.0,52496.0,0.0,69,0,12.0,,,N
0.0,TCP,192.168.136.132,52496.0,443.0,0.0,38,0,12.0,,,N
0.0,TCP,34.160.144.191,443.0,52496.0,845.0,0,0,12.0,,,N
0.0,TCP,34.160.144.191,443.0,52496.0,0.0,38,0,12.0,,,N
0.0,TCP,34.160.144.191,443.0,52496.0,0.0,145,0,12.0,,,N
0.0,TCP,192.168.136.132,52496.0,443.0,0.0,0,0,12.0,,,N
0.0,TCP,192.168.136.132,52496.0,443.0,0.0,46,0,12.0,,,N
0.0,TCP,34.160.144.191,443.0,52496.0,708.0,0,0,12.0,,,N
94.0,UDP,192.168.136.1,,,,51,0,,,,N
94.0,UDP,,,,,51,0,,,,N
1.0,UDP,192.168.136.1,,,,51,0,,,,N
1.0,UDP,,,,,51,0,,,,N
,ARP,,,,,60,0,,,,N
,ARP,,,,,60,0,,,,N
,ARP,,,,,60,0,,,,N
,ARP,,,,,60,0,,,,N
58.0,TCP,192.168.136.132,60456.0,443.0,0.0,39,0,9.0,,,N
0.0,TCP,192.168.136.132,60456.0,443.0,0.0,0,0,9.0,,,N
58.0,TCP,192.168.136.132,55728.0,443.0,72027.0,46,0,11.0,,,N
0.0,TCP,192.168.136.132,55728.0,443.0,72027.0,0,0,11.0,,,N
58.0,TCP,192.168.136.132,52496.0,443.0,0.0,46,0,12.0,,,N
0.0,TCP,34.160.144.191,443.0,52496.0,754.0,0,0,12.0,,,N
0.0,TCP,34.160.144.191,443.0,52496.0,0.0,46,0,12.0,,,N
0.0,TCP,192.168.136.132,52496.0,443.0,0.0,0,0,12.0,,,N
,ARP,,,,,60,0,,,,N
,ARP,,,,,60,0,,,,N
,ARP,,,,,60,0,,,,N
,ARP,,,,,60,0,,,,N
,ARP,,,,,60,0,,,,N
,ARP,,,,,60,0,,,,N
,ARP,,,,,60,0,,,,N
,ARP,,,,,60,0,,,,N
,ARP,,,,,60,0,,,,N
,ARP,,,,,60,0,,,,N
,ARP,,,,,60,0,,,,N
,ARP,,,,,60,0,,,,N
58.0,TCP,192.168.136.132,60456.0,443.0,0.0,39,0,9.0,,,N
